page,location,before,after,reason
"formula-one/turkish-grand-prix/index.html","Circuit section lede","The full ticket ladder follows below.","The full ticket guide follows below.","Internal jargon ('ticket ladder')"
"formula-one/turkish-grand-prix/index.html","Ticket Guide lede","The ladder is the same at every race we sell. What changes is the grandstand names and the circuit’s own hospitality product — both are named here rather than described generically.","The four tiers are the same at every race we sell. What changes is the grandstands and the circuit’s own hospitality, and those for this race are set out below.","Writer's note ('named here rather than described generically') and internal jargon"
"formula-one/turkish-grand-prix/index.html","Climate section lede","Guidance based on historical seasonal conditions for this race slot rather than a forecast.","Based on typical conditions at this time of year, rather than a forecast.","Internal jargon ('race slot'); stiff phrasing"
"formula-one/turkish-grand-prix/index.html","Climate card label",">Race slot<",">Race weekend<","Internal jargon ('race slot')"
"formula-one/turkish-grand-prix/index.html","Circuit body + band quote + FAQ answer (HTML + JSON-LD): race-day travel","Istanbul Park is ~40 km on the Asian side: private transfers premium tiers (60–90 min with bridge traffic — schedule honestly); entry tier organised race-day coaches from Taksim/Kadıköy.","Istanbul Park is around 40 km out on the Asian side. Premium tiers travel by private transfer, which takes 60–90 minutes once bridge traffic is allowed for, and we plan your timings with that in mind. On the entry tier, organised race-day coaches run from Taksim and Kadıköy.","Staff note ('schedule honestly') and shorthand fragments"
"formula-one/turkish-grand-prix/index.html","FAQ answer (HTML + JSON-LD): flights","LHR–IST direct (BA/Turkish Airlines, ~4h). Turkish Airlines direct from MAN, BHX and EDI — excellent regional story.","British Airways and Turkish Airlines fly direct from London Heathrow to Istanbul in around four hours. Turkish Airlines also flies direct from Manchester, Birmingham and Edinburgh, so this is an easy race to reach from the UK regions.","Airport-code shorthand and internal phrasing ('excellent regional story')"
"formula-one/turkish-grand-prix/index.html","At a glance: flights","LHR–IST direct (BA/Turkish Airlines, ~4h).","Direct from London Heathrow with BA or Turkish Airlines, around 4h.","Airport-code shorthand"
"formula-one/turkish-grand-prix/index.html","FAQ answer (HTML + JSON-LD) + climate card note: packing","Istanbul in early October: 20–28°C on the autumn guide. Mosque dress codes briefed in pre-travel notes.","Istanbul in early October is typically 20–28°C. Pack for warm days and cooler evenings, and bring something to cover shoulders and knees for mosque visits; we include the dress codes in your pre-travel notes.","Internal phrasing ('on the autumn guide', 'briefed in pre-travel notes') and fragments"
"formula-one/turkish-grand-prix/index.html","Packages lede","including flights and hotel. 4 nights.","including flights and four nights’ hotel.","Fragment"
"formula-one/turkish-grand-prix/index.html","Package card: Hospitality Experience access row","Istanbul Park hospitality suites over the pit straight, all-inclusive (2027 product names confirmed on release)","Istanbul Park hospitality suites over the pit straight, all-inclusive","Internal TBC note ('confirmed on release')"
"formula-one/turkish-grand-prix/index.html","Package card + ticket guide: circuit hospitality","Istanbul Park suites above the pit straight — all-inclusive (confirm the refreshed 2027 hospitality programme on release).","Istanbul Park’s own suites above the pit straight, all-inclusive. We confirm the details of the 2027 hospitality programme with your quotation.","Internal instruction ('confirm … on release')"
"formula-one/turkish-grand-prix/index.html","Package card + ticket guide: Official Team Hospitality","Official Team Hospitality — preferred team's suite for the comeback event.","Official Team Hospitality in your preferred team’s own suite, for the circuit’s return to the calendar.","Clipped fragment"
"formula-one/turkish-grand-prix/index.html","Package card: Grandstand transfers row","Race-day coaches from Taksim/Kadıköy</dd>","Race-day coaches from Taksim or Kadıköy</dd>","Slash shorthand"
"formula-one/turkish-grand-prix/index.html","What is included: entry transfers","Race-day coaches from Taksim/Kadıköy on the entry tier","Race-day coaches from Taksim or Kadıköy on the entry tier","Slash shorthand"
"formula-one/turkish-grand-prix/index.html","What is included: flights","Return flights, London Heathrow–Istanbul direct (BA/Turkish Airlines, ~4h)","Return direct flights London Heathrow–Istanbul (BA or Turkish Airlines, ~4h)","Slash shorthand"
"formula-one/turkish-grand-prix/index.html","Hotel card: Çırağan Palace (why we selected it)","The palace-wing suites are available as an ultra-premium upgrade on request.","The palace-wing suites are available as an upgrade on request.","Sales jargon ('ultra-premium')"
"formula-one/turkish-grand-prix/index.html","Experience card body: Hagia Sophia","<p class=""au-b"">with a private guide, early doors</p>","<p class=""au-b"">With a private guide, first thing in the morning before the crowds.</p>","Brief fragment rewritten as customer copy"
"formula-one/turkish-grand-prix/index.html","Experience card body: Bosphorus boat","<p class=""au-b"">the essential Istanbul hour</p>","<p class=""au-b"">The hour that sums up Istanbul, out on the water as the light goes.</p>","Brief fragment rewritten as a sentence"
"formula-one/turkish-grand-prix/index.html","Experience card body: Hammam ritual","<p class=""au-b"">Kılıç Ali Paşa; rooftop dinner in Karaköy</p>","<p class=""au-b"">At Kılıç Ali Paşa, followed by a rooftop dinner in Karaköy.</p>","Brief fragment rewritten as a sentence"
"formula-one/turkish-grand-prix/index.html","Extend your trip: Cappadocia","<strong>Cappadocia (2&ndash;3 nts).</strong> cave suites + dawn balloons &mdash; one of travel's great add-ons, 1h20 flight","<strong>Cappadocia (2&ndash;3 nights).</strong> Cave suites and hot-air balloons at dawn, just a 1h 20m flight away.","Brief shorthand ('nts', '+', lower-case fragment)"
"formula-one/turkish-grand-prix/index.html","Extend your trip: Bodrum","<strong>Bodrum (3&ndash;4 nts).</strong> Amanruya/Mandarin Oriental for the Aegean beach finish","<strong>Bodrum (3&ndash;4 nights).</strong> Finish on the Aegean coast at Amanruya or the Mandarin Oriental.","Brief shorthand fragment"
"index.html","Founders Club section button",">more about the Vedere Founders Club</a>",">More about the Vedere Founders Club</a>","Button label started lower-case (fragment)"
"luxury-travel/africa/index.html","At a glance: regional departures","<span class=""pn-v"">MAN &middot; EDI, via connection</span>","<span class=""pn-v"">Manchester &middot; Edinburgh, via a connection</span>","Airport-code shorthand"
"luxury-travel/africa/index.html","At a glance: visa","<span class=""pn-v"">Kenya eTA &middot; rest visa-free</span>","<span class=""pn-v"">eTA needed for Kenya &middot; visa-free elsewhere</span>","Note-style shorthand ('rest visa-free')"
"luxury-travel/africa/index.html","Combining Destinations lede","These are the three combinations our specialists build most often, and the two teams behind them work together.","These are the combinations our specialists build most often, with our sports and luxury teams working together on them.","Count did not match the two combinations shown; internal phrasing"
"luxury-travel/africa/index.html","Region intro: Botswana summary","Botswana is the connoisseur's country — water safari, private concessions, single-digit camps.","Botswana is the connoisseur's country: water safari, private concessions and camps of just a handful of tents.","Trade jargon ('single-digit camps')"
"luxury-travel/africa/south-africa/index.html","Hero subtitle","The world’s best-value great trip — one country delivering a city, a wine country, a whale coast and the finest private safari on the continent.","One of the great trips of the world, and one of the best value: a city, a wine country, a whale coast and the finest private safari on the continent, all in one country.","Awkward, AI-style phrasing"
"luxury-travel/africa/south-africa/index.html","Destination intro, paragraph 1","The rand keeps five-star rates almost embarrassing, and the food and wine punch far above their price.","The rand keeps five-star rates remarkably good value, and the food and wine are far better than their prices suggest.","Over-casual phrasing"
"luxury-travel/africa/south-africa/index.html","Destination intro, paragraph 2","The area bar below walks the classic sequence west to east.","The areas below follow the classic route, west to east.","Refers to page UI ('area bar') like a build note"
"luxury-travel/africa/south-africa/index.html","Destination intro, paragraph 3","Our Sports desk shares this ground: the England Cricket Tour itineraries use Ellerman House, Delaire Graff and One&Only Cape Town — a Test match folds into this route with one phone call.","Our sports team works on the same ground: the England Cricket Tour itineraries use Ellerman House, Delaire Graff and One&Only Cape Town, so a Test match fits easily into this route.","Internal phrasing ('Sports desk')"
"luxury-travel/africa/south-africa/index.html","Hotels lede","West to east with the area bar — city, vines, whales, then the bush.","West to east: city, vines, whales, then the bush.","Refers to page UI ('area bar') like a build note"
"luxury-travel/africa/south-africa/index.html","Month table: August",">Safari prime + whales<",">Safari prime and whales<","Note-style '+'"
"luxury-travel/africa/south-africa/index.html","Month table: September",">Whales + spring<",">Whales and spring<","Note-style '+'"
"luxury-travel/africa/south-africa/index.html","Hotel card: Ellerman House (why we selected it)","The cricket tour’s home too.","It is also where our cricket tour guests stay.","Fragment"
"luxury-travel/africa/south-africa/index.html","Hotel card: Cape Grace (why we selected it)","Whisky bar of national repute, rooms that feel like a Cape home, and the Waterfront’s best service ratio. The repeat-visitor’s choice.","A whisky bar of national repute, rooms that feel like a Cape home and the most attentive service on the Waterfront. It is the one guests come back to.","Fragments and jargon ('service ratio')"
"luxury-travel/africa/south-africa/index.html","Hotel card: Birkenhead House (why we selected it)","Southern rights breach beyond the infinity pool in season — no boat required. Royal Portfolio warmth, beach-house informality.","Southern right whales breach beyond the infinity pool in season, with no boat required. Royal Portfolio warmth with beach-house informality.","Shorthand ('Southern rights') and fragment"
"luxury-travel/africa/south-africa/index.html","Hotel card: Grootbos (why we selected it)","The floral safari — botanising by Landy, caves and shark coast below, and a conservation story told brilliantly. Families rate it the sleeper hit.","A floral safari: botanising by Land Rover, caves and the shark coast below, and a conservation story told brilliantly. Families love it.","Slang ('Landy', 'sleeper hit') and fragment"
"luxury-travel/africa/south-africa/index.html","Hotel card: Singita Sabi Sand (why we selected it)","Guiding, wine cellars and river-bank lodges at the absolute apex — leopard sightings here are a matter of when. The final crescendo of the route.","Guiding, wine cellars and riverbank lodges at the very top of the field, and leopard sightings here are a matter of when rather than if. The perfect finale to the route.","Overwrought AI-style superlatives"
"luxury-travel/africa/south-africa/index.html","Hotel card: Royal Malewane (why we selected it)","The most decorated guiding team in Africa — Big Five on foot-level knowledge, and a spa that makes the midday lull a feature. Royal Portfolio’s crown.","The most decorated guiding team in Africa, with a tracker’s knowledge of the Big Five, and a spa that makes the midday lull something to look forward to. The jewel of the Royal Portfolio.","Garbled phrase ('Big Five on foot-level knowledge') and fragment"
"luxury-travel/africa/south-africa/index.html","Suggested Safari Routes lede","Safari sells as an itinerary, not a hotel — these are the sequences we run most, tuned by season.","A safari is an itinerary rather than a hotel. These are the routes we plan most often, adjusted to the season.","Sales/internal phrasing ('sells as', 'sequences we run')"
"luxury-travel/africa/south-africa/index.html","Route card: Whales and Wilderness","The classic stretched — Grootbos added for the fynbos-and-sharks chapter, and a fourth bush night for the leopards to finish the argument.","The classic route, stretched: Grootbos added for fynbos and sharks, and a fourth night in the bush for more time with the leopards.","Fragment and overwritten phrasing"
"luxury-travel/africa/south-africa/index.html","Route card: Test Match Route","The cricket-tour build — Newlands or the Wanderers folded into the western legs, shared hotels throughout, sports desk handling tickets.","Built around the cricket tour: a Test at Newlands or the Wanderers folded into the western legs, the same hotels throughout, and our sports team handling the tickets.","Internal shorthand ('build', 'sports desk')"
"luxury-travel/africa/south-africa/index.html","Itinerary card: West to East","The route as nature intended — city, vines, whales, bush, flying home from the safari strip.","The natural order: city, vines, whales and bush, flying home from the safari airstrip.","Cliché and list fragment"
"luxury-travel/africa/south-africa/index.html","Itinerary card: Add the Beach","Land the route in Mauritius or Mozambique — four hours on, and the bush-to-beach finish the region was built for.","Finish in Mauritius or Mozambique, four hours on, for the bush-to-beach ending this part of the world does so well.","Awkward phrasing"
"luxury-travel/africa/south-africa/index.html","Getting There body","We sequence west to east so every transfer shortens and the crescendo lands at the end — leopards, then home.","We plan the route west to east, so each transfer is shorter than the last and the best is saved for the end: leopards, then home.","Internal/overwritten phrasing"
"luxury-travel/africa/south-africa/index.html","Essentials panel: cricket row","<span class=""pn-k"">Cricket cross-link</span><span class=""pn-v"">England Tour hotels shared</span>","<span class=""pn-k"">Cricket</span><span class=""pn-v"">Same hotels as our England Cricket Tour</span>","Internal note ('cross-link')"
"luxury-travel/africa/south-africa/index.html","Combination card: England Cricket Tour","Test-match South Africa — shared hotels, sports desk tickets, one itinerary.","Test-match South Africa: the same hotels, official tickets through our sports team, and one itinerary.","Shorthand fragment, internal phrasing ('sports desk')"
"luxury-travel/africa/south-africa/index.html","FAQ answer (HTML + JSON-LD): value","Startlingly — the rand prices five-star hotels, tasting menus and private guides at levels the northern hemisphere abandoned years ago. It is the best value in this entire collection.","Remarkably so. The rand puts five-star hotels, tasting menus and private guides at prices the northern hemisphere left behind years ago, and it is the best value in our whole collection.","Awkward phrasing"
"luxury-travel/africa/south-africa/index.html","FAQ answer (HTML + JSON-LD): city and safari","March–April or September–October — the Cape still shines and the bush is dry enough to deliver. Pure safari-firsts should aim June to September.","March–April or September–October, when the Cape is still at its best and the bush is dry enough for good game viewing. If the safari comes first, aim for June to September.","Clipped/jargon phrasing ('safari-firsts')"
"luxury-travel/africa/south-africa/index.html","FAQ answer (HTML + JSON-LD): bush nights","Three minimum, four ideal — game drives compound, and the third day is when the bush starts performing for you personally.","Three at least, and four is ideal. Each game drive builds on the last, and the third day is usually when the bush really starts to reveal itself.","Fragment and odd phrasing"
"luxury-travel/africa/south-africa/index.html","FAQ answer (HTML + JSON-LD): safety","With the right ground arrangements, yes — private transfers throughout, and hotels whose concierges know their city block by block. We handle the judgement calls.","Yes, with the right arrangements on the ground: private transfers throughout, and hotels whose concierges know their city block by block. We make the judgement calls for you.","Clipped phrasing"
"luxury-travel/africa/south-africa/index.html","FAQ answer (HTML + JSON-LD): cricket","Natively — the England Tour shares these hotels by design, and our sports desk holds official tickets. One itinerary, both halves.","Easily. Our England Cricket Tour uses these same hotels, and our sports team holds official tickets, so the cricket and the holiday sit on one itinerary.","Internal phrasing ('Natively', 'sports desk') and fragment"
"luxury-travel/asia/vietnam/index.html","Hotels section: collection intro","Every hotel we offer is chosen and checked by our travel team before it reaches this page.","Every hotel here has been chosen and checked by our own travel team.","Reads like an internal process note ('before it reaches this page')"
"luxury-travel/asia/vietnam/index.html","Meta og:description","— four approved addresses.","— four hand-picked hotels.","Internal wording ('approved addresses')"
"luxury-travel/asia/vietnam/index.html","Hero subtitle","Asia’s most cinematic coastline — limestone bays, lantern towns, and a capital that serves its history with opera-house flair.","One of Asia’s most beautiful coastlines, with limestone bays, lantern-lit old towns and a capital full of French-colonial grandeur.","AI-style flourish ('serves its history with opera-house flair')"
"luxury-travel/asia/vietnam/index.html","Destination intro, paragraph 2","The classic itinerary reads top to bottom, ten to twelve nights.","The classic itinerary runs from north to south over ten to twelve nights.","Fragment"
"luxury-travel/asia/vietnam/index.html","Hotel card: Capella Hanoi (position line)","Old Quarter’s edge, 47 rooms of drama.","On the edge of the Old Quarter, with just 47 rooms.","Shorthand fragment"
"luxury-travel/asia/vietnam/index.html","Hotel card: InterContinental Danang (position line)","Monkey Mountain’s private bay, Hoi An 30 minutes.","A private bay on Monkey Mountain, 30 minutes from Hoi An.","Shorthand fragment"
"luxury-travel/asia/vietnam/index.html","Hotel card: InterContinental Danang (why we selected it)","The centre’s grand set piece — funicular between tiers, langurs in the trees, and La Maison 1888’s destination dining. Families and spectacle both served.","Central Vietnam’s grand set piece: a funicular between the tiers, langurs in the trees and destination dining at La Maison 1888. It suits families as well as it suits a sense of occasion.","Fragments"
"luxury-travel/asia/vietnam/index.html","Hotel card: Amanoi (position line)","Nui Chua park’s coastal wilderness.","In the coastal wilderness of Nui Chua National Park.","Fragment"
"luxury-travel/asia/vietnam/index.html","Month table: October",">Centre floods risk<",">Flood risk in the centre<","Garbled shorthand"
"luxury-travel/asia/vietnam/index.html","Itinerary card: The Full Scroll","Hanoi and Ha Long overture, Hoi An’s lanterns via Danang, then Ninh Van or Amanoi — the classic north-south read.","Hanoi and Ha Long to begin, Hoi An’s lanterns via Danang, then Ninh Van or Amanoi: the classic journey from north to south.","Fragment and overwritten phrasing"
"luxury-travel/asia/vietnam/index.html","Itinerary card: Centre and South","Sun Peninsula plus one great bay — spectacle then seclusion, one short flight.","The Sun Peninsula and one of the great southern bays: spectacle, then seclusion, a short flight apart.","Shorthand fragment"
"luxury-travel/asia/vietnam/index.html","Itinerary card: Two-Bay Deep","Both southern bays held long — Ninh Van’s playfulness, Amanoi’s hush, and days measured in reef and spa.","Long stays at both southern bays: Ninh Van’s playfulness, Amanoi’s hush, and days measured in reef and spa.","Awkward phrasing ('held long')"
"luxury-travel/asia/vietnam/index.html","Getting There body","Drivers and guides handle the rest; Hoi An’s tailors get their brief on evening one, by tradition and our insistence.","Drivers and guides handle the rest, and we book your Hoi An tailor for the first evening so everything is ready before you leave.","Note-style phrasing"
"luxury-travel/asia/vietnam/index.html","Combination card: Thailand","The neighbouring school — lantern towns then Andaman headlands.","Vietnam’s lantern towns, then Thailand’s Andaman headlands.","Obscure AI-style phrasing"
"luxury-travel/asia/vietnam/index.html","Combination card: Japan","North-east to precision — Vietnam’s romance then Kyoto’s ritual.","Vietnam’s romance, then Kyoto’s ritual.","Obscure AI-style phrasing"
"luxury-travel/asia/vietnam/index.html","Combination card: Bali","South to the island — the scroll’s coast then the temple valleys.","Vietnam’s coast, then Bali’s temple valleys.","Obscure AI-style phrasing"
"luxury-travel/asia/vietnam/index.html","FAQ answer (HTML + JSON-LD): nights","Ten to twelve for the full scroll; seven serves centre-plus-south honourably. Less than that, choose one region and do it justice.","Ten to twelve for the full journey from north to south; seven works well for the centre and south. With less time than that, choose one region and do it justice.","Shorthand ('centre-plus-south') and metaphor jargon"
"luxury-travel/asia/vietnam/index.html","FAQ answer (HTML + JSON-LD): Ha Long","October–December and March–April — cool light, calmer water. We use overnight charters; day boats miss the bay’s dawn, which is the point.","October to December and March to April, for cool light and calmer water. We use overnight charters, because day boats miss the bay at dawn, which is the whole point.","Fragments"
"luxury-travel/asia/vietnam/index.html","FAQ question (HTML + JSON-LD): street food","Is the street food safe to love?","Is the street food safe?","Awkward phrasing"
"luxury-travel/asia/vietnam/index.html","FAQ answer (HTML + JSON-LD): street food","With our guides’ map of it, gloriously — Hanoi’s pho and Hoi An’s cao lau are the country’s true monuments.","Yes, with our guides showing you where to go. Hanoi’s pho and Hoi An’s cao lau are the country’s true monuments.","Awkward phrasing"
"luxury-travel/asia/vietnam/index.html","FAQ answer (HTML + JSON-LD): which bay","Ninh Van for playful seclusion and families; Amanoi for polish and park silence. The 12-night answer is both.","Ninh Van for playful seclusion and families; Amanoi for polish and the quiet of the national park. With twelve nights, you can have both.","Clipped phrasing"
"luxury-travel/asia/vietnam/index.html","FAQ answer (HTML + JSON-LD): Tet","Late January–February — magical atmosphere, complicated logistics. We plan around it deliberately, either into or away.","Tet falls in late January or February. The atmosphere is magical but the logistics are complicated, so we plan around it deliberately, either to be there for it or to avoid it.","Fragments"
"luxury-travel/caribbean/barbados/index.html","Hotels section: collection intro","Every hotel we offer is chosen and checked by our travel team before it reaches this page.","Every hotel here has been chosen and checked by our own travel team.","Reads like an internal process note ('before it reaches this page')"
"luxury-travel/caribbean/barbados/index.html","Meta og:description","— eight approved addresses.","— eight hand-picked hotels.","Internal wording ('approved addresses')"
"luxury-travel/caribbean/barbados/index.html","Destination intro, paragraph 1","gardens to the sand, afternoon tea unironic and correct.","gardens running down to the sand, and afternoon tea taken entirely seriously.","Awkward fragment"
"luxury-travel/caribbean/barbados/index.html","Hotel card: Coral Reef Club (photo caption)","suite bathroom pictured, no bedroom shown","suite bathroom pictured","Internal photo note ('no bedroom shown')"
"luxury-travel/caribbean/barbados/index.html","Hotel card: Fairmont Royal Pavilion (why we selected it)","The view play — all 72 rooms face the water at balcony distance.","The one for the view: all 72 rooms face the water, a balcony’s width from the sea.","Jargon ('view play')"
"luxury-travel/caribbean/barbados/index.html","Hotel card: O2 Beach Club (why we selected it)","The value-smart or friends-trip pick.","A smart choice for value, or for a trip with friends.","Shorthand fragment"
"luxury-travel/caribbean/barbados/index.html","Hotel card: Port Ferdinand (two separate estates note)","Each has its own residences, facilities and rates, and we confirm which estate a quotation, its residence size and its nightly rate apply to before anything is held.","Each has its own residences, facilities and rates, and your quotation will set out clearly which estate, residence size and nightly rate it covers.","Reads like an internal process note"
"luxury-travel/caribbean/barbados/index.html","Hotel card: Port Ferdinand (why we selected it)","residences with hotel service — full kitchens, boat slips, kids catered. The Christmas gathering, solved.","residences with hotel service: full kitchens, boat slips, and children well looked after. The family Christmas, solved.","Shorthand fragment ('kids catered')"
"luxury-travel/caribbean/barbados/index.html","FAQ answer (HTML + JSON-LD): classic house","Coral Reef for gardens and gentle formality, The Sandpiper for barefoot intimacy, Cobblers Cove for individuality — we place by temperament, and all three by March for the following winter.","Coral Reef for gardens and gentle formality, The Sandpiper for barefoot intimacy, Cobblers Cove for individuality. We match you by temperament, and all three are best booked by March for the following winter.","Internal jargon ('we place by temperament') and fragment"
"luxury-travel/caribbean/barbados/index.html","FAQ answer (HTML + JSON-LD): Sandy Lane","As an event, yes — nowhere else in the region delivers its scale of polish. For quieter repeat weeks, the classic houses often fit better. Many clients do one then settle into the other.","As an occasion, yes: nowhere else in the region matches its polish at that scale. For quieter repeat weeks, the classic houses often suit better, and many guests try one and then settle into the other.","Clipped phrasing"
"luxury-travel/caribbean/barbados/index.html","FAQ answer (HTML + JSON-LD): booking out","Christmas and February by the preceding spring. The secret weeks are early December and late April — full service, kinder rates.","Christmas and February are usually booked by the preceding spring. The best-kept secrets are early December and late April, with full service and kinder rates.","Fragments"
"luxury-travel/caribbean/barbados/index.html","FAQ answer (HTML + JSON-LD): south coast","Different, not lesser — livelier water, walkable evenings, better value. O2 suits friends’ trips and younger energy.","Not a compromise, just different: livelier water, evenings within walking distance, and better value. O2 suits trips with friends and a younger crowd.","Fragments"
"luxury-travel/caribbean/barbados/index.html","FAQ answer (HTML + JSON-LD): hurricane season","We advise honestly by month.","We will give you honest advice month by month.","Clipped phrasing"
"luxury-travel/caribbean/grenada/index.html","Hotels section: collection intro","Every hotel we offer is chosen and checked by our travel team before it reaches this page.","Every hotel here has been chosen and checked by our own travel team.","Reads like an internal process note ('before it reaches this page')"
"luxury-travel/caribbean/grenada/index.html","Meta og:description","three approved addresses","three hand-picked addresses","Internal wording ('approved addresses')"
"luxury-travel/caribbean/grenada/index.html","Destination intro, paragraph 2","Spice Island Beach Resort is the island’s beloved own — Grenadian-family-run to Relais standards.","Spice Island Beach Resort is the island’s own favourite, run by a Grenadian family to Relais & Châteaux standards.","Shorthand fragment ('Relais standards', 'beloved own')"
"luxury-travel/caribbean/grenada/index.html","Hotel card: Silversands (position line)","Mid-Grand Anse with the 100-metre axis pool.","Halfway along Grand Anse, with its 100-metre pool.","Shorthand fragment"
"luxury-travel/caribbean/grenada/index.html","Hotel card: Spice Island (why we selected it)","The island’s heart, bookable.","This is the heart of the island.","Fragment"
"luxury-travel/caribbean/grenada/index.html","Itinerary card: Grand Anse Classic","and the beach defending every afternoon.","and every afternoon kept free for the beach.","Odd phrasing"
"luxury-travel/caribbean/grenada/index.html","Itinerary card: Spice and Sailing","A Grenadines day-sail north — Tobago Cays’ turtles — folded into a week of island mornings and beach afternoons.","A day’s sailing north through the Grenadines to the turtles of the Tobago Cays, folded into a week of island mornings and beach afternoons.","Note-style fragment"
"luxury-travel/caribbean/grenada/index.html","Getting There body","we build driver-guides by the half-day so the rainforest happens without surrendering the beach.","we book driver-guides by the half-day, so you see the rainforest without giving up the beach.","Awkward phrasing"
"luxury-travel/caribbean/grenada/index.html","FAQ answer (HTML + JSON-LD): why Grenada","Because it kept what they traded away — space, soul and prices that respect you. It is the connoisseur’s second Caribbean trip, and increasingly the smart first.","Because it kept what they traded away: space, character and fair prices. It is the connoisseur’s second Caribbean trip, and increasingly the smart first one.","AI-style phrasing ('prices that respect you')"
"luxury-travel/caribbean/grenada/index.html","FAQ answer (HTML + JSON-LD): Grand Anse","Two miles absorbs a lot — even in February it reads as open sand.","Two miles of beach absorbs a lot, and even in February it feels open.","Awkward phrasing"
"luxury-travel/caribbean/grenada/index.html","FAQ answer (HTML + JSON-LD): what to do","Belmont chocolate, the Seven Sisters falls, Annandale, river tubing, and the market on Saturday — all half-days, all easy, all worth it.","Chocolate at Belmont Estate, the Seven Sisters falls, Annandale Falls, river tubing and the Saturday market. Each is an easy half-day, and all are worth it.","List fragment and repetitive template ('all…, all…, all…')"
"luxury-travel/caribbean/grenada/index.html","FAQ answer (HTML + JSON-LD): hurricanes","Grenada sits at the belt’s southern edge — direct hits are rare, and summer here is simply greener and quieter.","Grenada sits at the southern edge of the hurricane belt, so direct hits are rare, and summer here is simply greener and quieter.","Clipped phrasing ('the belt')"
"luxury-travel/caribbean/st-lucia/index.html","Hotels section: collection intro","Every hotel we offer is chosen and checked by our travel team before it reaches this page.","Every hotel here has been chosen and checked by our own travel team.","Reads like an internal process note ('before it reaches this page')"
"luxury-travel/caribbean/st-lucia/index.html","Meta og:description","six approved addresses beneath the Pitons","six hand-picked hotels beneath the Pitons","Internal wording ('approved addresses')"
"luxury-travel/caribbean/st-lucia/index.html","Hotel card: Jade Mountain (why we selected it)","The honeymoon booking of the Caribbean, full stop.","The Caribbean’s ultimate honeymoon booking.","Repeated template ('full stop' used twice in the same card)"
"luxury-travel/caribbean/st-lucia/index.html","Hotel card: Cap Maison (why we selected it)","The food-and-wine play — Cliff at Cap’s cellar, rock-pool champagne via zip line, and the calm north when the Pitons feel far enough for one week.","The one for food and wine: the cellar at Cliff at Cap, champagne delivered to the rock pool by zip line, and the calm of the north for a week when the Pitons can wait.","Jargon ('the food-and-wine play') and fragment"
"luxury-travel/caribbean/st-lucia/index.html","Itinerary card: The Reset","BodyHoliday in full — programme built pre-arrival, one Soufrière day for the volcano and falls, and home lighter.","BodyHoliday in full, with your programme planned before you arrive, one day in Soufrière for the volcano and the falls, and home feeling lighter.","Note-style fragment"
"luxury-travel/caribbean/st-lucia/index.html","Getting There body","the split-island itineraries are sequenced so the long leg happens once.","we plan split-island itineraries so that you only make the long journey once.","Internal phrasing"
"luxury-travel/caribbean/st-lucia/index.html","Essentials panel: Soufrière transfer","<span class=""pn-v"">1h road / 12m heli","<span class=""pn-v"">1 hour by road, 12 minutes by helicopter","Shorthand ('heli')"
"luxury-travel/caribbean/st-lucia/index.html","FAQ answer (HTML + JSON-LD): Jade Mountain or Sugar Beach","Jade Mountain for the room-as-destination and adults-first calm; Sugar Beach for the beach itself, families and villa space. The honest answer is the estate split plus two Sugar Beach nights.","Jade Mountain if the room itself is the destination and you want adults-first calm; Sugar Beach for the beach, families and villa space. Honestly, the best answer is the estate split plus two nights at Sugar Beach.","Clipped phrasing"
"luxury-travel/caribbean/st-lucia/index.html","FAQ answer (HTML + JSON-LD): open walls","Truly — no glass, no screens, and by design no insects to speak of at altitude. It is the point of the island’s architecture.","Yes: no glass and no screens, and at that altitude there are few insects to speak of. It is the whole point of the island’s architecture.","Awkward phrasing"
"luxury-travel/caribbean/st-lucia/index.html","FAQ answer (HTML + JSON-LD): families","Jade Mountain and Ladera are adult spaces — we structure split stays so everyone gets their half.","Jade Mountain and Ladera are for adults, so we often plan split stays that give everyone their share.","Clipped phrasing"
"luxury-travel/caribbean/st-lucia/index.html","FAQ answer (HTML + JSON-LD): Soufrière road","Winding but scenic and safe — an hour that tours half the island. The helicopter option turns it into twelve minutes of sightseeing.","Winding, but scenic and safe: an hour’s drive that shows you half the island. By helicopter it becomes twelve minutes of sightseeing.","Clipped phrasing"
"luxury-travel/europe/croatia/index.html","Hotels section: collection intro","Every hotel we offer is chosen and checked by our travel team before it reaches this page.","Every hotel here has been chosen and checked by our own travel team.","Reads like an internal process note ('before it reaches this page')"
"luxury-travel/europe/croatia/index.html","Meta description + JSON-LD description","four approved hotels on the Adriatic’s finest coast","four hand-picked hotels on the Adriatic’s finest coast","Internal wording ('approved hotels')"
"luxury-travel/europe/croatia/index.html","Meta og:description","— four approved addresses.","— four hand-picked hotels.","Internal wording ('approved addresses')"
"luxury-travel/europe/croatia/index.html","Destination intro, paragraph 1","Dubrovnik earns the postcards — and earns escaping too, which is why","Dubrovnik deserves its postcards, and it is just as good to escape from, which is why","Awkward phrasing"
"luxury-travel/europe/croatia/index.html","FAQ answer (HTML + JSON-LD): order of stay","City first, island second — the trip decompresses in the right order, and ferry schedules favour it.","City first, then the island: you unwind in the right order, and the ferry timetables work best that way round.","Clipped phrasing"
