page,type,slot,old_or_subject,status,new_file,width,height,alt,credit,licence,source_url,image_url,note
"/formula-one/dutch-grand-prix","card","replace","/assets/img/sports/f1/dutch-grand-prix-2026/f1-dutch-package-premium-zandvoort.jpg","sourced","/assets/img/sourced/dutch-grand-prix/zandvoort-dunes-aerial-01.jpg","1600","1066","Circuit Zandvoort among the dunes beside the North Sea, from the air","dronepicr","CC BY 2.0","https://commons.wikimedia.org/wiki/File:Formula_one_Circuit_Park_in_the_dunes_of_Zandvoort_in_the_Netherlands_(47856564401).jpg","https://upload.wikimedia.org/wikipedia/commons/e/e4/Formula_one_Circuit_Park_in_the_dunes_of_Zandvoort_in_the_Netherlands_%2847856564401%29.jpg","Same subject (an aerial of the circuit and the dunes). Commons file: Formula one Circuit Park in the dunes of Zandvoort in the Netherlands (47856564401).jpg."
"/formula-one/dutch-grand-prix","card","replace","/assets/img/sports/f1/dutch-grand-prix-2026/f1-dutch-package-hospitality-experience.jpg","not-found","","","","","","","","","A hospitality stage and DJ set at Zandvoort. No sharper genuine image of it was found."
"/formula-one/hungarian-grand-prix","card","replace","/assets/img/sports/f1/hungarian-grand-prix-2027/f1-hungarian-package-grandstand-experience.jpg","library","/assets/img/sports/library/f1-hungary-2026/f1-hungary-2026-04.jpg","2000","1334","Fans waving flags in the grandstand above the track at the Hungaroring during the 2026 Hungarian Grand Prix","Vedere Travel client image library","client library","client library original: Selected originals/Sport/Formula 1/11 Hungary - 2026/race-day--lewis-hamilton-max-verstappen-track-action--f1-1f3a1bcd0e99.jpg","","Same kind of view (a grandstand at the Hungaroring). Client-library image not used elsewhere, 2000px."
"/formula-one/hungarian-grand-prix","card","replace","/assets/img/sports/f1/hungarian-grand-prix-2027/f1-hungarian-package-premium-budapest.jpg","not-found","","","","","","","","","No unused client-library or licensed Commons photograph of this circuit shows the same kind of view (grandstand or pit-straight scene) at 1400px or more. Every unused library frame for this race is a tight car close-up, pit stop or podium."
"/formula-one/hungarian-grand-prix","card","replace","/assets/img/sports/f1/hungarian-grand-prix-2027/f1-hungarian-package-hospitality-experience.jpg","sourced","/assets/img/sourced/hungarian-grand-prix/new-york-cafe-budapest-01.jpg","1600","1065","The gilded interior of the New York Café at the New York Palace, Budapest","Sandy Horvath-Dori from Grand Junction, CO, USA","CC BY 2.0","https://commons.wikimedia.org/wiki/File:Interior_of_New_York_Palace,_Cafe_Budapest_(8344808702).jpg","https://upload.wikimedia.org/wikipedia/commons/1/15/Interior_of_New_York_Palace%2C_Cafe_Budapest_%288344808702%29.jpg","Same subject (the ornate New York Café interior), which also matches the card copy naming Anantara New York Palace. Commons file: Interior of New York Palace, Cafe Budapest (8344808702).jpg."
"/formula-one/italian-grand-prix","card","replace","/assets/img/sports/f1/italian-grand-prix-2026/f1-italian-package-grandstand-experience.jpg","not-found","","","","","","","","","No unused client-library or licensed Commons photograph of this circuit shows the same kind of view (grandstand or pit-straight scene) at 1400px or more. Every unused library frame for this race is a tight car close-up, pit stop or podium."
"/formula-one/japanese-grand-prix","card","replace","/assets/img/sports/f1/japanese-grand-prix-2027/f1-japanese-package-grandstand-experience.jpg","library","/assets/img/sports/library/f1-japan-2026/f1-japan-2026-05.jpg","2000","1333","Grandstands along the track at Suzuka during the 2026 Japanese Grand Prix","Vedere Travel client image library","client library","client library original: Selected originals/Sport/Formula 1/03 Japan - 2026/race-day--max-verstappen-esteban-ocon-track-action--f1-1ea235dd8fc7.jpg","","Same kind of view (grandstands across the track at Suzuka). This client-library image appears only on /sports-travel/formula-one, not on this page. 2000px."
"/formula-one/japanese-grand-prix","card","replace","/assets/img/sports/f1/japanese-grand-prix-2027/f1-japanese-package-hospitality-experience.jpg","not-found","","","","","","","","","Shows a trackside hospitality lounge interior. The client library has no hospitality-lounge photography for this circuit, and there is no licensed high-resolution photo of this venue's suites on Commons."
"/formula-one/japanese-grand-prix","card","replace","/assets/img/sports/f1/japanese-grand-prix-2027/f1-japanese-package-luxury-race-weekend.jpg","not-found","","","","","","","","","A mechanic holding out the pit board from the pit wall. No unused library frame of the same kind (the pit-stop frame is already on this page)."
"/formula-one/japanese-grand-prix","card","replace","/assets/img/sports/f1/index/f1-favourite-suzuka.jpg","library","/assets/img/sports/library/f1-japan-2026/f1-japan-2026-01.jpg","2000","1224","Formula 1 cars through a corner at Suzuka during the 2026 Japanese Grand Prix","Vedere Travel client image library","client library","client library original: Selected originals/Sport/Formula 1/03 Japan - 2026/race-day--arvid-lindblad-nico-hulkenberg-track-action--f1-70f22820ad8f.jpg","","Same kind of image (cars through a Suzuka corner). Client-library image not used elsewhere, 2000px."
"/formula-one/las-vegas-grand-prix","card","replace","/assets/img/sports/f1/las-vegas-grand-prix-2026/f1-las-vegas-package-hospitality-experience.jpg","not-found","","","","","","","","","Shows a trackside hospitality lounge interior. The client library has no hospitality-lounge photography for this circuit, and there is no licensed high-resolution photo of this venue's suites on Commons."
"/formula-one/las-vegas-grand-prix","card","replace","/assets/img/sports/f1/las-vegas-grand-prix-2026/f1-las-vegas-package-luxury-race-weekend.jpg","sourced","/assets/img/sourced/las-vegas-grand-prix/bellagio-fountains-night-01.jpg","1600","1072","The Bellagio fountains in front of the hotel at night, Las Vegas","Tony Hisgett from Birmingham, UK","CC BY 2.0","https://commons.wikimedia.org/wiki/File:Bellagio_Fountains_Night_2_(15565620302).jpg","https://upload.wikimedia.org/wikipedia/commons/f/f0/Bellagio_Fountains_Night_2_%2815565620302%29.jpg","Same subject (the Bellagio and its fountains at night). Note that the card copy names Wynn/Encore as the hotel, not the Bellagio; this was already the case. Commons file: Bellagio Fountains Night 2 (15565620302).jpg."
"/formula-one/las-vegas-grand-prix","card","replace","/assets/img/sports/f1/las-vegas-grand-prix-2026/f1-las-vegas-package-grandstand-experience.jpg","sourced","/assets/img/sourced/las-vegas-grand-prix/sphere-zone-night-01.jpg","1600","1200","The illuminated Sphere above the track in the Sphere Zone at the 2024 Las Vegas Grand Prix","Nascar9919","CC BY 4.0","https://commons.wikimedia.org/wiki/File:2024_Las_Vegas_Grand_Prix_at_the_Sphere_-_Saturday,_November_23,_Orbi.jpg","https://upload.wikimedia.org/wikipedia/commons/3/38/2024_Las_Vegas_Grand_Prix_at_the_Sphere_-_Saturday%2C_November_23%2C_Orbi.jpg","Same place and event (the Sphere Zone at the Las Vegas GP at night). There is no car in frame, so update the alt. Commons file: 2024 Las Vegas Grand Prix at the Sphere - Saturday, November 23, Orbi.jpg."
"/formula-one/las-vegas-grand-prix","card","replace","/assets/img/sports/tennis/roland-garros-2027/roland-garros-package-hospitality.jpg","not-found","","","","","","","","","The image is a Roland-Garros hospitality restaurant hall, used here as a generic dining stand-in on a non-tennis page. The client-library Roland-Garros hospitality photos show a different space (Club des Loges terraces), and a Paris venue would misrepresent local dining anyway. Recommend a city-specific restaurant image instead."
"/formula-one/malaysian-grand-prix","card","replace","/assets/img/sports/f1/malaysian-grand-prix-2026/f1-malaysian-package-grandstand-experience.jpg","sourced","/assets/img/sourced/malaysian-grand-prix/sepang-turn-one-01.jpg","1600","961","The Formula 1 field through the opening corners at Sepang on the first lap of the 2012 Malaysian Grand Prix","Morio","CC BY-SA 3.0","https://commons.wikimedia.org/wiki/File:2012_Malaysian_GP_opening_lap.jpg","https://upload.wikimedia.org/wikipedia/commons/9/9b/2012_Malaysian_GP_opening_lap.jpg","Same subject (the field through the Turn 1–2 complex at Sepang). The image appears twice on the page. Commons file: 2012 Malaysian GP opening lap.jpg."
"/formula-one/malaysian-grand-prix","card","replace","/assets/img/sports/f1/malaysian-grand-prix-2026/f1-malaysian-package-premium-sepang.jpg","sourced","/assets/img/sourced/malaysian-grand-prix/sepang-main-grandstand-01.jpg","1600","1067","The canopied main grandstand at Sepang International Circuit seen from across the track","Postmortem at Russian Wikipedia","Public domain","https://commons.wikimedia.org/wiki/File:Sepang_tribune.jpg","https://upload.wikimedia.org/wikipedia/commons/0/04/Sepang_tribune.jpg","Same subject and viewpoint. Commons file: Sepang tribune.jpg."
"/formula-one/mexico-city-grand-prix","card","replace","/assets/img/sports/f1/mexico-city-grand-prix-2026/f1-mexico-city-package-luxury-race-weekend.jpg","sourced","/assets/img/sourced/mexico-city-grand-prix/angel-of-independence-01.jpg","1600","1067","The Angel of Independence on Paseo de la Reforma at dusk, Mexico City","Juan Manuel Gomez Ruano","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Angel_of_Independence_(Angel_de_la_Independencia).jpg","https://upload.wikimedia.org/wikipedia/commons/e/ec/Angel_of_Independence_%28Angel_de_la_Independencia%29.jpg","Same subject. Commons file: Angel of Independence (Angel de la Independencia).jpg."
"/formula-one/mexico-city-grand-prix","card","replace","/assets/img/sports/f1/mexico-city-grand-prix-2026/f1-mexico-city-package-grandstand-experience.jpg","not-found","","","","","","","","","The stadium (Foro Sol) section. The page hero already uses the client-library stadium-section image, and no other genuine image of 1400px or more was found."
"/formula-one/mexico-city-grand-prix","card","replace","/assets/img/sports/tennis/roland-garros-2027/roland-garros-package-hospitality.jpg","not-found","","","","","","","","","The image is a Roland-Garros hospitality restaurant hall, used here as a generic dining stand-in on a non-tennis page. The client-library Roland-Garros hospitality photos show a different space (Club des Loges terraces), and a Paris venue would misrepresent local dining anyway. Recommend a city-specific restaurant image instead."
"/formula-one/miami-grand-prix","card","replace","/assets/img/sports/f1/miami-grand-prix-2027/f1-miami-package-premium-miami.jpg","not-found","","","","","","","","","The Hard Rock Stadium stands and big screen at the Miami GP. The unused client-library Miami frames are close-ups of cars at a corner, and no Commons alternative of 1400px or more was found."
"/formula-one/miami-grand-prix","card","replace","/assets/img/sports/f1/miami-grand-prix-2027/f1-miami-package-hospitality-experience.jpg","not-found","","","","","","","","","The Hard Rock Beach Club pool deck. No sharper genuine image of it was found."
"/formula-one/miami-grand-prix","card","replace","/assets/img/sports/f1/miami-grand-prix-2027/f1-miami-package-luxury-race-weekend.jpg","sourced","/assets/img/sourced/miami-grand-prix/miami-skyline-01.jpg","1600","1067","The Brickell and downtown Miami skyline across Biscayne Bay","Wilfredor","CC0","https://commons.wikimedia.org/wiki/File:Miami,_Florida,_Skyline_2.jpg","https://upload.wikimedia.org/wikipedia/commons/6/63/Miami%2C_Florida%2C_Skyline_2.jpg","Same subject (the downtown Miami skyline), in soft evening light rather than at sunset. Commons file: Miami, Florida, Skyline 2.jpg."
"/formula-one/monaco-grand-prix","card","replace","/assets/img/sports/f1/monaco-grand-prix-2027/f1-monaco-package-grandstand-experience.jpg","sourced","/assets/img/sourced/monaco-grand-prix/harbour-grandstands-01.jpg","1600","1200","Harbour-side grandstands, the circuit and moored yachts at Port Hercule on a Monaco Grand Prix weekend","Pat Guiney","CC BY 2.0","https://commons.wikimedia.org/wiki/File:Panorama_Monaco_2007.jpg","https://upload.wikimedia.org/wikipedia/commons/7/75/Panorama_Monaco_2007.jpg","Same subject (the harbour grandstands and yachts on race weekend, 2007). Commons file: Panorama Monaco 2007.jpg."
"/formula-one/monaco-grand-prix","card","replace","/assets/img/sports/f1/monaco-grand-prix-2027/f1-monaco-package-premium-monaco.jpg","library","/assets/img/sports/library/f1-monaco-2026/f1-monaco-2026-01.jpg","2000","1334","A Formula 1 car on the harbour-front section of the circuit above Port Hercule during the 2026 Monaco Grand Prix","Vedere Travel client image library","client library","client library original: Selected originals/Sport/Formula 1/06 Monaco - 2026/race-day--fernando-alonso-track-action--f1-d41c2156a24b.jpg","","Same kind of image (an F1 car on track by Port Hercule). Client-library image not used elsewhere, 2000px."
"/formula-one/monaco-grand-prix","card","replace","/assets/img/sports/f1/monaco-grand-prix-2027/f1-monaco-package-hospitality-experience.jpg","sourced","/assets/img/sourced/monaco-grand-prix/harbour-circuit-high-view-01.jpg","1600","1050","A high view over the circuit, grandstands and harbour on a Monaco Grand Prix weekend","Interceptor73","CC BY 2.0","https://commons.wikimedia.org/wiki/File:2005_Monaco_GP2,_Monaco_Grand_Prix_Support_Race,_Monte_Carlo,_21st_May.jpg","https://upload.wikimedia.org/wikipedia/commons/5/50/2005_Monaco_GP2%2C_Monaco_Grand_Prix_Support_Race%2C_Monte_Carlo%2C_21st_May.jpg","Same subject (a high view over the harbour, grandstands and circuit on race weekend). Taken in 2005: period Marlboro trackside signage is visible. Commons file: 2005 Monaco GP2, Monaco Grand Prix Support Race, Monte Carlo, 21st May.jpg."
"/formula-one/monaco-grand-prix","card","replace","/assets/img/sports/f1/monaco-grand-prix-2027/f1-monaco-package-luxury-race-weekend.jpg","sourced","/assets/img/sourced/monaco-grand-prix/casino-monte-carlo-night-01.jpg","1600","1067","The Casino de Monte-Carlo and its gardens lit at night, Monaco","sam garza from Los Angeles, USA","CC BY 2.0","https://commons.wikimedia.org/wiki/File:Real_Monte_Carlo_Casino.jpg","https://upload.wikimedia.org/wikipedia/commons/3/36/Real_Monte_Carlo_Casino.jpg","Same subject. Commons file: Real Monte Carlo Casino.jpg."
"/formula-one/monaco-grand-prix","card","replace","/assets/img/sports/tennis/roland-garros-2027/roland-garros-package-hospitality.jpg","not-found","","","","","","","","","The image is a Roland-Garros hospitality restaurant hall, used here as a generic dining stand-in on a non-tennis page. The client-library Roland-Garros hospitality photos show a different space (Club des Loges terraces), and a Paris venue would misrepresent local dining anyway. Recommend a city-specific restaurant image instead."
"/formula-one/portuguese-grand-prix","card","replace","/assets/img/sports/f1/portuguese-grand-prix-2027/f1-portuguese-package-grandstand-experience.jpg","not-found","","","","","","","","","F1 cars on the start straight at Portimão (2021). No licensed Formula 1 photograph from Portimão of 1400px or more was found, and the client library has no Portimão F1 set."
"/formula-one/portuguese-grand-prix","card","replace","/assets/img/sports/f1/portuguese-grand-prix-2027/f1-portuguese-package-premium-portim-o.jpg","not-found","","","","","","","","","F1 cars side by side at Portimão. No licensed Formula 1 photograph from Portimão of 1400px or more was found."
"/formula-one/portuguese-grand-prix","card","replace","/assets/img/sports/f1/portuguese-grand-prix-2027/f1-portuguese-package-hospitality-experience.jpg","sourced","/assets/img/sourced/portuguese-grand-prix/algarve-circuit-main-grandstand-01.jpg","1600","991","The main grandstand and pit building below the Algarve hills at the Autódromo Internacional do Algarve, Portimão","Vitor Oliveira from Torres Vedras, PORTUGAL","CC BY-SA 2.0","https://commons.wikimedia.org/wiki/File:Aut%C3%B3dromo_Internacional_do_Algarve_-_Portim%C3%A3o_-_Portugal_%F0%9F%87%B5%F0%9F%87%B9_(53778803707).jpg","https://upload.wikimedia.org/wikipedia/commons/d/da/Aut%C3%B3dromo_Internacional_do_Algarve_-_Portim%C3%A3o_-_Portugal_%F0%9F%87%B5%F0%9F%87%B9_%2853778803707%29.jpg","Same subject (the empty grandstands below the Algarve hills at Portimão). The bottom 7% was cropped to remove the photographer's corner signature; credit is still required under CC BY-SA. Commons file: Autódromo Internacional do Algarve - Portimão - Portugal 🇵🇹 (53778803707).jpg."
"/formula-one/portuguese-grand-prix","card","replace","/assets/img/sports/f1/portuguese-grand-prix-2027/f1-portuguese-package-luxury-race-weekend.jpg","not-found","","","","","","","","","A yellow beachfront hotel at Praia da Rocha that could not be identified with confidence. Note that the card copy names Vila Vita Parc, not this building."
"/formula-one/qatar-grand-prix","card","replace","/assets/img/sports/f1/qatar-grand-prix-2026/f1-qatar-package-grandstand-experience.jpg","library","/assets/img/sports/library/f1-qatar-2025/f1-qatar-2025-03.jpg","2000","1325","Formula 1 cars through a floodlit corner past the grandstand at Lusail International Circuit during the 2025 Qatar Grand Prix","Vedere Travel client image library","client library","client library original: Selected originals/Sport/Formula 1/22 Qatar - 2025/race-day--max-verstappen-oscar-piastri-race-start--f1-9445fcebec18.jpg","","Same circuit and kind of view (a floodlit field past a grandstand at Lusail). Client-library image not used elsewhere, 2000px."
"/formula-one/qatar-grand-prix","card","replace","/assets/img/sports/f1/qatar-grand-prix-2026/f1-qatar-package-hospitality-experience.jpg","not-found","","","","","","","","","Shows a trackside hospitality lounge interior. The client library has no hospitality-lounge photography for this circuit, and there is no licensed high-resolution photo of this venue's suites on Commons."
"/formula-one/qatar-grand-prix","card","replace","/assets/img/sports/f1/qatar-grand-prix-2026/f1-qatar-package-luxury-race-weekend.jpg","not-found","","","","","","","","","A lit hotel tower above a Doha marina that could not be identified with confidence (the card names Raffles Doha)."
"/formula-one/sao-paulo-grand-prix","card","replace","/assets/img/sports/f1/sao-paulo-grand-prix-2026/f1-sao-paulo-package-grandstand-experience.jpg","library","/assets/img/sports/library/f1-brazil-2025/f1-brazil-2025-01.jpg","2000","1367","The Formula 1 field racing through Interlagos during the 2025 São Paulo Grand Prix","Vedere Travel client image library","client library","client library original: Selected originals/Sport/Formula 1/20 Brazil - 2025/race-day--kimi-antonelli-isack-hadjar-track-action--f1-9d7e8a42deb5.jpg","","Same circuit and kind of image (the field on track at Interlagos), dry rather than wet; update the alt. Client-library image not used elsewhere, 2000px."
"/formula-one/saudi-arabian-grand-prix","card","replace","/assets/img/sports/f1/saudi-arabian-grand-prix-2027/f1-saudi-arabian-package-grandstand-experience.jpg","not-found","","","","","","","","","F1 cars passing a floodlit mosque on the Jeddah Corniche Circuit. There is no client-library Jeddah set, and no licensed Commons photo of 1400px or more."
"/formula-one/saudi-arabian-grand-prix","card","replace","/assets/img/sports/f1/saudi-arabian-grand-prix-2027/f1-saudi-arabian-package-premium-jeddah.jpg","not-found","","","","","","","","","An aerial of searchlights over the Jeddah paddock at night. No genuine sharper source was found."
"/formula-one/saudi-arabian-grand-prix","card","replace","/assets/img/sports/f1/saudi-arabian-grand-prix-2027/f1-saudi-arabian-package-hospitality-experience.jpg","not-found","","","","","","","","","A poolside dining terrace at an unidentified Jeddah hotel. It cannot be matched to a named property."
"/formula-one/saudi-arabian-grand-prix","card","replace","/assets/img/sports/f1/saudi-arabian-grand-prix-2027/f1-saudi-arabian-package-luxury-race-weekend.jpg","not-found","","","","","","","","","A modern waterfront hotel on the Jeddah Corniche that could not be identified with confidence (the card names The Ritz-Carlton, Jeddah)."
"/formula-one/singapore-grand-prix","card","replace","/assets/img/sports/f1/singapore-grand-prix-2026/f1-singapore-package-grandstand-experience.jpg","library","/assets/img/sports/library/f1-singapore-2025/f1-singapore-2025-03.jpg","2000","1333","The floodlit pit straight and grandstands at Marina Bay seen from above during the 2025 Singapore Grand Prix","Vedere Travel client image library","client library","client library original: Selected originals/Sport/Formula 1/17 Singapore - 2025/race-day--max-verstappen-lando-norris-track-action--f1-4dac31fa91c9.jpg","","Same subject (the floodlit pit straight and grandstands from above). This client-library image appears only on /sports-travel/formula-one. 2000px."
"/formula-one/singapore-grand-prix","card","replace","/assets/img/sports/f1/singapore-grand-prix-2026/f1-singapore-package-hospitality-experience.jpg","not-found","","","","","","","","","Shows a trackside hospitality lounge interior. The client library has no hospitality-lounge photography for this circuit, and there is no licensed high-resolution photo of this venue's suites on Commons."
"/formula-one/singapore-grand-prix","card","replace","/assets/img/sports/f1/singapore-grand-prix-2026/f1-singapore-package-luxury-race-weekend.jpg","sourced","/assets/img/sourced/singapore-grand-prix/marina-bay-sands-dusk-01.jpg","1600","1067","Marina Bay Sands and the ArtScience Museum across the water at dusk, Singapore","Marcin Konsek","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:2016_Singapur,_Downtown_Core,_Marina_Bay_Sands_i_ArtScience_Museum_(12).jpg","https://upload.wikimedia.org/wikipedia/commons/d/d6/2016_Singapur%2C_Downtown_Core%2C_Marina_Bay_Sands_i_ArtScience_Museum_%2812%29.jpg","Same subject and time of day. Commons file: 2016 Singapur, Downtown Core, Marina Bay Sands i ArtScience Museum (12).jpg."
"/formula-one/singapore-grand-prix","card","replace","/assets/img/sports/tennis/roland-garros-2027/roland-garros-package-hospitality.jpg","not-found","","","","","","","","","The image is a Roland-Garros hospitality restaurant hall, used here as a generic dining stand-in on a non-tennis page. The client-library Roland-Garros hospitality photos show a different space (Club des Loges terraces), and a Paris venue would misrepresent local dining anyway. Recommend a city-specific restaurant image instead."
"/formula-one/spanish-grand-prix","card","replace","/assets/img/sports/f1/spanish-grand-prix-2026/f1-spanish-package-hospitality-experience.jpg","not-found","","","","","","","","","A covered trackside bar terrace with guests. No sharper genuine image of the Madring hospitality was found."
"/formula-one/spanish-grand-prix","card","replace","/assets/img/sports/football/european-football-breaks/euro-breaks-club-real-madrid.jpg","sourced","/assets/img/sourced/spanish-grand-prix/gran-via-from-above-01.jpg","1600","1067","The Edificio Carrión and Gran Vía seen from above, Madrid","Juan Antonio Flores Segal","CC BY 2.0","https://commons.wikimedia.org/wiki/File:Gran_V%C3%ADa_(Madrid)_53.jpg","https://upload.wikimedia.org/wikipedia/commons/3/37/Gran_V%C3%ADa_%28Madrid%29_53.jpg","Same subject (Gran Vía from above, with the Carrión/Schweppes building). Commons file: Gran Vía (Madrid) 53.jpg."
"/formula-one/turkish-grand-prix","card","replace","/assets/img/sports/f1/turkish-grand-prix-2027/f1-turkish-package-grandstand-experience.jpg","not-found","","","","","","","","","F1 cars at Istanbul Park. There is no client-library Istanbul Park set, and no licensed Commons race photo of 1400px or more."
"/formula-one/turkish-grand-prix","card","replace","/assets/img/sports/f1/turkish-grand-prix-2027/f1-turkish-package-premium-istanbul.jpg","not-found","","","","","","","","","An F1 car in front of the Istanbul Park main grandstand. No licensed source of 1400px or more was found."
"/","card","replace","/assets/img/sports/index/sports-card-formula-one.jpg","library","/assets/img/sports/f1/index/f1-hero-03.jpg","1600","1064","Grandstand roofs along the pit straight at Yas Marina Circuit, Abu Dhabi, at dusk","Vedere Travel client image library","client library","repo file","","The exact same photograph exists in the repo at 1600px (f1-hero-03.jpg); no new file is needed."
"/","card","replace","/assets/img/sports/index/sports-card-team-travel.jpg","not-found","","","","","","","","","A squad training session at an unidentified club ground. It cannot be matched to a source, and there is no client-library team-training image."
"/","card","replace","/assets/img/sports/index/sports-card-corporate.jpg","not-found","","","","","","","","","A glass-walled trackside hospitality lounge with an Aston Martin on display. It cannot be identified or matched to a sharper source."
"/luxury-travel/africa","card","replace","/assets/img/luxury/africa/index/africa-about-01.jpg","library","/assets/img/sourced/africa/singita-boulders-lounge-01.jpg","1600","1067","The open-sided main lounge overlooking the bush at Singita Boulders Lodge, Sabi Sand, South Africa","Vedere Travel client image library (Singita Sabi Sand press image)","hotel press image supplied in client library","client library original: Selected originals/Hotels/Singita Sabi Sand/hero--singita-boulders-lodge-open-sided-main-lounge-overlooking-the-bush--32ce7c9bb389.jpg","","The old image is a Moroccan-style riad interior, which does not match the copy about the Sabi Sand, Okavango, Mara and Volcanoes. Replaced with a client-library Sabi Sand press image not used on this page. Different photograph; update the alt."
"/luxury-travel/asia","card","replace","/assets/img/luxury/asia/index/asia-about-01.jpg","sourced","/assets/img/sourced/asia/angkor-wat-sunrise-01.jpg","1600","1078","Angkor Wat silhouetted and reflected in the pond at sunrise, Cambodia","Chi King","CC BY 2.0","https://commons.wikimedia.org/wiki/File:Siem_Reap_Reflections_(CAMBODIA-REFLECTION-ANGKOR_WAT)_III_(1071292582).jpg","https://upload.wikimedia.org/wikipedia/commons/c/cf/Siem_Reap_Reflections_%28CAMBODIA-REFLECTION-ANGKOR_WAT%29_III_%281071292582%29.jpg","Same subject (Angkor Wat reflected at sunrise). Commons file: Siem Reap Reflections (CAMBODIA-REFLECTION-ANGKOR WAT) III (1071292582).jpg."
"/luxury-travel/caribbean/barbados","card","replace","/assets/img/luxury/caribbean/index/caribbean-about-01.jpg","sourced","/assets/img/sourced/barbados/paynes-bay-west-coast-01.jpg","1600","1066","Calm water and golden sand at Paynes Bay on the west coast of Barbados","Barry haynes","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Paynes_Bay_Barbados.jpg","https://upload.wikimedia.org/wikipedia/commons/5/57/Paynes_Bay_Barbados.jpg","The old image is actually Necker Island (BVI), captioned as the Barbados west coast. Replaced with a genuine west-coast Barbados beach that matches the copy (""the platinum coast""). Commons file: Paynes Bay Barbados.jpg."
"/luxury-travel/indian-ocean","card","replace","/assets/img/luxury/indian-ocean/index/indian-ocean-about-01.jpg","library","/assets/img/sourced/indian-ocean/conrad-rangali-aerial-01.jpg","1600","899","Aerial view of the two islands and overwater villas of Conrad Maldives Rangali Island","Vedere Travel client image library (Conrad Maldives Rangali Island press image)","hotel press image supplied in client library","client library original: Selected originals/Hotels/Conrad Maldives Rangali Island/hero--conrad-maldives-aerial-view-of-the-two-natural-islands--24c18a7c9c22.jpg","","Same kind of image (an aerial of a Maldivian island resort with overwater villas). The resort in the old photo is unidentified; this is a client-library press image not used on this page. Update the alt."
"/luxury-travel/north-america","card","replace","/assets/img/luxury/north-america/index/north-america-about-01.jpg","not-found","","","","","","","","","A timber ranch lodge lit at dusk, possibly in Montana. The property could not be identified, and it is not in the client library."
"/luxury-travel/villas","card","replace","/assets/img/luxury/villas/index/villas-about-01.jpg","not-found","","","","","","","","","An unidentified whitewashed cave-style hotel or villa above the Aegean on Santorini. It does not match the client-library Canaves Oia or Mystique images."
"/sports-travel/cricket/the-ashes-2027","card","replace","/assets/img/sports/tennis/wimbledon-2027/wimbledon-package-finals.jpg","not-found","","","","","","","","","The entrance of a planted-facade hotel, captioned ""Mayfair"". The property could not be identified with confidence, so no exact-subject replacement is possible."
"/sports-travel/football/euro-2028","card","replace","/assets/img/sports/tennis/wimbledon-2027/wimbledon-package-finals.jpg","not-found","","","","","","","","","The entrance of a planted-facade hotel, captioned ""Mayfair"". The property could not be identified with confidence, so no exact-subject replacement is possible."
"/sports-travel/football/european-football-breaks","card","replace","/assets/img/sports/football/european-football-breaks/euro-breaks-club-bayern-munich.jpg","sourced","/assets/img/sourced/european-football-breaks/allianz-arena-night-01.jpg","1600","1200","The Allianz Arena lit red at night, Munich","Masi27185 (talk)","CC BY-SA 3.0","https://commons.wikimedia.org/wiki/File:Allianz_Arena_at_night.jpg","https://upload.wikimedia.org/wikipedia/commons/8/85/Allianz_Arena_at_night.jpg","Same subject. The client-library Allianz Arena image is already used on this page. Commons file: Allianz Arena at night.jpg."
"/sports-travel/football/european-football-breaks","card","replace","/assets/img/sports/football/european-football-breaks/euro-breaks-club-inter-milan.jpg","sourced","/assets/img/sourced/european-football-breaks/galleria-vittorio-emanuele-01.jpg","1600","1042","The glass dome and arcades of the Galleria Vittorio Emanuele II, Milan","czechu81","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Galleria_vittorio_emanuele.jpg","https://upload.wikimedia.org/wikipedia/commons/2/26/Galleria_vittorio_emanuele.jpg","Same subject. Commons file: Galleria vittorio emanuele.jpg."
"/sports-travel/football/premier-league-wembley-hospitality","card","replace","/assets/img/sports/football/euro-2028/euro-2028-venue-wembley.jpg","not-found","","","","","","","","","The Wembley facade and concourse at dusk. Both client-library Wembley venue images are already on this page (and show the interior), and no licensed Commons exterior of 1400px or more was found."
"/sports-travel/golf/ryder-cup-2027","card","replace","/assets/img/sports/golf/ryder-cup-2027/ryder-cup-package-galway-luxury.jpg","library","/assets/img/hotels/glenlo-abbey-hotel/glenlo-abbey-hotel-ext-01.jpg","1600","1067","Glenlo Abbey Hotel seen across its landscaped grounds, Galway, Ireland","Vedere Travel client image library","hotel press image supplied in client library","client library original: Selected originals/Hotels/Glenlo Abbey Hotel/hero--glenlo-abbey-hotel-estate-across-the-landscaped-grounds--8d96ae2d3db9.jpg","","Same property (Glenlo Abbey), from the client-library press set at 1600px. Caution: this file is already used on the Glenlo hotel card on the same page."
