page,type,slot,old_or_subject,status,new_file,width,height,alt,credit,licence,source_url,image_url,note
"/formula-one/austrian-grand-prix","things-to-do","au-t","Zotter chocolate factory experience","sourced","/assets/img/sourced/austrian-grand-prix/zotter-01.jpg","1600","1200","Entrance and shop of the Zotter Chocolate Theatre in Riegersburg, Styria","Zotter Schokoladen / Marcel Pail","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Zotter-schokolade-erlebniswelt-shop-aussenansicht-3w6a5832-c-marcel-pail.jpg","https://upload.wikimedia.org/wikipedia/commons/1/19/Zotter-schokolade-erlebniswelt-shop-aussenansicht-3w6a5832-c-marcel-pail.jpg","Uploaded to Commons by Zotter Schokoladen itself. Input ""need"" field (Styrian wine roads) appears to be copied from another row; sourced to the card subject."
"/formula-one/canadian-grand-prix","things-to-do","au-t","Grand Prix week street parties","sourced","/assets/img/sourced/canadian-grand-prix/grand-prix-street-parties-01.jpg","1600","1067","Crowds and supercars on a closed downtown street during the Montréal Grand Prix festival","Thomas1313","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Festival_Grand_Prix_2017_16.jpg","https://upload.wikimedia.org/wikipedia/commons/d/da/Festival_Grand_Prix_2017_16.jpg","2017 festival photos (Peel Street area); sponsor branding visible in 02."
"/formula-one/canadian-grand-prix","things-to-do","au-t","Grand Prix week street parties","sourced","/assets/img/sourced/canadian-grand-prix/grand-prix-street-parties-02.jpg","","","Spectators around a supercar display at the Peel Street Grand Prix festival, Montréal","Thomas1313","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Festival_Grand_Prix_2017_13.jpg","https://upload.wikimedia.org/wikipedia/commons/f/fd/Festival_Grand_Prix_2017_13.jpg","spare image saved in the repo, not placed (card shows one image)"
"/formula-one/canadian-grand-prix","things-to-do","au-t","Old Montréal and the basilica; Jean-Talon market grazing","sourced","/assets/img/sourced/canadian-grand-prix/old-montreal-01.jpg","1600","1066","The gilded, blue-vaulted nave of Notre-Dame Basilica in Old Montréal","Diego Delso","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Basílica_de_Notre-Dame,_Montreal,_Canadá,_2017-08-12,_DD_22-24_HDR.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e2/Bas%C3%ADlica_de_Notre-Dame%2C_Montreal%2C_Canad%C3%A1%2C_2017-08-12%2C_DD_22-24_HDR.jpg","Notre-Dame Basilica (01) and Jean-Talon Market (02)."
"/formula-one/canadian-grand-prix","things-to-do","au-t","Old Montréal and the basilica; Jean-Talon market grazing","sourced","/assets/img/sourced/canadian-grand-prix/old-montreal-02.jpg","","","Produce stalls under the hall roof at Marché Jean-Talon, Montréal","Brandon Moore (Raskuly)","CC BY 4.0","https://commons.wikimedia.org/wiki/File:Marché_Jean-Talon_05-11-2024.jpg","https://upload.wikimedia.org/wikipedia/commons/5/53/March%C3%A9_Jean-Talon_05-11-2024.jpg","spare image saved in the repo, not placed (card shows one image)"
"/formula-one/canadian-grand-prix","things-to-do","au-t","Montréal bagels vs. smoked meat","sourced","/assets/img/sourced/canadian-grand-prix/bagels-smoked-meat-01.jpg","1600","1067","The orange signs of Schwartz's smoked-meat deli on Boulevard Saint-Laurent, Montréal","D. Benjamin Miller","CC0","https://commons.wikimedia.org/wiki/File:Schwartz's_Deli,_February_23,_2024.jpg","https://upload.wikimedia.org/wikipedia/commons/3/38/Schwartz%27s_Deli%2C_February_23%2C_2024.jpg","01 is a landscape crop of a portrait original. 02 is a Montréal-style bagel; bakery not identified (not confirmed as St-Viateur); no sharp licensed St-Viateur image found."
"/formula-one/canadian-grand-prix","things-to-do","au-t","Montréal bagels vs. smoked meat","sourced","/assets/img/sourced/canadian-grand-prix/bagels-smoked-meat-02.jpg","","","A sesame Montréal bagel with smoked salmon on chequered paper","Funknendai","CC0","https://commons.wikimedia.org/wiki/File:Montreal_bagel_with_lox.jpg","https://upload.wikimedia.org/wikipedia/commons/8/8f/Montreal_bagel_with_lox.jpg","spare image saved in the repo, not placed (card shows one image)"
"/formula-one/japanese-grand-prix","things-to-do","au-t","Nagoya","sourced","/assets/img/sourced/japanese-grand-prix/nagoya-castle-01.jpg","1600","900","Nagoya Castle keep and its green-roofed towers above the stone ramparts","Base64","CC BY-SA 3.0","https://commons.wikimedia.org/wiki/File:Nagoya_Castle(Larger).jpg","https://upload.wikimedia.org/wikipedia/commons/4/45/Nagoya_Castle%28Larger%29.jpg","Nagoya Castle only; no miso katsu / izakaya imagery included."
"/formula-one/japanese-grand-prix","things-to-do","au-t","Nagoya","sourced","/assets/img/sourced/japanese-grand-prix/nagoya-castle-02.jpg","","","The main keep of Nagoya Castle with its golden shachihoko roof ornaments","Markus Leupold-Löwenthal","CC BY-SA 3.0","https://commons.wikimedia.org/wiki/File:NagoyaCastleTower.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b1/NagoyaCastleTower.jpg","spare image saved in the repo, not placed (card shows one image)"
"/formula-one/japanese-grand-prix","things-to-do","au-t","Ise Grand Shrine","sourced","/assets/img/sourced/japanese-grand-prix/ise-grand-shrine-01.jpg","1600","1067","The great wooden torii at the Uji Bridge entrance to the Inner Shrine (Naikū), Ise Grand Shrine","MaedaAkihiko","CC0","https://commons.wikimedia.org/wiki/File:Ise-Shrine_Naiku-Ujibashi-Torii.jpg","https://upload.wikimedia.org/wikipedia/commons/8/83/Ise-Shrine_Naiku-Ujibashi-Torii.jpg",""
"/formula-one/japanese-grand-prix","things-to-do","au-t","Ise Grand Shrine","sourced","/assets/img/sourced/japanese-grand-prix/ise-grand-shrine-02.jpg","","","Stone steps through cedar forest to a gate of the Ise Grand Shrine","MaedaAkihiko","CC0","https://commons.wikimedia.org/wiki/File:Ise-Shrine_Itagaki-minami-gomon.jpg","https://upload.wikimedia.org/wikipedia/commons/9/9c/Ise-Shrine_Itagaki-minami-gomon.jpg","spare image saved in the repo, not placed (card shows one image)"
"/formula-one/japanese-grand-prix","things-to-do","au-t","Toyota museums for the engineering-minded","sourced","/assets/img/sourced/japanese-grand-prix/toyota-museum-01.jpg","1600","1014","Red-brick exterior of the Toyota Commemorative Museum of Industry and Technology, Nagoya","Joyofmuseums","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Toyota_Commemorative_Museum_of_Industry_and_Technology_-_Joy_of_Museums.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e6/Toyota_Commemorative_Museum_of_Industry_and_Technology_-_Joy_of_Museums.jpg","Toyota Commemorative Museum (Nagoya). Toyota Automobile Museum (Nagakute) images on Commons are 2048px, 2007 vintage."
"/formula-one/spanish-grand-prix","hotel","#nh-collection-eurobuilding","NH Collection Eurobuilding","sourced","/assets/img/sourced/spanish-grand-prix/nh-collection-eurobuilding-01.jpg","1600","1067","The white tower of NH Collection Madrid Eurobuilding against a blue sky, Chamartín","Asqueladd","CC BY-SA 3.0","https://commons.wikimedia.org/wiki/File:Hotel_NH_Eurobuilding,_Madrid.JPG","https://upload.wikimedia.org/wikipedia/commons/6/61/Hotel_NH_Eurobuilding%2C_Madrid.JPG","Landscape crop of a portrait original. Exterior only; nh-collection.com blocked automated access, so no official room image."
"/formula-one/spanish-grand-prix","things-to-do","au-t","Tapas crawl","sourced","/assets/img/sourced/spanish-grand-prix/mercado-de-san-miguel-01.jpg","1600","1067","The iron-and-glass Mercado de San Miguel on a sunny day, Madrid","Suicasmo","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Exterior_of_Mercado_de_San_Miguel_20180720.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c3/Exterior_of_Mercado_de_San_Miguel_20180720.jpg","Mercado de San Miguel exterior (a delivery lorry is visible at right). La Latina not covered."
"/formula-one/spanish-grand-prix","things-to-do","au-t","Rooftops at sunset","sourced","/assets/img/sourced/spanish-grand-prix/circulo-de-bellas-artes-rooftop-01.jpg","1600","1200","Madrid rooftops and the Metrópolis dome seen from the Círculo de Bellas Artes roof terrace","siestecita","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Vista_desde_la_azotea_del_Círculo_de_Bellas_Artes,_Madrid_(España).jpg","https://upload.wikimedia.org/wikipedia/commons/3/33/Vista_desde_la_azotea_del_C%C3%ADrculo_de_Bellas_Artes%2C_Madrid_%28Espa%C3%B1a%29.jpg","The view from the Círculo de Bellas Artes rooftop, by day rather than at sunset."
"/sports-travel/football/european-football-breaks","hotel","#mandarin-oriental-barcelona","Mandarin Oriental, Barcelona","sourced","/assets/img/sourced/european-football-breaks/mandarin-oriental-barcelona-01.jpg","1600","1057","The lit entrance of Mandarin Oriental, Barcelona with its sculpted stone columns on Passeig de Gràcia","Fred Romero","CC BY 2.0","https://commons.wikimedia.org/wiki/File:Barcelona_-_Hotel_Mandarin_Oriental_(2).jpg","https://upload.wikimedia.org/wikipedia/commons/d/d5/Barcelona_-_Hotel_Mandarin_Oriental_%282%29.jpg","02 was uploaded to Commons by Mandarin Oriental Hotel Group (1900px). No bedroom image identified (the MO site images are not captioned per property)."
"/sports-travel/football/european-football-breaks","hotel","#mandarin-oriental-barcelona","Mandarin Oriental, Barcelona","sourced","/assets/img/sourced/european-football-breaks/mandarin-oriental-barcelona-02.jpg","","","The white latticed interior of Blanc restaurant at Mandarin Oriental, Barcelona","Mandarin Oriental Hotel Group","CC BY-SA 3.0","https://commons.wikimedia.org/wiki/File:Mandarin_Oriental_Barcelona_Blanc.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d1/Mandarin_Oriental_Barcelona_Blanc.jpg","second gallery image for the same card"
"/sports-travel/football/european-football-breaks","hotel","#rosewood-villa-magna-madrid","Rosewood Villa Magna, Madrid","not-found","","","","","","","","","Rosewood Villa Magna: Commons only has 2009 (pre-Rosewood renovation) snapshots of food and a bathroom; the Rosewood site renders images by JavaScript and exposed none. Request press imagery from Rosewood."
"/sports-travel/football/european-football-breaks","things-to-do","au-t","Munich","sourced","/assets/img/sourced/european-football-breaks/munich-marienplatz-01.jpg","1600","1067","Evening crowds on Marienplatz with the Neues Rathaus and Frauenkirche towers, Munich","Wilfredor","CC0","https://commons.wikimedia.org/wiki/File:Street_life_at_Marienplatz,_Munich_-_Images_from_Munich_Project_49.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d1/Street_life_at_Marienplatz%2C_Munich_-_Images_from_Munich_Project_49.jpg",""
"/formula-one/abu-dhabi-grand-prix","things-to-do","au-t","Andrea Bocelli, Etihad Arena, Wed 2 Dec","not-found","","","","","","","","","Andrea Bocelli at Etihad Arena: no licensed image of Etihad Arena (Yas Bay) on Commons (the ""Etihad"" results are Manchester's Etihad Stadium), and a concert photo of a future show cannot exist. Needs venue/promoter imagery."
"/formula-one/abu-dhabi-grand-prix","things-to-do","au-t","Ferrari World","sourced","/assets/img/sourced/abu-dhabi-grand-prix/ferrari-world-01.jpg","1600","1067","Entrance to the Formula Rossa roller coaster inside Ferrari World, Yas Island","Jeremy Thompson","CC BY 2.0","https://commons.wikimedia.org/wiki/File:Ferrari_World_Abu_Dhabi_(41047828824).jpg","https://upload.wikimedia.org/wikipedia/commons/9/93/Ferrari_World_Abu_Dhabi_%2841047828824%29.jpg","Interior of Ferrari World (2736px). No sharp licensed exterior of the red roof found (the aerial on Commons carries a watermark). Yas Waterworld and Louvre not covered."
"/formula-one/chinese-grand-prix","things-to-do","au-t","Yu Garden and the old town tea houses","sourced","/assets/img/sourced/chinese-grand-prix/yu-garden-01.jpg","1600","939","A red pavilion reflected in a pond among rockeries and willows in Yu Garden, Shanghai","Stefan Fussan","CC BY-SA 3.0","https://commons.wikimedia.org/wiki/File:Shanghai_-_Yu_Garden_-_0035.jpg","https://upload.wikimedia.org/wikipedia/commons/4/45/Shanghai_-_Yu_Garden_-_0035.jpg",""
"/formula-one/chinese-grand-prix","things-to-do","au-t","Yu Garden and the old town tea houses","sourced","/assets/img/sourced/chinese-grand-prix/yu-garden-02.jpg","","","Traditional wooden buildings around a lotus pond in the Yuyuan old town, Shanghai","King of Hearts","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Yu_Garden_Shanghai_November_2017_002.jpg","https://upload.wikimedia.org/wikipedia/commons/1/14/Yu_Garden_Shanghai_November_2017_002.jpg","spare image saved in the repo, not placed (card shows one image)"
"/formula-one/chinese-grand-prix","things-to-do","au-t","Zhujiajiao water town half-day","sourced","/assets/img/sourced/chinese-grand-prix/zhujiajiao-01.jpg","1600","1067","Old houses lining the canal in Zhujiajiao water town, Shanghai","Supanut Arunoprayote","CC BY 4.0","https://commons.wikimedia.org/wiki/File:Zhujiajiao_Ancient_Town_20251129.jpg","https://upload.wikimedia.org/wikipedia/commons/f/fe/Zhujiajiao_Ancient_Town_20251129.jpg",""
"/formula-one/italian-grand-prix","hotel","#excelsior-hotel-gallia","Excelsior Hotel Gallia","sourced","/assets/img/sourced/italian-grand-prix/excelsior-hotel-gallia-01.jpg","1600","1200","The Belle Époque façade of Excelsior Hotel Gallia on Piazza Duca d'Aosta, Milan","Saggittarius A","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Hotel_Gallia_Milano.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7e/Hotel_Gallia_Milano.jpg","01 Commons. 02 official Marriott imagery (""king guestroom""; not confirmed as the Deluxe category). An official night façade (millc-facade-2370) is also available."
"/formula-one/italian-grand-prix","hotel","#excelsior-hotel-gallia","Excelsior Hotel Gallia","sourced","/assets/img/sourced/italian-grand-prix/excelsior-hotel-gallia-02.jpg","","","King guest room with quilted headboard and city-view window at Excelsior Hotel Gallia, Milan","Excelsior Hotel Gallia / Marriott International","press image — permission required","https://www.marriott.com/en-us/hotels/millc-excelsior-hotel-gallia-a-luxury-collection-hotel-milan/photos/","https://cache.marriott.com/content/dam/marriott-renditions/MILLC/millc-king-guestroom-4452-hor-clsc.jpg","second gallery image for the same card"
"/formula-one/italian-grand-prix","things-to-do","au-t","Duomo rooftop and Galleria Vittorio Emanuele II","sourced","/assets/img/sourced/italian-grand-prix/duomo-rooftop-01.jpg","1600","1200","Visitors walking among the marble spires on the roof terraces of Milan Cathedral","Dimitris Kamaras","CC BY 2.0","https://commons.wikimedia.org/wiki/File:Terrazze_del_Duomo_di_Milano_(30521238480).jpg","https://upload.wikimedia.org/wikipedia/commons/0/0e/Terrazze_del_Duomo_di_Milano_%2830521238480%29.jpg","Duomo roof terraces (01, scaffolding visible on one spire) and the Galleria (02)."
"/formula-one/italian-grand-prix","things-to-do","au-t","Duomo rooftop and Galleria Vittorio Emanuele II","sourced","/assets/img/sourced/italian-grand-prix/duomo-rooftop-02.jpg","","","Crowds under the glass vaults and mosaic floor of the Galleria Vittorio Emanuele II, Milan","Leonhard Lenz","CC0","https://commons.wikimedia.org/wiki/File:Galleria_Vittorio_Emanuele_II_Milano_2022-09-28_12.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b0/Galleria_Vittorio_Emanuele_II_Milano_2022-09-28_12.jpg","spare image saved in the repo, not placed (card shows one image)"
"/formula-one/mexico-city-grand-prix","things-to-do","au-t","Día de Muertos","sourced","/assets/img/sourced/mexico-city-grand-prix/dia-de-muertos-01.jpg","1600","1067","A giant skeleton puppet reaching over the crowds at the Día de Muertos parade in the Zócalo, with the Metropolitan Cathedral behind","Aline Livier","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Desfile_Día_de_Muertos_CDMX.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1d/Desfile_D%C3%ADa_de_Muertos_CDMX.jpg","Landscape crop of a portrait original (8580px wide)."
"/formula-one/mexico-city-grand-prix","things-to-do","au-t","Teotihuacán pyramids at sunrise; Frida Kahlo's Casa Azul (pre-book)","sourced","/assets/img/sourced/mexico-city-grand-prix/teotihuacan-01.jpg","1600","1068","The Pyramid of the Sun seen from the Pyramid of the Moon across the Avenue of the Dead, Teotihuacán","Luisalvaz","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Pirámide_del_Sol_desde_la_Pirámide_de_la_Luna_(Teotihuacán)_01.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5e/Pir%C3%A1mide_del_Sol_desde_la_Pir%C3%A1mide_de_la_Luna_%28Teotihuac%C3%A1n%29_01.jpg","Teotihuacán (01, daytime, not sunrise) and Casa Azul (02)."
"/formula-one/mexico-city-grand-prix","things-to-do","au-t","Teotihuacán pyramids at sunrise; Frida Kahlo's Casa Azul (pre-book)","sourced","/assets/img/sourced/mexico-city-grand-prix/teotihuacan-02.jpg","","","Cobalt-blue walls, green window grilles and potted plants in the courtyard of Frida Kahlo's Casa Azul, Coyoacán","Rod Waddington","CC BY-SA 2.0","https://commons.wikimedia.org/wiki/File:Frida_Kahlo_House,_Mexico_City_(6998147374).jpg","https://upload.wikimedia.org/wikipedia/commons/2/28/Frida_Kahlo_House%2C_Mexico_City_%286998147374%29.jpg","spare image saved in the repo, not placed (card shows one image)"
"/sports-travel/other-sports/boxing","things-to-do","au-t","The Grand Canyon","sourced","/assets/img/sourced/boxing/grand-canyon-01.jpg","1600","1067","Aerial view over the red-rock walls and side canyons of the Grand Canyon, Arizona","Dietmar Rabich","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Grand_Canyon_(Arizona,_USA),_Luftaufnahme_--_2012_--_6009.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b6/Grand_Canyon_%28Arizona%2C_USA%29%2C_Luftaufnahme_--_2012_--_6009.jpg","Taken from an aircraft over the canyon."
"/sports-travel/other-sports/boxing","package","pk-name","Ringside","not-found","","","","","","","","","Package card (Ringside). The only genuine library image, /assets/img/sports/library/other-sports-boxing/other-sports-boxing-01.jpg (Garcia v Benn), is already used on another package card on this page. No licensed ringside photograph of a Las Vegas fight found on Commons; promoter/venue imagery would be needed."
"/sports-travel/rugby/six-nations","hotel","#dublin","Dublin","not-found","","","","","","","","","Card names no property (""Dublin"", central five-star near Ballsbridge), so exact-hotel exterior/bedroom photography cannot be sourced until the hotel is named."
"/sports-travel/rugby/six-nations","hotel","#london","London","not-found","","","","","","","","","Card names no property (""London"", Mayfair & St James's), so exact-hotel exterior/bedroom photography cannot be sourced until the hotel is named."
"/formula-one/miami-grand-prix","things-to-do","au-t","Joe's Stone Crab (season permitting) and Little Havana's Calle Ocho","sourced","/assets/img/sourced/miami-grand-prix/joes-stone-crab-01.jpg","1600","1200","A plate of cracked stone crab claws with mustard sauce and lemon at Joe's Stone Crab, Miami Beach","FoodOfMiami","public domain","https://commons.wikimedia.org/wiki/File:JoesStoneCrabs.JPG","https://upload.wikimedia.org/wikipedia/commons/4/4b/JoesStoneCrabs.JPG","Joe's stone crabs (01, flash-lit table shot) and Calle Ocho (02). Joe's entrance photo (Cullen328, CC BY-SA 3.0) also on Commons."
"/formula-one/miami-grand-prix","things-to-do","au-t","Joe's Stone Crab (season permitting) and Little Havana's Calle Ocho","sourced","/assets/img/sourced/miami-grand-prix/joes-stone-crab-02.jpg","","","Vintage American cars parked beneath a Little Havana sign on Calle Ocho, Miami","Phillip Pessar","CC BY 2.0","https://commons.wikimedia.org/wiki/File:Antique_Cars_Calle_Ocho_Little_Havana_-_4.jpg","https://upload.wikimedia.org/wikipedia/commons/b/bf/Antique_Cars_Calle_Ocho_Little_Havana_-_4.jpg","spare image saved in the repo, not placed (card shows one image)"
"/luxury-travel/caribbean/barbados","hotel","#colony-club","Colony Club","not-found","","","","","","","","","Colony Club (Barbados): no Commons images; the Elegant Hotels site now redirects to Marriott, and the Marriott property page could not be located (web-search budget exhausted). Request imagery from the hotel."
"/sports-travel/cricket/the-ashes-2027","hotel","#london-marylebone-and-mayfair","London ' Marylebone and Mayfair","sourced","/assets/img/sourced/the-ashes-2027/london-marylebone-mayfair-01.jpg","1600","1200","Marylebone High Street, London W1, lined with red-brick mansion blocks and shopfronts","Mr Ignavy","CC BY-SA 2.0","https://commons.wikimedia.org/wiki/File:Marylebone_High_Street_-_geograph.org.uk_-_8002395.jpg","https://upload.wikimedia.org/wikipedia/commons/3/3d/Marylebone_High_Street_-_geograph.org.uk_-_8002395.jpg","The card names an area, not a hotel, so these show the area: file 1 Marylebone High Street, file 2 Mount Street, Mayfair (terracotta mansion blocks). If a specific hotel is later named on the card, replace them with that property's photos."
"/sports-travel/cricket/the-ashes-2027","hotel","#london-marylebone-and-mayfair","London ' Marylebone and Mayfair","sourced","/assets/img/sourced/the-ashes-2027/london-marylebone-mayfair-02.jpg","","","Terracotta mansion blocks on Mount Street, Mayfair, London","David Hallam-Jones","CC BY-SA 2.0","https://commons.wikimedia.org/wiki/File:Mount_Street,_Mayfair,_London,_W1_-_geograph.org.uk_-_4898246.jpg","https://upload.wikimedia.org/wikipedia/commons/4/48/Mount_Street%2C_Mayfair%2C_London%2C_W1_-_geograph.org.uk_-_4898246.jpg","second gallery image for the same card"
"/sports-travel/cricket/the-ashes-2027","hotel","#london-the-south-bank","London ' the South Bank","sourced","/assets/img/sourced/the-ashes-2027/london-south-bank-01.jpg","1600","1063","The Queen's Walk on London's South Bank beside the Thames, with Big Ben and the Houses of Parliament across the river","Lewis Clarke","CC BY-SA 2.0","https://commons.wikimedia.org/wiki/File:London_-_Lambeth_-_The_Queens_Walk_(geograph_4068319).jpg","https://upload.wikimedia.org/wikipedia/commons/b/ba/London_-_Lambeth_-_The_Queens_Walk_%28geograph_4068319%29.jpg","The card names an area, not a hotel, so this shows the South Bank riverside walk. Pedestrians in frame. Replace with the property's photos if a hotel is named."
"/sports-travel/cricket/the-ashes-2027","hotel","#nottingham-and-birmingham","Nottingham and Birmingham","sourced","/assets/img/sourced/the-ashes-2027/nottingham-birmingham-01.jpg","1600","1066","Nottingham's domed Council House overlooking Old Market Square on a sunny day","Ruth Sharville","CC BY-SA 2.0","https://commons.wikimedia.org/wiki/File:The_Council_House,_Old_Market_Square,_Nottingham_-_geograph.org.uk_-_8334848.jpg","https://upload.wikimedia.org/wikipedia/commons/2/21/The_Council_House%2C_Old_Market_Square%2C_Nottingham_-_geograph.org.uk_-_8334848.jpg","The card names two cities, not a hotel: file 1 Nottingham Council House and Old Market Square, file 2 Birmingham's Council House on Victoria Square. Replace with property photos if hotels are named."
"/sports-travel/cricket/the-ashes-2027","hotel","#nottingham-and-birmingham","Nottingham and Birmingham","sourced","/assets/img/sourced/the-ashes-2027/nottingham-birmingham-02.jpg","","","Birmingham's Council House on Victoria Square","Ian S","CC BY-SA 2.0","https://commons.wikimedia.org/wiki/File:Victoria_Square,_Birmingham_-_geograph.org.uk_-_6955128.jpg","https://upload.wikimedia.org/wikipedia/commons/9/9d/Victoria_Square%2C_Birmingham_-_geograph.org.uk_-_6955128.jpg","second gallery image for the same card"
"/sports-travel/cricket/the-ashes-2027","things-to-do","au-t","The MCC Museum","sourced","/assets/img/sourced/the-ashes-2027/mcc-museum-01.jpg","1536","2048","The Ashes urn on display in its glass case in the MCC Museum at Lord's Cricket Ground","danielgreef/Dan","CC BY 2.0","https://commons.wikimedia.org/wiki/File:Ashes_Urn.jpg","https://upload.wikimedia.org/wikipedia/commons/8/87/Ashes_Urn.jpg","Photographed in the MCC Museum in 2007; portrait 1536x2048 source (saved 1536 wide, not upscaled). Some glass reflection, subject clear."
"/sports-travel/cricket/the-ashes-2027","things-to-do","au-t","Birmingham's food scene","sourced","/assets/img/sourced/the-ashes-2027/birmingham-food-scene-01.jpg","1600","1200","Canalside bars and restaurants at Brindleyplace, Birmingham, with diners on the towpath","Fatih Renkligil","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Brindleyplace_Canalside_Birmingham_England.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1a/Brindleyplace_Canalside_Birmingham_England.jpg","Shows Brindleyplace's canalside dining quarter. No licensed image of Birmingham's fine-dining restaurants themselves was found."
"/sports-travel/cricket/the-ashes-2027","things-to-do","au-t","The New Forest","sourced","/assets/img/sourced/the-ashes-2027/new-forest-01.jpg","1600","1066","Two New Forest ponies walking through morning mist at sunrise near Ocknell, New Forest, Hampshire","Joana Kruse joanaimages.com","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:NewForestPonies_sunrise.jpg","https://upload.wikimedia.org/wikipedia/commons/2/27/NewForestPonies_sunrise.jpg",""
"/sports-travel/cricket/the-ashes-2027","package","pk-name","Ashes Hospitality","not-found","","","","","","","","","No licensed photo of Test-match hospitality at an English ground (lunch/boxes) on Commons. Would need ECB/ground official imagery (permission required)."
"/formula-one/malaysian-grand-prix","things-to-do","au-t","Petronas Towers skybridge and KLCC at night","sourced","/assets/img/sourced/malaysian-grand-prix/petronas-towers-klcc-night-01.jpg","1600","1067","The Petronas Twin Towers lit up at night, with the skybridge between them and the KLCC Park fountain in the foreground","Bruce Poon","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Petronas_twin_towers_at_night.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f5/Petronas_twin_towers_at_night.jpg","Night view from KLCC Park showing both towers and the skybridge."
"/formula-one/malaysian-grand-prix","things-to-do","au-t","Jalan Alor street food and Chinatown's Petaling Street","sourced","/assets/img/sourced/malaysian-grand-prix/jalan-alor-petaling-street-01.jpg","1600","1067","Diners at open-air restaurant tables along Jalan Alor food street in Kuala Lumpur in the evening","IQRemix","CC BY-SA 2.0","https://commons.wikimedia.org/wiki/File:Jalan_Alor_-_Kuala_Lumpur.jpg","https://upload.wikimedia.org/wikipedia/commons/d/db/Jalan_Alor_-_Kuala_Lumpur.jpg","Jalan Alor only; no sharp, well-composed Petaling Street photo with a commercial licence found (candidates were cluttered stall close-ups)."
"/formula-one/malaysian-grand-prix","things-to-do","au-t","Batu Caves at dawn before the heat","sourced","/assets/img/sourced/malaysian-grand-prix/batu-caves-01.jpg","1600","2400","The golden statue of Lord Murugan beside the rainbow-painted 272 steps up to Batu Caves, Selangor","CEphoto, Uwe Aranas","CC BY-SA 3.0","https://commons.wikimedia.org/wiki/File:Gombak_Selangor_Batu-Caves-01.jpg","https://upload.wikimedia.org/wikipedia/commons/5/56/Gombak_Selangor_Batu-Caves-01.jpg","Portrait orientation (1600x2400); daytime rather than dawn. Crop to landscape centred on the statue and stairs if the card needs it."
"/formula-one/malaysian-grand-prix","things-to-do","au-t","Rooftop bars","not-found","","","","","","","","","No licensed photo of Marini's on 57 or Heli Lounge Bar. Commons has only conference-dinner photos at Marini's (people-focused, unsuitable). Venues' own press images would need permission."
"/formula-one/malaysian-grand-prix","package","pk-name","Hospitality Experience","not-found","","","","","","","","","No licensed photo of the Sepang hospitality suites above the pit building. Commons only has the main grandstand roof. Note: the Malaysia page's 'What is included' list says 'Official 2026 Bahrain Grand Prix (Sepang) ticket' — a copy/fact error."
"/formula-one/malaysian-grand-prix","package","pk-name","Luxury Race Weekend","not-found","","","","","","","","","No licensed image of F1 official team hospitality at Sepang; needs official F1/team imagery (permission required)."
"/formula-one/british-grand-prix","hotel","#fawsley-hall","Fawsley Hall","not-found","","","","","","","","","Commons has only small (640-1280px) or soft 2005 compact-camera shots of Fawsley Hall (the latter shows the 1990s wing, over-sharpened) — rejected. Hand Picked Hotels' gallery (handpickedhotels.co.uk/hotels/image-gallery/fawsley-hall-photo-gallery) blocks automated access (403); request press images from Hand Picked Hotels."
