page,area,issue,change,needs_client_approval,notes
"greece.html","copy/trust","Enquiry-form note claimed ""We never share your details"" — inaccurate for a travel business that must pass details to airlines, hotels and ticketing partners.","Replaced with accurate, non-absolute wording: details used to answer the enquiry and arrange travel, shared only with the suppliers needed to deliver it; we never sell your data.","YES","Final wording needs client/legal approval. No privacy-policy page exists in the repo, so no link could be added."
"greece.html","copy/trust","Loyalty scheme appeared as ""The Founders Club"" rather than the brief's exact name.","Renamed navigation and footer links to ""Vedere Founders Club"". (2 occurrences)","NO","Brief s.8 requires the exact name ""Vedere Founders Club"" throughout. Matching change needed on the other half of the site."
"greece.html","accessibility","Site search input and enquiry-form fields set outline:none with no replacement focus ring, so keyboard focus was invisible (WCAG 2.4.7).","Added :focus-visible outline rules for the search input and for form inputs/selects/textareas.","NO","Global :focus-visible rule was being overridden by the component rules."
"grenada.html","copy/trust","Enquiry-form note claimed ""We never share your details"" — inaccurate for a travel business that must pass details to airlines, hotels and ticketing partners.","Replaced with accurate, non-absolute wording: details used to answer the enquiry and arrange travel, shared only with the suppliers needed to deliver it; we never sell your data.","YES","Final wording needs client/legal approval. No privacy-policy page exists in the repo, so no link could be added."
"grenada.html","copy/trust","Loyalty scheme appeared as ""The Founders Club"" rather than the brief's exact name.","Renamed navigation and footer links to ""Vedere Founders Club"". (2 occurrences)","NO","Brief s.8 requires the exact name ""Vedere Founders Club"" throughout. Matching change needed on the other half of the site."
"grenada.html","accessibility","Site search input and enquiry-form fields set outline:none with no replacement focus ring, so keyboard focus was invisible (WCAG 2.4.7).","Added :focus-visible outline rules for the search input and for form inputs/selects/textareas.","NO","Global :focus-visible rule was being overridden by the component rules."
"grenada.html","images","Alt text asserted a ""hillside village"" that the source library does not support; the library records the photograph as an aerial view of a coastal bay in Grenada.","Alt text aligned with the verified library description.","NO","Evidence: library.json / alt_text.json entry for assets/img/destinations/grenada/grenada-01.jpg."
"horse-racing.html","copy/trust","Loyalty scheme appeared as ""The Founders Club"" rather than the brief's exact name.","Renamed navigation and footer links to ""Vedere Founders Club"". (2 occurrences)","NO","Brief s.8 requires the exact name ""Vedere Founders Club"" throughout. Matching change needed on the other half of the site."
"horse-racing.html","accessibility","Site search input and enquiry-form fields set outline:none with no replacement focus ring, so keyboard focus was invisible (WCAG 2.4.7).","Added :focus-visible outline rules for the search input and for form inputs/selects/textareas.","NO","Global :focus-visible rule was being overridden by the component rules."
"hungarian-grand-prix-2027.html","copy/trust","Loyalty scheme appeared as ""The Founders Club"" rather than the brief's exact name.","Renamed navigation and footer links to ""Vedere Founders Club"". (2 occurrences)","NO","Brief s.8 requires the exact name ""Vedere Founders Club"" throughout. Matching change needed on the other half of the site."
"hungarian-grand-prix-2027.html","accessibility","Site search input and enquiry-form fields set outline:none with no replacement focus ring, so keyboard focus was invisible (WCAG 2.4.7).","Added :focus-visible outline rules for the search input and for form inputs/selects/textareas.","NO","Global :focus-visible rule was being overridden by the component rules."
"index.html","copy/trust","Enquiry-form note claimed ""We never share your details with third parties"" — inaccurate for a travel business.","Replaced with accurate, non-absolute wording (suppliers needed to deliver the trip; we never sell your data).","YES","Final wording needs client/legal approval. No privacy-policy page exists in the repo, so no link could be added."
"index.html","copy/trust","Loyalty scheme appeared as ""The Founders Club"" rather than the brief's exact name.","Renamed navigation and footer links to ""Vedere Founders Club"". (3 occurrences)","NO","Brief s.8 requires the exact name ""Vedere Founders Club"" throughout. Matching change needed on the other half of the site."
"index.html","copy/trust","Loyalty scheme heading used ""The Founders Club"".","Heading renamed to ""Vedere Founders Club"".","NO",""
"index.html","copy/trust","Loyalty scheme CTA used ""the Founders Club"".","CTA renamed to ""the Vedere Founders Club"".","NO",""
"index.html","accessibility","Emblem accessible name used the old scheme name.","Accessible name updated to ""Vedere Founders Club emblem"".","NO",""
"index.html","accessibility","Site search input and enquiry-form fields set outline:none with no replacement focus ring, so keyboard focus was invisible (WCAG 2.4.7).","Added :focus-visible outline rules for the search input and for form inputs/selects/textareas.","NO","Global :focus-visible rule was being overridden by the component rules."
"index.html","seo","Homepage BreadcrumbList placed the homepage above a second ""Sports Travel"" crumb, so the markup described a position the page does not occupy.","Breadcrumb reduced to a single Home item pointing at the site root.","NO","Brief s.10 item."
"indian-ocean.html","copy/trust","Loyalty scheme appeared as ""The Founders Club"" rather than the brief's exact name.","Renamed navigation and footer links to ""Vedere Founders Club"". (2 occurrences)","NO","Brief s.8 requires the exact name ""Vedere Founders Club"" throughout. Matching change needed on the other half of the site."
"indian-ocean.html","copy/trust","Loyalty scheme heading used ""The Founders Club"".","Heading renamed to ""Vedere Founders Club"".","NO",""
"indian-ocean.html","accessibility","Site search input and enquiry-form fields set outline:none with no replacement focus ring, so keyboard focus was invisible (WCAG 2.4.7).","Added :focus-visible outline rules for the search input and for form inputs/selects/textareas.","NO","Global :focus-visible rule was being overridden by the component rules."
"italian-grand-prix-2026.html","copy/trust","Loyalty scheme appeared as ""The Founders Club"" rather than the brief's exact name.","Renamed navigation and footer links to ""Vedere Founders Club"". (2 occurrences)","NO","Brief s.8 requires the exact name ""Vedere Founders Club"" throughout. Matching change needed on the other half of the site."
"italian-grand-prix-2026.html","accessibility","Site search input and enquiry-form fields set outline:none with no replacement focus ring, so keyboard focus was invisible (WCAG 2.4.7).","Added :focus-visible outline rules for the search input and for form inputs/selects/textareas.","NO","Global :focus-visible rule was being overridden by the component rules."
"italian-grand-prix-2026.html","copy/trust","Instruction to staff (""position it as the taster for the extension"") published as customer copy.","Rewritten as customer-facing copy.","NO",""
"italy.html","copy/trust","Enquiry-form note claimed ""We never share your details"" — inaccurate for a travel business that must pass details to airlines, hotels and ticketing partners.","Replaced with accurate, non-absolute wording: details used to answer the enquiry and arrange travel, shared only with the suppliers needed to deliver it; we never sell your data.","YES","Final wording needs client/legal approval. No privacy-policy page exists in the repo, so no link could be added."
"italy.html","copy/trust","Loyalty scheme appeared as ""The Founders Club"" rather than the brief's exact name.","Renamed navigation and footer links to ""Vedere Founders Club"". (2 occurrences)","NO","Brief s.8 requires the exact name ""Vedere Founders Club"" throughout. Matching change needed on the other half of the site."
"italy.html","accessibility","Site search input and enquiry-form fields set outline:none with no replacement focus ring, so keyboard focus was invisible (WCAG 2.4.7).","Added :focus-visible outline rules for the search input and for form inputs/selects/textareas.","NO","Global :focus-visible rule was being overridden by the component rules."
"japan.html","copy/trust","Enquiry-form note claimed ""We never share your details"" — inaccurate for a travel business that must pass details to airlines, hotels and ticketing partners.","Replaced with accurate, non-absolute wording: details used to answer the enquiry and arrange travel, shared only with the suppliers needed to deliver it; we never sell your data.","YES","Final wording needs client/legal approval. No privacy-policy page exists in the repo, so no link could be added."
"japan.html","copy/trust","Loyalty scheme appeared as ""The Founders Club"" rather than the brief's exact name.","Renamed navigation and footer links to ""Vedere Founders Club"". (2 occurrences)","NO","Brief s.8 requires the exact name ""Vedere Founders Club"" throughout. Matching change needed on the other half of the site."
"japan.html","accessibility","Site search input and enquiry-form fields set outline:none with no replacement focus ring, so keyboard focus was invisible (WCAG 2.4.7).","Added :focus-visible outline rules for the search input and for form inputs/selects/textareas.","NO","Global :focus-visible rule was being overridden by the component rules."
"japanese-grand-prix-2027.html","copy/trust","Loyalty scheme appeared as ""The Founders Club"" rather than the brief's exact name.","Renamed navigation and footer links to ""Vedere Founders Club"". (2 occurrences)","NO","Brief s.8 requires the exact name ""Vedere Founders Club"" throughout. Matching change needed on the other half of the site."
"japanese-grand-prix-2027.html","accessibility","Site search input and enquiry-form fields set outline:none with no replacement focus ring, so keyboard focus was invisible (WCAG 2.4.7).","Added :focus-visible outline rules for the search input and for form inputs/selects/textareas.","NO","Global :focus-visible rule was being overridden by the component rules."
"kenya.html","copy/trust","Enquiry-form note claimed ""We never share your details"" — inaccurate for a travel business that must pass details to airlines, hotels and ticketing partners.","Replaced with accurate, non-absolute wording: details used to answer the enquiry and arrange travel, shared only with the suppliers needed to deliver it; we never sell your data.","YES","Final wording needs client/legal approval. No privacy-policy page exists in the repo, so no link could be added."
"kenya.html","copy/trust","Loyalty scheme appeared as ""The Founders Club"" rather than the brief's exact name.","Renamed navigation and footer links to ""Vedere Founders Club"". (2 occurrences)","NO","Brief s.8 requires the exact name ""Vedere Founders Club"" throughout. Matching change needed on the other half of the site."
"kenya.html","accessibility","Site search input and enquiry-form fields set outline:none with no replacement focus ring, so keyboard focus was invisible (WCAG 2.4.7).","Added :focus-visible outline rules for the search input and for form inputs/selects/textareas.","NO","Global :focus-visible rule was being overridden by the component rules."
"kenya.html","copy/trust","Trade phrasing (""sell as routes"") in customer copy.","Changed to ""work as routes"".","NO",""
"kenya.html","copy/trust","Internal note (""Cross-link worth knowing ... the two itineraries share machinery"") published as customer copy.","Rewritten as a customer-facing cross-reference.","NO",""
"las-vegas-grand-prix-2026.html","copy/trust","Loyalty scheme appeared as ""The Founders Club"" rather than the brief's exact name.","Renamed navigation and footer links to ""Vedere Founders Club"". (2 occurrences)","NO","Brief s.8 requires the exact name ""Vedere Founders Club"" throughout. Matching change needed on the other half of the site."
"las-vegas-grand-prix-2026.html","accessibility","Site search input and enquiry-form fields set outline:none with no replacement focus ring, so keyboard focus was invisible (WCAG 2.4.7).","Added :focus-visible outline rules for the search input and for form inputs/selects/textareas.","NO","Global :focus-visible rule was being overridden by the component rules."
"las-vegas-grand-prix-2026.html","copy/trust","Internal supply note (""are nameable circuit brands for clients who want the showpiece"") published as customer copy.","Rewritten as customer copy naming the venues plainly.","NO",""
"las-vegas-grand-prix-2026.html","copy/trust","""for the quiet money"" is an unsupported social-class characterisation.","Rewritten factually.","NO",""
"canadian-grand-prix-2027.html","copy/trust","Three further copies of the same staff note (""premium clients ... (set expectations: everyone walks a little at this one)"") in the entity-encoded variant.","Rewritten as plain customer copy (3 occurrences: Vedere Says band, getting-there section, FAQ).","NO",""
"austin.html","copy/trust","Blanket claim ""Every ticket we sell is sourced through official channels and issued in your name.""","Qualified to ""... and issued in your name wherever the organiser personalises tickets for that event.""","YES","Whether tickets are personalised varies by promoter/circuit; needs supplier confirmation per event."
"index.html","copy/trust","Blanket claim ""Every ticket we sell is sourced through official channels and issued in your name."" (hero FAQ and FAQPage JSON-LD).","Qualified to ""... and issued in your name wherever the organiser personalises tickets for that event."" (2 occurrences).","YES","Needs supplier confirmation per event."
"about.html","copy/trust","Unsupported competitive absolute: ""almost nobody doing both properly"".","Rewritten to ""very few operators combining the two"".","NO","Brief s.8 item on unsupported absolutes."
"assets/js/vx-search.js","copy/trust","Search index entry named the loyalty scheme ""The Founders Club"".","Renamed to ""Vedere Founders Club""; file re-checked and still parses.","NO","Surgical single-entry edit; rest of the file untouched."
"booking-conditions.html","copy/trust","The page does not publish the booking conditions themselves, and carries no version/effective date, no company registration number, no VAT number and no full registered-office address (only ""Sowerby Bridge, HX6 2AG"").","NO CHANGE MADE - content dependency logged. Conditions are described as being supplied with each written proposal; ATOL 12703 and TTA X3919 are stated.","YES","Brief s.8 requires dated booking conditions and full business details. Company number, VAT number, registered address and a dated version of the conditions must be supplied by the client - not invented here."
"atol.html","copy/trust","ATOL 12703 and TTA X3919 scope wording is present and uses the standard CAA sentence; the TTA paragraph states customer money is ""100% financially protected"".","NO CHANGE MADE - flagged for verification.","YES","ATOL number, TTA membership number and the ""100% financially protected"" claim all need verifying against the current certificates before launch. Page also lacks company registration number and registered address."
"atol.html","copy/trust","Footer and trust strip carry an ""IATA accredited agent"" logo and alt text.","NO CHANGE MADE - flagged.","YES","IATA accreditation status should be confirmed before publication; it is a verifiable business credential, not editorial copy."
"about.html","copy/trust","Hero eyebrow reads ""One Partner. Every Journey."" - the strapline being removed from the logo.","NO CHANGE MADE - left in place as an editorial line and flagged.","YES","The brief only forbids recreating the strapline under the logo. It also appears in the <title> of about.html and in the footer tagline on all 54 pages. Client decision needed on whether it survives as editorial copy."
"index.html","copy/trust","Hero eyebrow and a section eyebrow both read ""One Partner. Every Journey.""","NO CHANGE MADE - flagged.","YES","Same client decision as about.html."
"australian-grand-prix-2027.html","images","The ""Yarra Valley wineries afternoon"" card uses assets/img/luxury/north-america/california/california-about-01.jpg - a Napa Valley vineyard photograph, verified by viewing the file.","NO CHANGE MADE to the alt text, which claims only ""Vineyards at golden hour"" and is therefore not false. Image placement flagged for replacement.","YES","Presenting a California vineyard under a Yarra Valley heading is misleading. Needs a genuine Yarra Valley photograph."
"austrian-grand-prix-2027.html","images","Same California vineyard photograph (california-about-01.jpg) used in the ""beyond the circuit"" grid.","NO CHANGE MADE to alt text; placement flagged.","YES","Needs a Styria/Austria photograph."
"dutch-grand-prix-2026.html","images","The ""Beach clubs on Zandvoort’s sand"" card uses assets/img/luxury/caribbean/antigua/antigua-band-01.jpg (an Antigua sunset).","NO CHANGE MADE to alt text (""Sunset over calm water"" asserts nothing false); placement flagged.","YES","Needs a Zandvoort/North Sea photograph."
"all 54 assigned pages","images","Every <img> was checked against the image library (library.json / alt_text.json), the hero placement record and, for the questionable cases, the image file itself.","Verified: 1,178 images, all with alt attributes, all with width and height, no width/height mismatches against the library, 24 alt="""" values all on decorative inline SVG flag icons.","NO","Alt/caption corrections from the earlier imagery pass were confirmed still correct (e.g. Yas Marina main straight on index.html, W Abu Dhabi beside the circuit, Bahrain grid, Shanghai main grandstand, Monza pit straight, Canada covered grandstand - all verified against the actual photographs)."
"all 54 assigned pages","seo","Titles and meta descriptions reviewed.","Verified: exactly one <h1> per page, all 54 titles unique (50-74 characters), all 54 meta descriptions unique (140-162 characters). No changes needed.","NO",""
"all 54 assigned pages","seo","Searched for any promise of FAQ rich results in copy or comments (deprecated May 2026).","Verified: no such claims exist on any assigned page. FAQ content and FAQPage markup left in place.","NO",""
"all 54 assigned pages","accessibility","Interactive controls checked for accessible names: burger menu, site search, hero carousel dots and pause control, hotel gallery prev/next, FAQ toggles, form fields.","Verified: every control already carries an accessible name or visible text. No unnamed controls found.","NO",""
"index.html","accessibility","Hero carousel auto-advances every 6.5s.","Verified: a pause/resume button with aria-pressed exists, dot controls allow manual navigation, and the setInterval callback returns early under prefers-reduced-motion (with a further clearInterval at load). No change needed.","NO",""
"all 54 assigned pages","performance","Lazy loading and intrinsic sizing checked.","Verified: every below-the-fold image already carries loading=""lazy"" plus width and height; the first hero image is eager with fetchpriority=""high""; <picture>/WebP heroes left intact.","NO","The four non-first homepage carousel slides are deliberately left eager so rotation does not flash; flagged rather than changed."
"31 assigned pages","copy/trust","31 enquiry forms carry the note ""By submitting this enquiry you agree to Vedere Travel contacting you about your trip."" with no data-use statement at all.","NO CHANGE MADE - recommendation logged.","YES","Recommend extending the approved privacy sentence to these forms once the client/legal wording is signed off, and adding a privacy-policy page to link to."
"site-wide","copy/trust","There is no privacy policy, cookie policy or terms page anywhere in the repository.","NO CHANGE MADE - content dependency logged.","YES","Brief s.8 asks for a link to privacy information beside enquiry forms. Nothing to link to. Client must supply the policy."
"24 assigned pages","copy/trust","""issued in your name"" appears on 24 pages as a statement about official tickets and hospitality.","Only the blanket ""Every ticket we sell..."" instances and the absolute ""never resold, never uncertain"" were changed; the rest left as written.","YES","Needs contractual confirmation of which suppliers actually personalise tickets before the phrase is used as a general differentiator."
"chinese-grand-prix-2027.html","copy/trust","Customer copy carried a bracketed staff instruction, ""(check current UK transit/visa-free policy at time of sale)"", plus the trade shorthand ""viable entry-tier. Premium:"".","Rewritten as plain customer copy in all four places (Vedere Says band, getting-there section, FAQ and FAQPage JSON-LD).","NO","""At time of sale"" and the parenthetical instruction were written for staff, not customers."
"12 Grand Prix pages","copy/trust","Transfer copy across the F1 pages uses the telegraphic trade shorthand ""Entry tier: ... Premium: ..."" / ""premium tiers"".","NO CHANGE MADE - noted for a later copy polish.","NO","These refer to the packages the page itself sells (entry grandstand vs premium hospitality), so they are understandable to a customer and contain no instruction or internal fact. Smoothing them is style, not accuracy."
