page,area,issue,change,needs_client_approval,notes
"singapore-grand-prix-2026.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"six-nations.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"south-africa.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"spain.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"spanish-grand-prix-2026.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"sports-travel.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"sri-lanka.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"st-lucia.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"team-travel.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"tennis.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"thailand.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"the-ashes-2027.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"the-open-2027.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"turkey.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"turkish-grand-prix-2027.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"ufc.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"us-masters-2027.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"us-open-2027.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"us-sports.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"vietnam.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"villas.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"wimbledon-2027.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"luxury-travel.html","seo/accessibility","Seven region cards carried label alt text (""Europe - Vedere luxury travel"" and so on) that did not describe the photograph","Replaced with descriptions verified against the image files (Amalfi coast town, Caribbean resort below a volcanic peak, paddleboarders by overwater villas, Dubai skyline at sunset, safari lodge lounge, karst islands at sunrise, Big Sur clifftop terrace)","no","Alt text verified by opening the image file."
"luxury-travel.html","seo/accessibility","The same villa photograph carried two different alts, one of them generic (""Private luxury villa with pool"")","Both now use the accurate description of the file","no","Alt text verified by opening the image file."
"sports-travel.html","seo/accessibility","Band image alt ""Luxury holidays with Vedere"" described nothing","Replaced with ""A Tuscan stone villa and its pool among cypress trees at dusk""","no","Alt text verified by opening the image file."
"north-america.html","seo/accessibility","Three alts were labels rather than descriptions (""Luxury travel in North America"", ""North america"", ""Montana & the Ranches"")","Replaced with verified descriptions of the ranch lodge and desert resort photographs","no","Alt text verified by opening the image file."
"villas.html","seo/accessibility","Three alts were labels (""Luxury travel in a Vedere villa destination"", ""A vedere villa destination"" - also a brand-spelling slip - and ""The Caribbean"")","Replaced with verified descriptions (Aegean cliffside villa, Tuscan hilltop villa, Caribbean beach villa)","no","Alt text verified by opening the image file."
"us-sports.html","seo/accessibility","Alt ""An American skyline-to-highway dusk frame"" was vague and factually wrong (the photograph is daytime)","Replaced with ""The Chicago skyline seen from the expressway approaching downtown"", matching the alt used for the same file on mlb.html","no","Alt text verified by opening the image file."
"malaysian-grand-prix-2026.html","seo/accessibility","Beyond-the-circuit image carried the placeholder alt ""Sepang away from the circuit""","Replaced with a description verified against the image file","no",""
"mexico-city-grand-prix-2026.html","seo/accessibility","Beyond-the-circuit image carried the placeholder alt ""Mexico City away from the circuit""","Replaced with a description verified against the image file","no",""
"miami-grand-prix-2027.html","seo/accessibility","Beyond-the-circuit image carried the placeholder alt ""Miami away from the circuit""","Replaced with a description verified against the image file","no",""
"portuguese-grand-prix-2027.html","seo/accessibility","Beyond-the-circuit image carried the placeholder alt ""Portimao away from the circuit""","Replaced with a description verified against the image file","no",""
"qatar-grand-prix-2026.html","seo/accessibility","Beyond-the-circuit image carried the placeholder alt ""Lusail away from the circuit""","Replaced with a description verified against the image file","no",""
"sao-paulo-grand-prix-2026.html","seo/accessibility","Beyond-the-circuit image carried the placeholder alt ""Sao Paulo away from the circuit""","Replaced with a description verified against the image file","no",""
"saudi-arabian-grand-prix-2027.html","seo/accessibility","Beyond-the-circuit image carried the placeholder alt ""Jeddah away from the circuit""","Replaced with a description verified against the image file","no",""
"singapore-grand-prix-2026.html","seo/accessibility","Beyond-the-circuit image carried the placeholder alt ""Singapore away from the circuit""","Replaced with a description verified against the image file","no",""
"spanish-grand-prix-2026.html","seo/accessibility","Beyond-the-circuit image carried the placeholder alt ""Madrid away from the circuit""","Replaced with a description verified against the image file","no",""
"turkish-grand-prix-2027.html","seo/accessibility","Beyond-the-circuit image carried the placeholder alt ""Istanbul away from the circuit""","Replaced with a description verified against the image file","no",""
"saudi-arabian-grand-prix-2027.html","seo/accessibility","The ""beyond the circuit"" image is in fact an aerial of the floodlit Jeddah Corniche Circuit","Alt corrected to describe the circuit","no","The placement itself (a circuit photo in a section about the city) is flagged for the image team - not changed."
"saudi-arabian-grand-prix-2027.html","seo/accessibility","Circuit-section image was labelled ""The main grandstand at ..."" but the photograph shows something else (cars on track, the stadium section, the start of the race)","Alt rewritten to describe what the photograph actually shows","no","Verified by opening the image file."
"qatar-grand-prix-2026.html","seo/accessibility","Circuit-section image was labelled ""The main grandstand at ..."" but the photograph shows something else (cars on track, the stadium section, the start of the race)","Alt rewritten to describe what the photograph actually shows","no","Verified by opening the image file."
"mexico-city-grand-prix-2026.html","seo/accessibility","Circuit-section image was labelled ""The main grandstand at ..."" but the photograph shows something else (cars on track, the stadium section, the start of the race)","Alt rewritten to describe what the photograph actually shows","no","Verified by opening the image file."
"sao-paulo-grand-prix-2026.html","seo/accessibility","Circuit-section image was labelled ""The main grandstand at ..."" but the photograph shows something else (cars on track, the stadium section, the start of the race)","Alt rewritten to describe what the photograph actually shows","no","Verified by opening the image file."
"singapore-grand-prix-2026.html","seo/accessibility","Circuit-section image was labelled ""The main grandstand at ..."" but the photograph shows something else (cars on track, the stadium section, the start of the race)","Alt rewritten to describe what the photograph actually shows","no","Verified by opening the image file."
"turkish-grand-prix-2027.html","seo/accessibility","Circuit-section image was labelled ""The main grandstand at ..."" but the photograph shows something else (cars on track, the stadium section, the start of the race)","Alt rewritten to describe what the photograph actually shows","no","Verified by opening the image file."
"monaco-grand-prix-2027.html","seo/accessibility","Circuit-section image was labelled ""The main grandstand at ..."" but the photograph shows something else (cars on track, the stadium section, the start of the race)","Alt rewritten to describe what the photograph actually shows","no","Verified by opening the image file."
"spanish-grand-prix-2026.html","seo/accessibility","Band image alt read ""MADRING, Madrid from the grandstands"" but the photograph is the Cuatro Torres city skyline - the ""city scene labelled as a grandstand view"" fault the reviewer found","Alt corrected to ""The Cuatro Torres skyline of Madrid at sunset""","no","Verified by opening the image file."
"saudi-arabian-grand-prix-2027.html","seo/accessibility","Band image used twice, both times labelled ""Jeddah Corniche Circuit ... from the grandstands""; the photograph is the Jeddah waterfront skyline","Both alts corrected to describe the waterfront skyline","no","Verified by opening the image file."
"sao-paulo-grand-prix-2026.html","seo/accessibility","Band image alt said ""seen from the grandstands""; the photograph is an aerial of the whole circuit","Alt corrected to ""Aerial view of the Autodromo Jose Carlos Pace at Interlagos, with Sao Paulo beyond""","no",""
"malaysian-grand-prix-2026.html","seo/accessibility","Band image alt said ""Sepang International Circuit from the grandstands""; the photograph is taken from trackside looking at the grandstand and the painted Malaysian flag","Alt corrected","no",""
"turkish-grand-prix-2027.html","seo/accessibility","Hero alt claimed ""Istanbul Park during the Turkish Grand Prix""; the photograph is an empty pit straight during a non-F1 event","Alt corrected to ""Aerial view of the pit straight, pit building and main grandstand at Istanbul Park, Turkey""","no","Verified by opening the image file."
"portuguese-grand-prix-2027.html","seo/accessibility","Hero alt was generic; the trackside banner in the photograph identifies it as the 2020 Portuguese Grand Prix","Alt corrected to ""The start of the 2020 Portuguese Grand Prix at the Autodromo Internacional do Algarve, Portimao""","no",""
"malaysian-grand-prix-2026.html","seo/accessibility","2 package-card image(s) used the package name as alt text (""Luxury Race Weekend at the X Grand Prix"" and so on) rather than describing the photograph","Each alt rewritten to describe the actual photograph","no","All 2 image(s) opened and verified; 28 such alts corrected across the 11 event pages."
"mexico-city-grand-prix-2026.html","seo/accessibility","1 package-card image(s) used the package name as alt text (""Luxury Race Weekend at the X Grand Prix"" and so on) rather than describing the photograph","Each alt rewritten to describe the actual photograph","no","All 1 image(s) opened and verified; 28 such alts corrected across the 11 event pages."
"miami-grand-prix-2027.html","seo/accessibility","3 package-card image(s) used the package name as alt text (""Luxury Race Weekend at the X Grand Prix"" and so on) rather than describing the photograph","Each alt rewritten to describe the actual photograph","no","All 3 image(s) opened and verified; 28 such alts corrected across the 11 event pages."
"monaco-grand-prix-2027.html","seo/accessibility","4 package-card image(s) used the package name as alt text (""Luxury Race Weekend at the X Grand Prix"" and so on) rather than describing the photograph","Each alt rewritten to describe the actual photograph","no","All 4 image(s) opened and verified; 28 such alts corrected across the 11 event pages."
"portuguese-grand-prix-2027.html","seo/accessibility","4 package-card image(s) used the package name as alt text (""Luxury Race Weekend at the X Grand Prix"" and so on) rather than describing the photograph","Each alt rewritten to describe the actual photograph","no","All 4 image(s) opened and verified; 28 such alts corrected across the 11 event pages."
"qatar-grand-prix-2026.html","seo/accessibility","3 package-card image(s) used the package name as alt text (""Luxury Race Weekend at the X Grand Prix"" and so on) rather than describing the photograph","Each alt rewritten to describe the actual photograph","no","All 3 image(s) opened and verified; 28 such alts corrected across the 11 event pages."
"sao-paulo-grand-prix-2026.html","seo/accessibility","1 package-card image(s) used the package name as alt text (""Luxury Race Weekend at the X Grand Prix"" and so on) rather than describing the photograph","Each alt rewritten to describe the actual photograph","no","All 1 image(s) opened and verified; 28 such alts corrected across the 11 event pages."
"saudi-arabian-grand-prix-2027.html","seo/accessibility","4 package-card image(s) used the package name as alt text (""Luxury Race Weekend at the X Grand Prix"" and so on) rather than describing the photograph","Each alt rewritten to describe the actual photograph","no","All 4 image(s) opened and verified; 28 such alts corrected across the 11 event pages."
"singapore-grand-prix-2026.html","seo/accessibility","3 package-card image(s) used the package name as alt text (""Luxury Race Weekend at the X Grand Prix"" and so on) rather than describing the photograph","Each alt rewritten to describe the actual photograph","no","All 3 image(s) opened and verified; 28 such alts corrected across the 11 event pages."
"spanish-grand-prix-2026.html","seo/accessibility","1 package-card image(s) used the package name as alt text (""Luxury Race Weekend at the X Grand Prix"" and so on) rather than describing the photograph","Each alt rewritten to describe the actual photograph","no","All 1 image(s) opened and verified; 28 such alts corrected across the 11 event pages."
"turkish-grand-prix-2027.html","seo/accessibility","2 package-card image(s) used the package name as alt text (""Luxury Race Weekend at the X Grand Prix"" and so on) rather than describing the photograph","Each alt rewritten to describe the actual photograph","no","All 2 image(s) opened and verified; 28 such alts corrected across the 11 event pages."
"luxury-travel.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"malaysian-grand-prix-2026.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"maldives.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"mauritius.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"mexico-city-grand-prix-2026.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"mexico.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"miami-grand-prix-2027.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"middle-east.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"mlb.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"monaco-grand-prix-2027.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"montenegro.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"nba.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"new-england.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"new-york.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"nfl.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"nhl.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"nordics.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"north-america.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"other-sports.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"phoenix-open-2027.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"portugal.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"portuguese-grand-prix-2027.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"premier-league-wembley-hospitality.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"qatar-grand-prix-2026.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"roland-garros-2027.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"rugby-world-cup-2027.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"rugby.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"ryder-cup-2027.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"sao-paulo-grand-prix-2026.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"saudi-arabian-grand-prix-2027.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"seychelles.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"singapore-grand-prix-2026.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"six-nations.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"south-africa.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"spain.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"spanish-grand-prix-2026.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"sports-travel.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"sri-lanka.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"st-lucia.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"team-travel.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"tennis.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"thailand.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"the-ashes-2027.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"the-open-2027.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"turkey.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"turkish-grand-prix-2027.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"ufc.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"us-masters-2027.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"us-open-2027.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"us-sports.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
