page,location,before,after,reason
"formula-one/monaco-grand-prix/","Premium Monaco summary + ticket guide link","Grandstand B — the climb from Ste Dévote toward Casino Square (Monaco has no conventional stand opposite its pits; B is the premium public seat).","Grandstand B — the climb from Ste Dévote towards Casino Square. Monaco has no conventional stand opposite its pits, so B is the premium public seat.","Parenthetical aside"
"formula-one/monaco-grand-prix/","Hospitality Experience package: Access","apartment/rooftop venues above the racing line","apartment and rooftop venues above the racing line","Slash shorthand"
"formula-one/monaco-grand-prix/","Luxury Race Weekend summary + ticket guide link","Superyacht hospitality berthed ON the circuit at the T-quay, combined with Official Team Hospitality paddock access — the full Monaco. Heli transfer Nice–Monaco (7 min) standard at this tier.","Superyacht hospitality berthed on the circuit itself at the T-quay, combined with Official Team Hospitality paddock access — Monaco in full. The 7-minute helicopter transfer from Nice is included at this tier.","Caps and shorthand (""Heli transfer … standard"")"
"formula-one/monaco-grand-prix/","Race weekend rhythm: Timetable","Session times confirmed on release","Published by Formula 1 nearer the race","""Confirmed on release"" note"
"formula-one/qatar-grand-prix/","Circuit section body; FAQ ""How do I get to..."" (page + JSON-LD)","Katara Towers guests are practically at the gates; city hotels 25–35 min. Private transfers on premium tiers; Doha Metro (Lusail QNB station + shuttle) serves entry packages well.","Guests at the Katara Towers are practically at the circuit gates; from the Doha city hotels it is 25–35 minutes. Private transfers are included on the premium tiers, and on Grandstand Experience the Doha Metro to Lusail QNB station, with the event shuttle from there, works well.","Brief shorthand"
"formula-one/qatar-grand-prix/","Vedere Says quote","Katara Towers guests are practically at the gates; city hotels 25–35 min.","Stay at the Katara Towers and you are practically at the circuit gates; from the city hotels it is 25–35 minutes.","Shorthand"
"formula-one/qatar-grand-prix/","FAQ ""Which flights work for Lusail?"" (page + JSON-LD)","LHR–DOH direct (Qatar Airways/BA, ~6h45). Qatar Airways direct from Manchester and Edinburgh — strong regional story.","Qatar Airways and BA fly direct from Heathrow to Doha in around 6 hours 45 minutes, and Qatar Airways also flies direct from Manchester and Edinburgh.","Internal sales note (""strong regional story""), shorthand"
"formula-one/qatar-grand-prix/","At a glance: Flights","LHR–DOH direct (Qatar Airways/BA, ~6h45).","Heathrow–Doha direct with Qatar Airways or BA, around 6h 45m","Shorthand"
"formula-one/qatar-grand-prix/","FAQ ""What should I pack?"" (page + JSON-LD)","Late November Doha: 26°C days, pleasant evenings — the sweet spot. Smart-casual works everywhere; modest dress for souqs and museums.","Late November in Doha brings days of around 26°C and pleasant evenings — the best of the year. Smart-casual works everywhere; dress modestly for the souqs and museums.","Clipped note style"
"formula-one/qatar-grand-prix/","Climate: typical temperature note","26°C days, pleasant evenings — the sweet spot. Smart-casual works everywhere; modest dress for souqs and museums.","Warm days and pleasant evenings. Smart-casual works everywhere; dress modestly for the souqs and museums.","Clipped note style"
"formula-one/qatar-grand-prix/","Climate: race slot","Late November Doha","27–29 November 2026, Lusail","Note used in place of the race slot"
"formula-one/qatar-grand-prix/","Luxury Race Weekend summary + ticket guide link","Official Team Hospitality — preferred team's suite; pair with the Abu Dhabi equivalent for the double-header sell.","Official Team Hospitality — your preferred team’s own suite, and easily paired with the same in Abu Dhabi the following week.","Internal sales note (""double-header sell"")"
"formula-one/qatar-grand-prix/","Beyond the race: Souq Waqif evenings","falconry souq, shisha, Parisa dinner","The falcon souq, shisha in the lanes and dinner at Parisa.","Brief shorthand fragment"
"formula-one/qatar-grand-prix/","Beyond the race: Desert safari","inland sea dune drive at sunset","A sunset drive through the dunes to the inland sea.","Note fragment"
"formula-one/qatar-grand-prix/","Extend your trip","THE DESERT DOUBLE. hold guests one week and roll into Abu Dhabi (4–6 Dec) — Doha–Abu Dhabi is a 1h hop; our signature season-finale product","The Desert Double. Stay on for the Abu Dhabi Grand Prix the following week (4–6 December) — Doha to Abu Dhabi is an hour’s flight.","Internal product note (""hold guests"", ""our signature … product"")"
"formula-one/qatar-grand-prix/","Extend your trip","Zulal Wellness Resort (3 nts) for the reset","Zulal Wellness Resort (3 nights). A few quiet days to reset after the race.","Brief shorthand fragment"
"formula-one/bahrain-grand-prix/","What is included: flights","direct with Gulf Air or BA (~6h45)","direct with Gulf Air or BA (around 6h 45m)","Shorthand (""~6h45"")"
"formula-one/bahrain-grand-prix/","What is included: transfers","private transfers on premium tiers (~30 min from Manama)","private transfers on premium tiers (around 30 minutes from Manama)","Shorthand (""~30 min"")"
"formula-one/belgian-grand-prix/","What is included: travel","Eurostar London–Brussels (~2h) plus around 1h30 by road","Eurostar London–Brussels (around 2h) plus around 1h 30m by road","Shorthand (""~2h"")"
"formula-one/las-vegas-grand-prix/","What is included: flights","direct with BA or Virgin Atlantic (~11h)","direct with BA or Virgin Atlantic (around 11h)","Shorthand (""~11h"")"
"formula-one/las-vegas-grand-prix/","Hotel: Fontainebleau Las Vegas — Why we selected it","It is also the easiest property to hold inventory in when race week sells out.","It is also the hotel most likely to still have rooms when race week sells out.","Internal trade note (""hold inventory"")"
"formula-one/miami-grand-prix/","What is included: flights","(BA, Virgin or AA, ~9h30)","(BA, Virgin Atlantic or American, around 9h 30m)","Shorthand (""AA"", ""~9h30"")"
"formula-one/monaco-grand-prix/","What is included: flights","easyJet from Gatwick or Luton (~2h)","easyJet from Gatwick or Luton (around 2h)","Shorthand (""~2h"")"
"formula-one/qatar-grand-prix/","What is included: flights","(Qatar Airways or BA, ~6h45)","(Qatar Airways or BA, around 6h 45m)","Shorthand (""~6h45"")"
"luxury-travel/asia/bali/","Hotel: Amankila — position","Karangasem’s quiet east, water palaces adjacent.","In Karangasem’s quiet east, close to the royal water palaces.","Note-style fragment"
"luxury-travel/asia/bali/","Hotel: Bulgari Resort Bali — position","Uluwatu’s temple coast, inclinator to a private beach.","On Uluwatu’s temple coast, with an inclinator down to a private beach.","Note-style fragment"
"luxury-travel/asia/bali/","Hotel: Capella Ubud — Why we selected it","and the jungle as senior partner. The one-off Bali.","and the jungle always close. There is nowhere else like it on the island.","Overwritten phrasing"
"luxury-travel/asia/bali/","Getting there","Ubud transfers run ninety minutes, the east two hours scenic, Uluwatu forty minutes — never more than one move per stay.","Transfers take around ninety minutes to Ubud, two hours along a scenic road to the east coast and forty minutes to Uluwatu, and we never plan more than one move per stay.","Shorthand (""the east two hours scenic"")"
"luxury-travel/asia/bali/","FAQ ""Which coast after the jungle?"" (page + JSON-LD)","Temperament decides; we ask the right questions.","It comes down to temperament, and we will help you choose.","Robotic phrasing"
"luxury-travel/asia/bali/","FAQ ""Is Bali too busy now?"" (page + JSON-LD)","The middle is — our map avoids it.","The middle of the island is, which is why our itineraries avoid it.","Clipped, unclear (""our map"")"
"luxury-travel/asia/bali/","FAQ ""Ceremonies — intrusion or highlight?"" (page + JSON-LD)","We arrange it right.","We arrange it properly.","Awkward phrasing"
"luxury-travel/asia/japan/","Hero subtitle","The most precise country on earth — sold as the two-capital route, with the bullet train as the hyphen.","The most precise country on earth, best seen along the route between its two capitals, with the bullet train in between.","Internal sales note (""sold as"")"
"luxury-travel/asia/japan/","Introduction","deliver the country’s full argument — the world’s deepest city above, the old capital’s two thousand temples below. Our four addresses split evenly and definitively between them.","give you the whole country — the world’s deepest city at one end, the old capital’s two thousand temples at the other. Our four addresses sit between them: one in Tokyo and three in Kyoto.","Overwritten; ""split evenly"" was wrong (one Tokyo hotel, three in Kyoto)"
"luxury-travel/asia/japan/","Introduction","Spring blossom and November foliage are the marquee seasons — and book like finals.","Spring blossom and November foliage are the peak seasons, and both book up early.","Shorthand (""book like finals"")"
"luxury-travel/asia/japan/","Hotels lede","Tokyo’s sky sanctuary and Kyoto’s three garden answers.","A sanctuary high above Tokyo, and three garden hotels in Kyoto.","Overwritten fragment"
"luxury-travel/asia/japan/","Hotel: Aman Tokyo — Why we selected it","The city’s pressure valve — thirty-metre lobby silence, ofuro baths facing Fuji on clear days, and the metropolis delivered in whispers.","The calm at the top of the city — a hushed thirty-metre lobby, ofuro baths facing Fuji on clear days, and Tokyo spread out silently below.","Overwritten AI phrasing"
"luxury-travel/asia/japan/","Hotel: Aman Tokyo — Best suited to","Guests who want Tokyo from a monastery in the sky.","Guests who want Tokyo’s energy with complete calm to come back to.","Overwritten"
"luxury-travel/asia/japan/","Hotel: Four Seasons Kyoto — position","Temple district, museum quarter adjacent.","In the temple district, beside the museum quarter.","Note-style fragment"
"luxury-travel/asia/japan/","Hotel: Hoshinoya Kyoto — Best suited to","Guests who want the ryokan tradition elevated to art.","Guests who want a traditional ryokan stay with every comfort.","AI tell (""elevated to art"")"
"luxury-travel/asia/japan/","Itinerary: The Golden Route","guides for the first morning in each, then rope learnt, freedom given.","with a guide for the first morning in each city, then time to explore on your own.","Garbled shorthand"
"luxury-travel/asia/japan/","Itinerary: Foliage Deep","November-tuned — Tokyo gardens, Kyoto’s burning east hills, and a Hakone or Nara day threaded by season.","Timed for November — Tokyo’s gardens, Kyoto’s eastern hills at their reddest, and a day in Hakone or Nara chosen for the season.","Shorthand"
"luxury-travel/asia/japan/","Getting there","runs every ten minutes and never, ever late.","runs every ten minutes and is famously punctual.","Hype / missing verb"
"luxury-travel/asia/japan/","Getting there","Guides matter here more than anywhere — two half-days per city unlocks the rest of the trip solo. Luggage forwards hotel-to-hotel overnight, the Japanese way; you carry an overnight bag and gratitude.","Guides matter here more than anywhere: two half-days in each city set you up to explore the rest on your own. Your luggage is forwarded from hotel to hotel overnight, the Japanese way, so you travel with just an overnight bag.","Clipped/overwritten phrasing"
"luxury-travel/asia/japan/","FAQ ""Is the train really better than flying?"" (page + JSON-LD)","Green Car seats, ekiben lunch, done.","Green Car seats and an ekiben lunch make it the easy choice.","Fragment"
"luxury-travel/asia/thailand/","Hero subtitle","and service that made the country a global school.","and service the rest of the world learned from.","Awkward phrasing"
"luxury-travel/asia/thailand/","Introduction heading","The coast that taught Asia hospitality.","The coast that taught Asian hospitality.","Grammar"
"luxury-travel/asia/thailand/","Introduction","the coast around it has been graduating valedictorians since.","the coast around it has been setting the standard ever since.","Americanism / overwritten metaphor"
"luxury-travel/asia/thailand/","Introduction","Thailand’s luxury remains this collection’s service benchmark","Thailand remains the service benchmark across our collection","Internal phrasing (""this collection"")"
"luxury-travel/asia/thailand/","Hotel: Amanpuri — position","West-coast headland, Ayutthaya-roofed.","On a west-coast headland, beneath Ayutthaya-style roofs.","Note-style fragment"
"luxury-travel/asia/thailand/","Hotel: Four Seasons Koh Samui — position","North-west cape of Samui.","On Samui’s north-west cape.","Fragment"
"luxury-travel/asia/thailand/","Getting there","We land arrivals in daylight and put the first dinner within thirty minutes of the room.","We time arrivals for daylight and book the first dinner within thirty minutes of your room.","Staff phrasing"
"luxury-travel/asia/thailand/","Getting there","and we schedule the crossings calm-side of the day.","and we schedule the crossings for the calmest part of the day.","Shorthand"
"luxury-travel/asia/bali/","Hotel: Amankila — Best suited to","Guests who want Bali's most serene image made real.","Couples and families who want space, calm and the quiet east coast.","Filler that echoed the paragraph above"
"luxury-travel/caribbean/","The Region: intro","Barbados and St Lucia are ninety miles apart and sell completely different weeks.","Barbados and St Lucia are ninety miles apart and offer completely different weeks.","Sales phrasing"
"luxury-travel/caribbean/","The Region: intro","Knowing which island suits which client is most of the job here.","Matching the right island to the right traveller is most of what we do here.","Staff-facing phrasing (""client"", ""the job"")"
"luxury-travel/caribbean/","The Region: intro","December to April is the product,","December to April is the season,","Internal sales jargon (""the product"")"
"luxury-travel/caribbean/","The Region: intro","Mexico sits in this collection by industry convention, and it earns its place: the Riviera Maya is Caribbean beach product in everything but the passport stamp. Los Cabos is the outlier — Pacific, desert and quite different — but it sells to precisely the same client.","Mexico sits in this collection by convention, and it earns its place: the Riviera Maya is a Caribbean beach holiday in everything but the passport stamp. Los Cabos is the outlier — Pacific, desert and quite different — but it appeals to exactly the same traveller.","Internal sales jargon (""industry convention"", ""beach product"", ""sells to the same client"")"
"luxury-travel/caribbean/","Image alt text (band image)","alt=""The caribbean""","alt=""Palm trees and colourful houses above a quiet Caribbean beach""","Placeholder-style alt text"
"luxury-travel/caribbean/","Destination: St Lucia","The island clients choose when they want scenery rather than a beach club.","The island to choose when you want scenery rather than a beach club.","Staff-facing phrasing"
"luxury-travel/caribbean/","Destination: St Lucia","We sell them as a pairing and move you up mid-stay.","We book them as a pair and move you up the hill mid-stay.","Sales phrasing"
"luxury-travel/caribbean/","Destination: Antigua","Antigua sells on its beaches","Antigua is known for its beaches","Sales phrasing"
"luxury-travel/caribbean/","Destination: Mexico — strapline","Riviera Maya and Los Cabos — Caribbean product by any sensible measure.","Riviera Maya and Los Cabos — Caribbean in all but name.","Trade jargon (""product"")"
"luxury-travel/caribbean/","Destination: Mexico","Mexico sits under the Caribbean by industry convention, and the convention is right: the Riviera Maya is Caribbean beach product in everything but the passport stamp. Chablé Maroma, Belmond Maroma and Rosewood Mayakoba are the three we sell most,","Mexico sits under the Caribbean by convention, and rightly: the Riviera Maya is a Caribbean beach holiday in everything but the passport stamp. Chablé Maroma, Belmond Maroma and Rosewood Mayakoba are the three we book most,","Trade jargon (""industry convention"", ""beach product"", ""sell most"")"
"luxury-travel/caribbean/","When to travel","This is what the region is sold on and what the hotels are staffed for.","This is the season the region is known for, and the one the hotels are staffed for.","Sales phrasing"
"luxury-travel/caribbean/","When to travel","which most clients accept happily.","which most guests happily accept.","Staff term ""clients"""
"luxury-travel/caribbean/","FAQ ""Why is Mexico listed under the Caribbean?"" (page + JSON-LD)","Industry convention, and it holds up. The Riviera Maya sits on the Caribbean Sea and is sold, flown and priced as Caribbean beach product, so it belongs alongside Barbados and Antigua rather than in a North America collection. Los Cabos is the exception — Pacific, desert, and a different trip — but it sells to the same client, so we keep it here.","By convention, and it holds up. The Riviera Maya sits on the Caribbean Sea and is flown and priced like the rest of the region, so it belongs alongside Barbados and Antigua rather than in a North America collection. Los Cabos is the exception — Pacific, desert, and a different trip — but it appeals to the same travellers, so we keep it here.","Trade jargon (""beach product"", ""sells to the same client"")"
"luxury-travel/caribbean/","FAQ ""Do you arrange flights and transfers?"" (page + JSON-LD)","St Lucia and Cancun,","St Lucia and Cancún,","Spelling consistency with the rest of the page"
"luxury-travel/europe/italy/","Meta / social / JSON-LD description","Fourteen approved hotels, one specialist.","Fourteen hand-picked hotels, one specialist.","Internal term (""approved"")"
"luxury-travel/europe/italy/","Hero subtitle","The destination our clients return to most","The destination our guests return to most","Staff term ""clients"""
"luxury-travel/europe/italy/","Introduction","our European Football Breaks desk can build the match into the itinerary.","our football travel team can build the match into the itinerary.","Internal term (""desk"")"
"luxury-travel/europe/italy/","Hotels lede","the shortlist we defend property by property.","a shortlist we stand behind, property by property.","Odd internal phrasing"
"luxury-travel/europe/italy/","Hotel: Grand Hotel Tremezzo — facilities","Floating water-on-the-water pool","Floating pool on the lake","Garbled phrase"
"luxury-travel/europe/italy/","Hotel: Grand Hotel Tremezzo — Best suited to","Traditionalists — the belle epoque Como experience, done impeccably.","Traditionalists who want belle époque Como, done impeccably.","Fragment; missing accent"
"luxury-travel/europe/italy/","Hotel: The Carlton Milan — Why we selected it","The dependable Milan luxury play","The dependable Milan choice","Trade jargon (""luxury play"")"
"luxury-travel/europe/italy/","Hotel: Verdura Resort — Best suited to","Golf-led families who want space — Sicily at estate scale.","Golfing families who want space, and Sicily at estate scale.","Fragment"
"luxury-travel/europe/italy/","Itinerary: Island Italy","by short hop, one unhurried fortnight shape.","by short hop, over one unhurried fortnight.","Garbled ending"
"luxury-travel/europe/italy/","FAQ question (page + JSON-LD)","When should we avoid?","When should we avoid travelling?","Incomplete question"
"luxury-travel/europe/italy/","FAQ ""When should we avoid travelling?"" (page + JSON-LD)","September gives the same weather with the coast exhaled.","September gives you the same weather once the coast has had a chance to breathe.","Overwritten phrasing"
"luxury-travel/europe/italy/","FAQ ""Can you get restaurant tables?"" (page + JSON-LD)","Yes — that is much of the job.","Yes — it is a large part of what we do.","Staff-facing phrasing"
"luxury-travel/europe/italy/","FAQ ""Is Italy good for families?"" (page + JSON-LD)","Exceptional, chosen correctly —","Exceptionally good, if you choose well —","Awkward phrasing"
"luxury-travel/europe/italy/","Hotel: Forte Village — Best suited to","Active families — the Mediterranean's most complete children's offer.","Active families who want the most complete programme for children in the Mediterranean.","Trade jargon (""children’s offer""), fragment"
"luxury-travel/indian-ocean/seychelles/","Hero subtitle","The ocean’s sculptural answer — billion-year granite, jungle to the tideline, and beaches that need no filter because none was ever invented for this.","Billion-year-old granite, jungle down to the tideline, and beaches that need no filter.","Overwritten AI phrasing"
"luxury-travel/indian-ocean/seychelles/","Hotel: North Island — Best suited to","Honeymooners at the very top of the market — the royal choice.","Honeymooners who want the very best, and complete privacy.","Trade jargon (""top of the market"")"
"luxury-travel/indian-ocean/seychelles/","Hotel: Waldorf Astoria Platte Island — Why we selected it","Atoll purity with Waldorf machinery behind it.","An untouched atoll, with Waldorf Astoria’s service behind it.","Overwritten / odd phrasing (""machinery"")"
"luxury-travel/indian-ocean/seychelles/","Itinerary: Bush and Boulders","the safari-to-Seychelles pattern our Africa desk runs all season.","the classic safari-and-beach combination, arranged by our Africa specialists throughout the season.","Internal phrasing (""pattern"", ""our Africa desk"")"
"luxury-travel/indian-ocean/seychelles/","Getting there","with morning arrivals standard. Inner islands move by helicopter and ferry; outer atolls by scheduled island-hopper, daylight only.","usually arriving in the morning. The inner islands are linked by helicopter and ferry, and the outer atolls by scheduled island-hopper flights, which run in daylight only.","Clipped note style"
"luxury-travel/indian-ocean/seychelles/","FAQ ""Seychelles or Maldives?"" (page + JSON-LD)","Honeymoons split on temperament, and we ask the right questions first.","For honeymoons it comes down to temperament, and we will help you decide.","Robotic phrasing"
"luxury-travel/indian-ocean/seychelles/","FAQ ""Is North Island really worth it?"" (page + JSON-LD)","As a once-in-a-life register, yes","As a once-in-a-lifetime stay, yes","Garbled phrasing (""register"")"
"luxury-travel/indian-ocean/seychelles/","FAQ ""Can we island-hop practically?"" (page + JSON-LD)","Mahé, Praslin and La Digue chain by ferry and helicopter, and one outer atoll adds cleanly.","Mahé, Praslin and La Digue are linked by ferry and helicopter, and one outer atoll is easy to add.","Clipped phrasing"
"luxury-travel/middle-east/abu-dhabi/","Meta / social / JSON-LD description","Four hand-selected hotels across Saadiyat, Yas Island and the Corniche","Five hand-selected hotels across Saadiyat, Yas Island and the Corniche","Page lists five hotels, not four"
"luxury-travel/middle-east/abu-dhabi/","Hotel: Rixos Premium Saadiyat — Why we selected it","All-inclusive rarely belongs on a page like this, but Rixos is the exception","All-inclusive is rarely our recommendation at this level, but Rixos is the exception","Writer’s aside (""on a page like this"")"
"luxury-travel/middle-east/abu-dhabi/","Things to do: Ferrari World","240km/h. worth a half-day even for adults","240km/h. Worth a half-day even for adults","Capitalisation"
"luxury-travel/middle-east/abu-dhabi/","Itineraries lede","Outlines rather than fixed products.","Outlines rather than fixed itineraries.","Trade jargon (""products"")"
"luxury-travel/middle-east/abu-dhabi/","FAQ ""How is Abu Dhabi different from Dubai?"" (page + JSON-LD)","Most clients who have done Dubai several times prefer it.","Most guests who already know Dubai well prefer it.","Staff term ""clients"""
"luxury-travel/middle-east/abu-dhabi/","FAQ ""Is alcohol available?"" (page + JSON-LD)","Rixos being all-inclusive covers drinks within the resort.","At Rixos, drinks within the resort are included in the all-inclusive rate.","Awkward phrasing"
"luxury-travel/middle-east/dubai/","Hotel: Atlantis The Royal — Best suited to","Clients who want spectacle and do not apologise for it.","Guests who want spectacle and do not apologise for it.","Staff term ""clients"""
"luxury-travel/middle-east/dubai/","Hotel: SIRO One Za’abeel — Best suited to","Clients who train seriously","Guests who train seriously","Staff term ""clients"""
"luxury-travel/middle-east/dubai/","Itinerary: City and Sand","the combination clients talk about most on their return.","the combination guests talk about most on their return.","Staff term ""clients"""
"luxury-travel/middle-east/dubai/","Itineraries lede","Outlines rather than fixed products.","Outlines rather than fixed itineraries.","Trade jargon (""products"")"
"luxury-travel/middle-east/dubai/","Getting there","Most clients take an evening departure","Most guests take an evening departure","Staff term ""clients"""
"luxury-travel/middle-east/dubai/","FAQ ""What should I know about Ramadan?"" (page + JSON-LD)","Some clients prefer it; others should avoid it. We will always flag the dates when quoting.","Some guests prefer it; others would rather avoid it. We always point out the dates when we quote.","Staff phrasing (""clients"", ""flag"")"
"luxury-travel/north-america/arizona/","Hero subtitle","and a February when the sports desk takes over.","and a February when the WM Phoenix Open takes over.","Internal reference (""the sports desk"")"
"luxury-travel/north-america/arizona/","Introduction","Arizona sells geology and light:","Arizona is about geology and light:","Sales phrasing"
"luxury-travel/north-america/arizona/","Introduction","among the shared hotels our sports desk uses. Luxury trip and tournament week fold together with one call.","among the hotels we use for tournament week. A luxury stay and the tournament can be arranged together in one booking.","Internal note (""shared hotels our sports desk uses"")"
"luxury-travel/north-america/arizona/","Hotels lede","The canyon icon, the Scottsdale engines and the hidden oasis.","The canyon icon, two Scottsdale classics and the hidden oasis.","Odd shorthand (""Scottsdale engines"")"
"luxury-travel/north-america/arizona/","Hotel: Castle Hot Springs — position","75 minutes from Phoenix, 30 bungalows.","Around 75 minutes from Phoenix, with just 30 bungalows.","Note-style fragment"
"luxury-travel/north-america/arizona/","Itinerary: Phoenix Open Week","with tournament access through the sports desk","with tournament access arranged by our golf team","Internal reference (""the sports desk"")"
"luxury-travel/north-america/arizona/","Itinerary: Desert Waters","Castle Hot Springs held long between Scottsdale bookends — the reset itinerary.","A long stay at Castle Hot Springs, with Scottsdale at either end — the itinerary for a proper reset.","Shorthand"
"luxury-travel/north-america/arizona/","Getting there","which is how the canyon is meant to arrive.","which is the best way to arrive at the canyon.","Garbled phrasing"
"luxury-travel/north-america/arizona/","Getting there","February’s tournament week books like a final — hotels, tickets and tee times move together, and our sports desk holds the inventory.","February’s tournament week books up early — hotels, tickets and tee times go together, and our golf team handles all three.","Internal jargon (""sports desk holds the inventory"")"
"luxury-travel/north-america/arizona/","FAQ ""Is Amangiri worth the journey?"" (page + JSON-LD)","and the arrival lands like revelation.","and the arrival is unforgettable.","Overwritten AI phrasing"
"luxury-travel/north-america/arizona/","FAQ ""How loud is the Phoenix Open really?"" (page + JSON-LD)","and tickets are our sports desk’s trade.","and our golf team arranges tickets every year.","Internal reference (""sports desk’s trade"")"
"luxury-travel/north-america/arizona/","FAQ ""Can non-golfers love Scottsdale?"" (page + JSON-LD)","Easily — spas, hikes at Camelback dawn, the food scene’s quiet rise, and Castle Hot Springs’ waters need no handicap.","Easily — the spas, dawn hikes on Camelback, a food scene that keeps getting better, and Castle Hot Springs, where nobody needs a handicap.","Garbled list"
"luxury-travel/north-america/arizona/","FAQ ""When is the desert too hot?"" (page + JSON-LD)","June to September for midday purposes","From June to September, at least in the middle of the day","Clipped phrasing"
"luxury-travel/north-america/arizona/","FAQ ""How does the canyon leg connect?"" (page + JSON-LD)","we brief both honestly and book by party.","we will talk you through both and book whichever suits your party.","Staff shorthand (""book by party"")"
"luxury-travel/north-america/florida/","Hotel: Acqualina — Why we selected it","Multi-generation gold.","Ideal for multi-generation trips.","Fragment"
"luxury-travel/north-america/florida/","Hotel: The Breakers — Best suited to","Traditionalists — Palm Beach's great American palace.","Traditionalists who want Palm Beach’s great American palace.","Fragment"
"luxury-travel/north-america/florida/","Itinerary: Two-Act Classic","one limo transfer between.","one private transfer between.","Americanism / shorthand"
"luxury-travel/north-america/florida/","Itinerary: Miami in Full","a Heat game through our sports desk","a Heat game arranged by our sports team","Internal reference (""sports desk"")"
"luxury-travel/north-america/florida/","Itinerary: Florida and the Islands","winter sun compounded.","twice the winter sun.","Odd phrasing"
"luxury-travel/north-america/florida/","Getting there","Our sports desk overlays the winter calendar","Our sports team can add the winter calendar","Internal jargon (""desk overlays"")"
"luxury-travel/north-america/florida/","FAQ ""When do rates peak?"" (page + JSON-LD)","with kinder numbers.","at kinder rates.","Odd phrasing"
"luxury-travel/north-america/florida/","FAQ ""What about hurricane season?"" (page + JSON-LD)","June to November carries the watch; the luxury season sits entirely outside it.","Hurricane season runs from June to November, and the winter season sits entirely outside it.","Clipped phrasing"
"luxury-travel/north-america/florida/","FAQ ""Can you add sport?"" (page + JSON-LD)","Natively — Heat courtside, Dolphins, the Miami Open in March through our tennis desk. One itinerary, both desks.","Easily — Heat games courtside, the Dolphins, and the Miami Open in March through our tennis team. One itinerary, one specialist.","Internal jargon (""both desks"")"
"sports-travel/cricket/the-ashes-2027/","Seating section lede","The ladder is the same at every ground. What changes is the character of each venue and its own hospitality programme.","The seating options are the same at every ground; what changes is the character of each venue and its own hospitality.","Internal jargon (""ladder"")"
"sports-travel/football/","Hero meta","Domestic: PL & Wembley","Domestic: Premier League & Wembley","Abbreviation (""PL"")"
"sports-travel/football/","Section eyebrow","The Proposition","Football with Vedere","Internal marketing term (""The Proposition"")"
"sports-travel/football/","European Football Breaks card","Seven club templates across Europe’s biggest grounds","Seven clubs across Europe’s biggest grounds","Internal term (""templates"")"
"sports-travel/football/","Premier League & Wembley card","Inventory moves fixture by fixture, so this one works on enquiry:","Availability changes fixture by fixture, so this one is arranged on enquiry:","Trade jargon (""inventory"")"
"sports-travel/football/","FAQ ""When are fixtures confirmed?"" (page + JSON-LD)","We book flexible where possible","We book flexibly where possible","Grammar"
"sports-travel/football/","FAQ ""Do you sell tickets without travel?"" (page + JSON-LD)","As a fully protected tour operator we also work with corporate partners, travel agents and other operators providing ticket-only solutions where clients prefer to arrange their own travel.","As a fully protected tour operator, we also supply tickets on their own to corporate partners, travel agents and other operators whose customers prefer to arrange their own travel.","B2B jargon (""ticket-only solutions"")"
"sports-travel/football/","FAQ ""What about the Champions League final?"" (page + JSON-LD)","Demand is exceptional and inventory is released late,","Demand is exceptional and tickets are released late,","Trade jargon (""inventory"")"
"sports-travel/other-sports/darts/","Seating section lede","Darts venues ladder a little differently — tables are part of the atmosphere.","Darts works a little differently — tables are part of the atmosphere.","Internal jargon (""ladder"")"
"sports-travel/rugby/","Section eyebrow","The Proposition","Rugby with Vedere","Internal marketing term (""The Proposition"")"
"sports-travel/rugby/","Introduction","There is no package ladder on these pages because rugby does not sell that way, and pretending otherwise would mean selling you something that does not fit.","There are no set package tiers here, because rugby trips vary too much, and a fixed package would mean selling you something that does not fit.","Internal jargon (""package ladder"", ""does not sell that way"")"
"sports-travel/rugby/","FAQ ""Do you sell rugby packages or is everything bespoke?"" (page + JSON-LD)","Unlike our Formula One or golf pages there is no package ladder here,","Unlike our Formula One or golf trips, there are no set package tiers here,","Internal jargon (""package ladder"", ""pages"")"
"sports-travel/rugby/","Six Nations card","The full 2027 fixture list is on the page.","The full 2027 fixture list is on our Six Nations page.","Cross-link note left unclear"
"sports-travel/rugby/rugby-world-cup-2027/","FAQ ""How do I follow my team through the knockouts?"" (page + JSON-LD)","Pool matches are fixed, but a round of 16 onwards depends on results,","Pool matches are fixed, but everything from the round of 16 onwards depends on results,","Grammar"
"sports-travel/us-sports/nba/","Seating section lede","Every arena ladders the same way. What changes is the price of being close to the floor.","The seating options are the same in every arena; what changes is the price of being close to the floor.","Internal jargon (""ladders"")"
"sports-travel/us-sports/nfl/","Seating section lede","Every stadium ladders the same way. What changes is comfort, shelter and how close you are to the field.","The seating options are the same at every stadium; what changes is comfort, shelter and how close you are to the field.","Internal jargon (""ladders"")"
