page,role,order,title,dest,width,height,orig,source_page,image_url,credit,capture_date,rights,approval,quality_note,note
"sports-travel.html","Carousel slide","6","Six Nations — Ireland celebrates","assets/img/heroes/sports-travel/sports-travel-slide-06.jpg","2400","1350","4137x2327","https://www.sixnationsrugby.com/en/m6n/news/category/match-report","https://images.ctfassets.net/uiu4umqyl5b5/5emBuKR1aSdY1oYU8ToRks/08734b8b85b5f81d4b98eeb4f937ff3c/f646b1b81c232c714f0c03544829471c-snrbyh6aZGm1.jpg","Six Nations Rugby — individual photographer to confirm","2026 Six Nations, Ireland v Scotland, as captioned by Six Nations Rugby; camera date unavailable.","Commercial website permission or licence required; not acquired. Inclusion in this review shortlist is not publication clearance.","Proposed","Native large source; no upscaling.",""
"sports-travel.html","Carousel slide","7","WM Phoenix Open 2026 — Sunday crowds around the 18th green","assets/img/heroes/sports-travel/sports-travel-slide-07.jpg","2048","1366","2048x1366","https://wmphoenixopen.com/gallery/","https://wmphoenixopen.com/wp-content/uploads/2026/04/2026_Gallery_18-on-Sunday-1.jpg","Official venue/event gallery","2026","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native Full HD-range source. Suitable up to about 1920 CSS pixels; not a 4K original.",""
"sri-lanka.html","Hero","1","Ceylon Tea Trails — lakeside swimming pool at dawn; bungalow identity unconfirmed","assets/img/heroes/sri-lanka/sri-lanka-hero-01.jpg","2400","1601","2500x1668","https://www.resplendentceylon.com/resort/ceylon-tea-trails/gallery/","https://wp.resplendentceylon.com/wp-content/uploads/2024/09/Ceylon-Tea-Trails-Large-9.jpg","Official source; individual photographer to confirm","Capture date unconfirmed; current official source reviewed 17 September 2026","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native Full HD-range source. Suitable up to about 1920 CSS pixels; not a 4K original.",""
"st-lucia.html","Hero","1","Jade Mountain — sunset over the Pitons","assets/img/heroes/st-lucia/st-lucia-hero-01.jpg","2400","1800","5266x3949","https://jademountain.com/press/","https://www.dropbox.com/scl/fo/d9px9tpsabibsjls5j3g8/h?rlkey=j2t7dg0eoh5njzs2orz15zv3m&dl=1#4%20Aerial%20-%20Overall%20Property/jade-aerials-20.jpg","Original JPEG extracted unchanged from the publicly linked official Jade Mountain image library. Filename preserves sanctuary category and capture date where given; photographer credit to confirm.","2023-09-20","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native large source; no upscaling.",""
"team-travel.html","Hero","1","Anfield stadium in May 2024","assets/img/heroes/team-travel/team-travel-hero-01.jpg","2048","1536","2048x1536","https://commons.wikimedia.org/wiki/File:Anfield_stadium_in_May_2024.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1e/Anfield_stadium_in_May_2024.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","FYI2023","2024-05-15","CC0","Proposed","Native Full HD-range source. Suitable up to about 1920 CSS pixels; not a 4K original.",""
"tennis.html","Hero","1","Wimbledon — Centre Court atmosphere","assets/img/heroes/tennis/tennis-hero-01.jpg","2400","1573","2625x1720","https://www.wimbledon.com/en_GB/gallery/sinner_over_zverev","https://content.wimbledon.com/is/image/AELTC/ZZ202649-529737?wid=3000&fit=constrain&qlt=95","AELTC — individual photographer to confirm from original gallery","2026 Wimbledon men’s final, 12 July 2026, as identified by the AELTC gallery; no camera EXIF timestamp supplied.","Commercial website permission or licence required; not acquired. Inclusion in this review shortlist is not publication clearance.","Proposed","Native large source; no upscaling.",""
"thailand.html","Hero","1","Four Seasons Koh Samui","assets/img/heroes/thailand/thailand-hero-01.jpg","2400","1542","3000x1927","https://www.fourseasons.com/kohsamui/photos-and-videos/","https://www.fourseasons.com/content/dam/fourseasons/images/web/KOH/KOH_760_original.jpg","Official current Four Seasons gallery. Public original media asset linked from gallery image; no resizing or enlargement. Exact capture date unconfirmed.","Capture date unconfirmed; current official source reviewed 17 September 2026","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native large source; no upscaling.",""
"the-ashes-2027.html","Hero","1","England Test cricket — wicket appeal at Lord’s","assets/img/heroes/the-ashes-2027/the-ashes-2027-hero-01.jpg","2400","1600","7216x4810","https://www.ecb.co.uk/england/men","https://resources.ecb.co.uk/ecb/photo/2026/08/30/0ce9a056-b6a5-4d95-b457-3ab017815907/GettyImages-2292680039.jpg","Gareth Copley","2026-08-30","Official public source; commercial website permission not acquired.","Proposed","Native large source; no upscaling.","Future event page uses recent reference photography; image capture date is recorded separately."
"the-open-2027.html","Hero","1","St Andrews — Old Course at sunset","assets/img/heroes/the-open-2027/the-open-2027-hero-01.jpg","2000","1334","2000x1334","https://www.oldcoursehotel.co.uk/","https://s7d9.scene7.com/is/image/kohlerhospitality/aai92314_rgb?wid=2000","Largest image URL explicitly published in official responsive source; exact capture date unconfirmed.","Capture date unconfirmed; current official source reviewed 17 September 2026","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native Full HD-range source. Suitable up to about 1920 CSS pixels; not a 4K original.","Future event page uses recent reference photography; image capture date is recorded separately."
"turkey.html","Hero","1","Six Senses Kaplankaya","assets/img/heroes/turkey/turkey-hero-01.jpg","2400","960","9442x3777","https://www.sixsenses.com/en/hotels-resorts/europe/turkey/kaplankaya/gallery/","https://media.sixsenses.com/B60H3R33/at/89qsn5872cfvcb9sfm73hg/Overview_Exterior.jpg","Joan Guillamat Castells","2016-10-20","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native large source; no upscaling.",""
"ufc.html","Hero","1","UFC — Cejudo vs Song, Seattle 2025","assets/img/heroes/ufc/ufc-hero-01.jpg","2400","1601","5012x3343","https://climatepledgearena.com/event-galleries/","https://climatepledgearena.com/wp-content/uploads/2025/02/Henry-Cejudo-vs-Song-Yadong-UFC-Fight-Night-at-Climate-Pledge-Arena-333.jpg","David Conger / Climate Pledge Ar","2025-02-22","Commercial website permission required; not acquired.","Proposed","Native large source; no upscaling.",""
"us-masters-2027.html","Hero","1","The Masters — Augusta at golden hour","assets/img/heroes/us-masters-2027/us-masters-2027-hero-01.jpg","2400","1350","5385x3029","https://www.pgatour.com/article/news/latest/2026/04/02/the-masters-2026-augusta-national-hole-by-hole-look-golf-course","https://res.cloudinary.com/pgatour-prod/pgatour/news/editorial/2026/04/02/augusta-hole-by-hole/augusta_16.jpg","Kevin C. Cox / Getty Images","Exact capture date not supplied. Used in the PGA TOUR Augusta course guide published 2 April 2026; publication date is not claimed as the shoot date.","Commercial website permission or licence required; not acquired. Inclusion in this review shortlist is not publication clearance.","Proposed","Native large source; no upscaling.","Future event page uses recent reference photography; image capture date is recorded separately."
"us-open-2027.html","Hero","1","Arthur Ashe Stadium — daytime view across the court, August 2026","assets/img/heroes/us-open-2027/us-open-2027-hero-01.jpg","2400","1600","4205x2803","https://www.emirates.com/media-centre/emirates-marks-15-years-as-official-airline-partner-of-the-us-open-serving-fly-better-fan-experiences-and-premium-hospitality/","https://content.presspage.com/uploads/2431/ad3c178a-c0af-461b-94c0-ca0150de3e13/2026usopenemiratessuite41.jpg","Emirates media centre; individual photographer not stated","2026-08-29","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native large source; no upscaling.","Future event page uses recent reference photography; image capture date is recorded separately."
"us-sports.html","Hero","1","Super Bowl — the whole stadium","assets/img/heroes/us-sports/us-sports-hero-01.jpg","2400","1600","8640x5760","https://www.nfl.com/photos/best-of-super-bowl-lx","https://static.www.nfl.com/image/upload/league/qxccsuximpsovll4umji.jpg","Perry Knotts / NFL","8 February 2026 — Super Bowl LX; event and date recorded in embedded IPTC caption.","Commercial website permission or licence required; not acquired. Inclusion in this review shortlist is not publication clearance.","Proposed","Native large source; no upscaling.",""
"vietnam.html","Hero","1","Six Senses Ninh Van Bay","assets/img/heroes/vietnam/vietnam-hero-01.jpg","2400","1600","4000x2667","https://www.sixsenses.com/en/hotels-resorts/asia-the-pacific/vietnam/ninh-van-bay/gallery/","https://media.sixsenses.com/B60H3R33/at/pghksrt8tkqj4fncqr6vqc49/Aerial_view_with_Dining_on_the_Jetty.jpg","Official current Six Senses gallery, unresized native public DAM asset. Capture date unconfirmed; exact accommodation category retained in filename/caption.","2012-10-02","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native large source; no upscaling.",""
"villas.html","Hero","1","JOALI BEING — Ocean Pool Villa terrace at sunset","assets/img/heroes/villas/villas-hero-01.jpg","2000","1127","2000x1127","https://www.joali.com/joali-being/villas-and-residences/","https://www.joali.com/media/jrsjpqeu/opv-9.jpg","Official source; individual photographer to confirm","Capture date unconfirmed; current official source reviewed 17 September 2026","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native Full HD-range source. Suitable up to about 1920 CSS pixels; not a 4K original.",""
"wimbledon-2027.html","Hero","1","Wimbledon — Centre Court atmosphere","assets/img/heroes/wimbledon-2027/wimbledon-2027-hero-01.jpg","2400","1573","2625x1720","https://www.wimbledon.com/en_GB/gallery/sinner_over_zverev","https://content.wimbledon.com/is/image/AELTC/ZZ202649-529737?wid=3000&fit=constrain&qlt=95","AELTC — individual photographer to confirm from original gallery","2026 Wimbledon men’s final, 12 July 2026, as identified by the AELTC gallery; no camera EXIF timestamp supplied.","Commercial website permission or licence required; not acquired. Inclusion in this review shortlist is not publication clearance.","Proposed","Native large source; no upscaling.","Future event page uses recent reference photography; image capture date is recorded separately."
