page,card_id,hotel,shown_now,unit,basis_line,status,low_gbp,high_gbp,room,board,taxes,low_basis,high_basis,samples,fx,checked,note
"/luxury-travel/indian-ocean/sri-lanka","vil-uyana","Jetwing Vil Uyana","£230–£540","per night","Varies by season · Paddy Dwelling with Pool · room only · excl. local taxes","range","230","540","Paddy Dwelling with Pool / Water Dwelling (entry dwelling categories)","room only","excluded","14–15 Oct 2026, Paddy Dwelling with Pool or Water Dwelling, USD 310 'Partner Offer' (standard rate USD 365) (Booking.com)","10–11 Feb 2027, Water Dwelling, USD 714 with 10% early-booker discount (USD 794 undiscounted) (Booking.com)","2026-10-14/15: USD 310 partner offer / USD 365 standard (Paddy Dwelling, Water Dwelling); Garden Dwelling with Pool USD 394–465 (https://www.booking.com/hotel/lk/jetwing-vil-uyana.en-gb.html?checkin=2026-10-14&checkout=2026-10-15&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-02-10/11: USD 714 (Water Dwelling, 10% off); Forest Dwelling with Pool USD 849 (https://www.booking.com/hotel/lk/jetwing-vil-uyana.en-gb.html?checkin=2027-02-10&checkout=2027-02-11&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-05-19/20: USD 413 (Garden Dwelling with Pool); Paddy/Water Dwelling USD 479 (https://www.booking.com/hotel/lk/jetwing-vil-uyana.en-gb.html?checkin=2027-05-19&checkout=2027-05-20&group_adults=2&no_rooms=1&selected_currency=USD)","1 GBP = 1.34 USD","2026-09-23","Booking.com dated rates, 2 adults, 1 night, room only (breakfast USD 20 pp optional); 18% VAT extra and, on some rows, the 10% service charge is also itemised separately. The low is a discounted OTA partner rate; the undiscounted Oct rate is USD 365 (£270). Booking.com's dwelling names match the hotel's own."
"/luxury-travel/indian-ocean/sri-lanka","ulagalla","Uga Ulagalla","£170–£620","per night","Varies by season · One Bedroom Pool Villa · breakfast included · excl. local taxes","range","170","620","One Bedroom Pool Villa","bed and breakfast","excluded","14–15 Oct 2026, One Bedroom Pool Villa, USD 236 (54% discount, non-refundable) (Booking.com)","10–11 Feb 2027, One Bedroom Pool Villa, USD 830 (26% discount; undiscounted USD 1,121) (Booking.com)","2026-10-14/15: USD 236 (54% off, non-refundable) (https://www.booking.com/hotel/lk/ulagalla-resort.en-gb.html?checkin=2026-10-14&checkout=2026-10-15&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-02-10/11: USD 830 (26% off; was USD 1,121) (https://www.booking.com/hotel/lk/ulagalla-resort.en-gb.html?checkin=2027-02-10&checkout=2027-02-11&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-05-19/20: USD 421 (26% off; was USD 626) (https://www.booking.com/hotel/lk/ulagalla-resort.en-gb.html?checkin=2027-05-19&checkout=2027-05-20&group_adults=2&no_rooms=1&selected_currency=USD)","1 GBP = 1.34 USD","2026-09-23","Booking.com dated rates, 2 adults, 1 night, continental breakfast; 10% service charge included, 18% VAT extra. Very wide range and every sample carried a discount (26–54%), so the low is a promotional rate; undiscounted levels seen were USD 626 (May) and USD 1,121 (Feb). Worth confirming with Uga Escapes before quoting."
"/luxury-travel/indian-ocean/sri-lanka","tea-trails","Ceylon Tea Trails","£480–£700","per night","Varies by season · Luxury Room · all inclusive · excl. local taxes","range","480","700","Luxury Room","all inclusive","excluded","14–15 Oct 2026, Luxury Room, USD 651 (30% discount, non-refundable; undiscounted USD 931) (Booking.com)","19–20 May 2027, Luxury Room, USD 931 (Booking.com; the same USD 931 is the undiscounted Oct 2026 rate)","2026-10-14/15: USD 651 discounted / USD 931 standard (Luxury Room) (https://www.booking.com/hotel/lk/ceylon-tea-trails.en-gb.html?checkin=2026-10-14&checkout=2026-10-15&group_adults=2&no_rooms=1&selected_currency=USD) | 2026-12-29/30: no availability; alt 27–29 Dec 2 nights from USD 2,799, 1–3 Jan from USD 3,299 (https://www.booking.com/hotel/lk/ceylon-tea-trails.en-gb.html?checkin=2026-12-29&checkout=2026-12-30&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-02-15/17 (2 nights): Luxury Room sold out; Garden Suite USD 2,794 for 2 nights (USD 1,397/night) (https://www.booking.com/hotel/lk/ceylon-tea-trails.en-gb.html?checkin=2027-02-15&checkout=2027-02-17&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-05-19/20: USD 931 (Luxury Room) (https://www.booking.com/hotel/lk/ceylon-tea-trails.en-gb.html?checkin=2027-05-19&checkout=2027-05-20&group_adults=2&no_rooms=1&selected_currency=USD)","1 GBP = 1.34 USD","2026-09-23","Booking.com dated rates, 2 adults, 1 night, all-inclusive (meals, selected drinks); 10% service charge included, 18% VAT and 1% city tax extra. The Luxury Room was sold out on every peak date sampled (Feb, Mar, late Dec), when only suites at about USD 1,400/night (£1,050) were offered, so the true peak for the entry room is probably above £700. Low is a 30% OTA discount."
"/luxury-travel/indian-ocean/sri-lanka","w15-hanthana","W15 Hanthana Estate","£460–£690","per night","Varies by season · Stable Suite · all inclusive · excl. local taxes","range","460","690","Stable Suite","all inclusive","excluded","14–15 Oct 2026, Stable Suite, USD 627 (28% 'Late Escape' discount, non-refundable; undiscounted USD 871) (Booking.com)","10–11 Feb 2027, Stable Suite, USD 915 (Booking.com, free cancellation)","2026-10-14/15: USD 627 (28% off; was USD 871) (https://www.booking.com/hotel/lk/w15-hanthana.en-gb.html?checkin=2026-10-14&checkout=2026-10-15&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-02-10/11: USD 915 (https://www.booking.com/hotel/lk/w15-hanthana.en-gb.html?checkin=2027-02-10&checkout=2027-02-11&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-05-19/20: USD 653 (https://www.booking.com/hotel/lk/w15-hanthana.en-gb.html?checkin=2027-05-19&checkout=2027-05-20&group_adults=2&no_rooms=1&selected_currency=USD)","1 GBP = 1.34 USD","2026-09-23","Previously unverified; now has dated Booking.com rates (listing 'W15 Hanthana Estate Kandy'), 2 adults, 1 night, all-inclusive (meals and selected drinks); 10% service charge included, 18% VAT and 2.5% city tax extra. Low is a discounted rate; undiscounted Oct rate USD 871 (£650). Nine suites only; payment by bank transfer before arrival."
"/luxury-travel/indian-ocean/sri-lanka","amangalla","Amangalla","£680","per night","Shoulder-season guide rate · breakfast included · incl. taxes","single","680","","cheapest double room (category not named by source)","bed and breakfast","included","Cheapest double room available in the next 60 days (23 Sep – 22 Nov 2026), USD 916.86 incl. taxes and fees, as calculated live by Mr & Mrs Smith on 23 Sep 2026","","next 60 days from 2026-09-23: USD 916.86 incl. taxes and fees (Mr & Mrs Smith 'price per night from') (https://www.mrandmrssmith.com/luxury-hotels/amangalla) | 2027-02-10/11 and 2027-05-19/20: trip.com listing shows suite categories but no prices; not on Booking.com (https://www.trip.com/hotels/galle-hotel-detail-3643861/amangalla/)","1 GBP = 1.34 USD","2026-09-23","Aman is not sold on Booking.com and trip.com/agoda show no prices without JavaScript, so only the Mr & Mrs Smith 60-day 'from' figure is available; it covers the shoulder/low season only and gives no peak (Dec–Mar) price. Rates usually include breakfast, afternoon tea and minibar soft drinks. Do not show a range until Aman supplies seasonal rates."
"/luxury-travel/indian-ocean/sri-lanka","amanwella","Amanwella","£830","per night","Shoulder-season guide rate · breakfast included · incl. taxes","single","830","","cheapest double suite (category not named by source)","bed and breakfast","included","Cheapest double room available in the next 60 days (23 Sep – 22 Nov 2026), USD 1,113.33 (GBP 834.71 at the site's own rate) incl. taxes and fees, Mr & Mrs Smith on 23 Sep 2026","","next 60 days from 2026-09-23: USD 1,113.33 incl. taxes and fees (Mr & Mrs Smith 'price per night from') (https://www.mrandmrssmith.com/luxury-hotels/amanwella) | 2027-02-10/11 and 2027-05-19/20: trip.com listing shows suite categories (Garden Pool Suite etc.) but no prices; not on Booking.com (https://www.trip.com/hotels/tangalle-hotel-detail-22958306/amanwella/)","1 GBP = 1.34 USD","2026-09-23","As for Amangalla: only the Mr & Mrs Smith 60-day 'from' figure is fetchable, which covers the south-coast shoulder season only; the Dec–Mar peak is not represented. Rates usually include breakfast, afternoon tea and minibar soft drinks. Obtain seasonal rates from Aman before showing a range."
"/luxury-travel/indian-ocean/sri-lanka","cape-weligama","Cape Weligama","£450–£890","per night","Varies by season · Junior Suite · breakfast included · excl. local taxes","range","450","890","Junior Suite","bed and breakfast","excluded","19–20 May 2027, Junior Suite, USD 616 (Booking.com, free cancellation)","10–11 Feb 2027, Junior Suite, USD 1,187 (Booking.com)","2026-10-14/15: Junior Suite not offered; Premier Villa USD 604 (30% off) / USD 862 standard (https://www.booking.com/hotel/lk/cape-weligama.en-gb.html?checkin=2026-10-14&checkout=2026-10-15&group_adults=2&no_rooms=1&selected_currency=USD) | 2026-12-29/30: entry categories sold out; Luxury Villa USD 1,484, Premier Villa USD 1,572 (https://www.booking.com/hotel/lk/cape-weligama.en-gb.html?checkin=2026-12-29&checkout=2026-12-30&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-02-10/11: USD 1,187 (Junior Suite); half board USD 1,355 (https://www.booking.com/hotel/lk/cape-weligama.en-gb.html?checkin=2027-02-10&checkout=2027-02-11&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-05-19/20: USD 616 (Junior Suite); half board USD 792 (https://www.booking.com/hotel/lk/cape-weligama.en-gb.html?checkin=2027-05-19&checkout=2027-05-20&group_adults=2&no_rooms=1&selected_currency=USD)","1 GBP = 1.34 USD","2026-09-23","Booking.com dated rates, 2 adults, 1 night, breakfast; 10% service charge included, 18% VAT and 1% city tax extra. Over Christmas/New Year the Junior Suite and Master Suite were sold out and the cheapest villa was USD 1,484 (£1,110), so the festive peak for the entry room is likely above £890."
"/luxury-travel/indian-ocean/sri-lanka","wild-coast","Wild Coast Tented Lodge","£630–£950","per night","Varies by season · Cocoon Suite · all inclusive · excl. local taxes","range","630","950","Cocoon Suite (with one game drive)","all inclusive","excluded","14–15 Oct 2026, Cocoon Suite, USD 851 (20% discount, non-refundable; undiscounted USD 1,064) (Booking.com)","20–21 Jan 2027, Cocoon Suite, USD 1,263 (Booking.com, free cancellation)","2026-10-14/15: USD 851 discounted / USD 1,064 standard (Cocoon Suite) (https://www.booking.com/hotel/lk/wild-coast-tented-lodge.en-gb.html?checkin=2026-10-14&checkout=2026-10-15&group_adults=2&no_rooms=1&selected_currency=USD) | 2026-12-29/30: Cocoon Suite sold out; Cocoon Pool Suite USD 1,910 (https://www.booking.com/hotel/lk/wild-coast-tented-lodge.en-gb.html?checkin=2026-12-29&checkout=2026-12-30&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-01-20/21: USD 1,263 (Cocoon Suite) (https://www.booking.com/hotel/lk/wild-coast-tented-lodge.en-gb.html?checkin=2027-01-20&checkout=2027-01-21&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-02-10/11: Cocoon Suite sold out; Family Cocoon Pool Suite USD 1,980, Cocoon Pool Suite USD 2,669 (https://www.booking.com/hotel/lk/wild-coast-tented-lodge.en-gb.html?checkin=2027-02-10&checkout=2027-02-11&group_adults=2&no_rooms=1&selected_currency=USD) | 2027-05-19/20: USD 1,188 (Cocoon Suite) (https://www.booking.com/hotel/lk/wild-coast-tented-lodge.en-gb.html?checkin=2027-05-19&checkout=2027-05-20&group_adults=2&no_rooms=1&selected_currency=USD)","1 GBP = 1.34 USD","2026-09-23","Booking.com dated rates, 2 adults, 1 night, all-inclusive with one game drive; 10% service charge included, 18% VAT and 1% city tax extra. The entry Cocoon Suite was sold out on the two peak dates sampled (29 Dec, 10 Feb), when the cheapest tent was USD 1,910–1,980 (about £1,430–1,480), so the peak for the entry category is probably above £950. Low is a 20% OTA discount."
"/luxury-travel/europe/turkey","lujo","Lujo Bodrum","£430–£870","per night","Varies by season · Superior Room Partly Sea View · breakfast included · excl. local taxes","range","430","870","Superior Room Partly Sea View","bed and breakfast","excluded","14–15 Oct 2026 (end of season), Superior Room Partly Sea View, EUR 507 B&B non-refundable (Booking.com)","9–12 Aug 2027 (3-night minimum in August), Superior Room Partly Sea View, EUR 3,021 B&B non-refundable = EUR 1,007 per night (Booking.com)","2026-10-14/15: EUR 507–704 (Superior Partly Sea View, by board/cancellation) (https://www.booking.com/hotel/tr/lujo-bodrum.en-gb.html?checkin=2026-10-14&checkout=2026-10-15&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-05-05/06: no 1-night availability; 2 nights from EUR 1,622 (about EUR 811/night, room not identified) (https://www.booking.com/hotel/tr/lujo-bodrum.en-gb.html?checkin=2027-05-05&checkout=2027-05-06&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-06-16/17: no 1-night availability; 3 nights from EUR 4,036 (about EUR 1,345/night, room not identified) (https://www.booking.com/hotel/tr/lujo-bodrum.en-gb.html?checkin=2027-06-16&checkout=2027-06-17&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-08-09/12 (3 nights): EUR 3,021 B&B non-refundable (EUR 1,007/night); all-inclusive EUR 3,513 (EUR 1,171/night) (https://www.booking.com/hotel/tr/lujo-bodrum.en-gb.html?checkin=2027-08-09&checkout=2027-08-12&group_adults=2&no_rooms=1&selected_currency=EUR)","1 GBP = 1.166 EUR","2026-09-23","Seasonal resort (roughly late April – October); range covers the open season. Booking.com dated rates, 2 adults; 10% VAT and 2% government tax extra. Lujo is marketed as all-inclusive: the AI rate for the same room in August is EUR 1,171/night (£1,010). Minimum stays apply in season (2 nights in May, 3 nights Jun–Aug), so the peak figures are per-night shares of multi-night totals. The June 'from' figure (about EUR 1,345/night) exceeds the August Superior rate, so mid-season peaks may be higher than shown."
"/luxury-travel/europe/turkey","maxx-royal","Maxx Royal Bodrum","£2,670–£7,690","per night","Varies by season · Suite Land · all inclusive · excl. local taxes","range","2670","7690","Suite Land (entry suite)","all inclusive","excluded","5–6 May 2027 (season opening), Suite Land, EUR 3,121 all-inclusive non-refundable (Booking.com)","11–12 Aug 2027, Suite Land, EUR 8,964 all-inclusive non-refundable (Booking.com)","2026-10-14/15: no availability (season closed) (https://www.booking.com/hotel/tr/maxx-royal-bodrum.en-gb.html?checkin=2026-10-14&checkout=2026-10-15&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-05-05/06: EUR 3,121 (Suite Land); Suite Sea EUR 3,450 (https://www.booking.com/hotel/tr/maxx-royal-bodrum.en-gb.html?checkin=2027-05-05&checkout=2027-05-06&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-06-16/17: EUR 6,107 (Suite Land); Suite Sea EUR 6,464 (https://www.booking.com/hotel/tr/maxx-royal-bodrum.en-gb.html?checkin=2027-06-16&checkout=2027-06-17&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-08-11/12: EUR 8,964 (Suite Land); Suite Sea EUR 9,500 (https://www.booking.com/hotel/tr/maxx-royal-bodrum.en-gb.html?checkin=2027-08-11&checkout=2027-08-12&group_adults=2&no_rooms=1&selected_currency=EUR)","1 GBP = 1.166 EUR","2026-09-23","Seasonal resort (about May–October); range covers the 2027 season. Booking.com dated all-inclusive rates, 2 adults, 1 night, non-refundable; 10% VAT and 2% government tax extra. Very wide range (August is nearly three times May). The previous £960 (28 Sep momondo) was an end-of-season price far below the 2027 rates loaded on Booking.com; confirm with the resort before quoting."
"/luxury-travel/europe/turkey","d-maris","D Maris Bay","£660","per night","Guide rate for one season · breakfast included · excl. local taxes","single","660","","Superior Double Room with Land View","bed and breakfast","excluded","7–8 Oct 2026 (end of the 2026 season), Superior Double Room Land View, EUR 776 non-refundable, incl. 5% service charge (Booking.com)","","2026-10-07/08: EUR 776 (Superior Land View); Deluxe Land View EUR 856, Deluxe Sea View EUR 1,039 (https://www.booking.com/hotel/tr/dhotel.en-gb.html?checkin=2026-10-07&checkout=2026-10-08&group_adults=2&no_rooms=1&selected_currency=EUR) | 2026-10-14/15, 2027-05-05/06, 2027-06-16/17, 2027-07-21/22, 2027-09-15/16: no availability on Booking.com (2027 season not yet loaded); 11 Aug 2027 fetch failed (https://www.booking.com/hotel/tr/dhotel.en-gb.html?checkin=2027-07-21&checkout=2027-07-22&group_adults=2&no_rooms=1&selected_currency=EUR)","1 GBP = 1.166 EUR","2026-09-23","Seasonal resort (about April/May – October). Only one credible dated price found (early October 2026, end of season); 2027 inventory is not yet on Booking.com and the hotel is not on Mr & Mrs Smith. Price excludes 10% VAT and 1% government tax. High-summer 2027 rates will be well above this; obtain the 2027 rate sheet from the hotel before showing a range."
"/luxury-travel/europe/turkey","kaplankaya","Six Senses Kaplankaya","£420–£1,540","per night","Varies by season · Superior Sea View · breakfast included · excl. local taxes","range","420","1540","Superior Sea View (King or Twin)","bed and breakfast","excluded","14–15 Oct 2026, Superior Twin Room Sea View, EUR 495 (Booking.com, free cancellation)","11–12 Aug 2027, Superior King/Twin Sea View, EUR 1,786 (Booking.com)","2026-10-14/15: EUR 495 (Superior Twin Sea View); Deluxe EUR 550 (https://www.booking.com/hotel/tr/canyon-ranch-wellness-resort-kaplankaya.en-gb.html?checkin=2026-10-14&checkout=2026-10-15&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-01-20/21: no availability (winter closure) (https://www.booking.com/hotel/tr/canyon-ranch-wellness-resort-kaplankaya.en-gb.html?checkin=2027-01-20&checkout=2027-01-21&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-05-05/06: EUR 513 (Superior King/Twin Sea View) (https://www.booking.com/hotel/tr/canyon-ranch-wellness-resort-kaplankaya.en-gb.html?checkin=2027-05-05&checkout=2027-05-06&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-08-11/12: EUR 1,786 (Superior King/Twin Sea View) (https://www.booking.com/hotel/tr/canyon-ranch-wellness-resort-kaplankaya.en-gb.html?checkin=2027-08-11&checkout=2027-08-12&group_adults=2&no_rooms=1&selected_currency=EUR)","1 GBP = 1.166 EUR","2026-09-23","Seasonal (closed in winter; no January availability); range covers the open season. Booking.com dated rates, 2 adults, 1 night, continental breakfast; 10% VAT and 1–2% government tax extra. Very wide range: August is 3.5 times the October/May price."
"/luxury-travel/europe/turkey","museum-hotel","Museum Hotel Cappadocia","£330–£610","per night","Varies by season · Deluxe Double · room only · excl. local taxes","range","330","610","Deluxe Double or Twin Room","room only","excluded","20–21 Jan 2027, Deluxe Double or Twin, EUR 388 non-refundable room only (EUR 469 flexible with breakfast) (Booking.com)","19–20 May 2027, Deluxe Double or Twin, EUR 702 non-refundable room only (EUR 848 flexible with breakfast) (Booking.com)","2026-10-14/15: Deluxe rooms/suites sold out; King Suite EUR 1,096 (https://www.booking.com/hotel/tr/museum.en-gb.html?checkin=2026-10-14&checkout=2026-10-15&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-01-20/21: EUR 388 non-refundable / EUR 469 with breakfast (Deluxe Double) (https://www.booking.com/hotel/tr/museum.en-gb.html?checkin=2027-01-20&checkout=2027-01-21&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-05-05/06: Deluxe Double sold out; Deluxe Suite EUR 813 / 982 (https://www.booking.com/hotel/tr/museum.en-gb.html?checkin=2027-05-05&checkout=2027-05-06&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-05-19/20: EUR 702 non-refundable / EUR 848 with breakfast (Deluxe Double) (https://www.booking.com/hotel/tr/museum.en-gb.html?checkin=2027-05-19&checkout=2027-05-20&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-08-11/12: EUR 647 non-refundable / EUR 781 with breakfast (Deluxe Double) (https://www.booking.com/hotel/tr/museum.en-gb.html?checkin=2027-08-11&checkout=2027-08-12&group_adults=2&no_rooms=1&selected_currency=EUR)","1 GBP = 1.166 EUR","2026-09-23","Booking.com dated rates, 2 adults, 1 night, non-refundable room-only rate at both ends (flexible bed-and-breakfast rate about 20% more: £400–£730). 10% VAT and 2% government tax extra. Spring (May) is the Cappadocia peak; the entry room sells out on some peak dates, when the Deluxe Suite (EUR 813+) is the cheapest available."
"/luxury-travel/africa/kenya","angama-mara","Angama Mara","£1,380–£2,210","per person per night","Varies by season · Tented Suite · all inclusive","range","1380","2210","Tented Suite","all inclusive","unknown","Standard season 1 Oct – 22 Dec 2026, USD 1,850 per guest sharing (official Angama rates page)","Peak season 1 Jul – 30 Sep 2027, USD 2,950 per guest sharing (official Angama rates page, 2027 rates)","2026-10-01 to 2026-12-22 (Standard): USD 1,850 pp (https://angama.com/rates-availability/angama-mara-rates/) | 2026-12-23 to 2027-01-04 (Peak): USD 2,750 pp (https://angama.com/rates-availability/angama-mara-rates/) | 2027-01-05 to 2027-02-28, 2027-06-01 to 2027-06-30 (Shoulder): USD 1,950 pp (https://angama.com/rates-availability/angama-mara-rates/) | 2027-03-01 to 2027-05-31 (Standard): USD 2,450 pp (https://angama.com/rates-availability/angama-mara-rates/) | 2027-07-01 to 2027-09-30 (Peak): USD 2,950 pp (https://angama.com/rates-availability/angama-mara-rates/)","1 GBP = 1.34 USD","2026-09-23","PER PERSON sharing (a suite for two costs double: £2,760–£4,420). Official Angama seasonal rates, fully inclusive (all guided safaris in the Mara Triangle, meals, drinks except premium, airstrip transfers, evacuation cover, laundry). Excludes Maasai Mara park fees (USD 100–200 per adult per day depending on period) and USD 20 pp/night Angama Foundation contribution. VAT treatment not stated on the page."
"/luxury-travel/africa/kenya","segera","Segera Retreat","£1,470–£2,210","per person per night","Varies by season · Garden Villa · all inclusive · incl. taxes","range","1470","2210","Garden Villa","all inclusive","included","Secret Season 1 Oct – 19 Dec 2026 and 6 Jan – 30 Jun 2027, USD 1,980 per person sharing (official Segera 2026 and 2027 rate sheets)","Peak Season 20 Dec 2026 – 5 Jan 2027, USD 2,960 per person sharing (official Segera 2027 rate sheet)","2026-10-01 to 2026-12-19 (Secret): USD 1,980 pp (https://www.segera.com/_files/ugd/6f183d_429706627b34408290bfdd4b1986792f.pdf) | 2026-12-20 to 2027-01-05 (Peak): USD 2,960 pp (https://www.segera.com/_files/ugd/6f183d_25b013b09eb54f4c8a7f9744744e99e3.pdf) | 2027-01-06 to 2027-06-30 (Secret): USD 1,980 pp (https://www.segera.com/_files/ugd/6f183d_25b013b09eb54f4c8a7f9744744e99e3.pdf) | 2027-07-01 to 2027-09-30 (High): USD 2,760 pp (https://www.segera.com/_files/ugd/6f183d_25b013b09eb54f4c8a7f9744744e99e3.pdf)","1 GBP = 1.34 USD","2026-09-23","PER PERSON sharing (a villa for two costs double: £2,940–£4,420). Official rate sheets linked from segera.com/rates. Includes all meals, house drinks, game and art drives, walks, private vehicle, laundry and local government taxes; excludes conservation fee of USD 250 per adult per night (prepaid), air transfers and spa. Single supplement USD 990–1,480."
"/luxury-travel/africa/kenya","giraffe-manor","Giraffe Manor","£1,050–£1,160","per person per night","Varies by season · Superior Room · all inclusive · incl. taxes","range","1050","1160","Superior Room","all inclusive","included","1 Jun – 31 Dec 2026, USD 1,413 per person sharing, Fully Inclusive Plus (official The Safari Collection 2026 rate sheet, confirmed earlier; flat rate all year)","1 Jan – 31 Dec 2027, USD 1,554 per person sharing, Fully Inclusive Plus (The Safari Collection 2027 rate sheet as reproduced by kenyasafari.com; the official Issuu flipbook is not machine-readable)","2026-06-01 to 2026-12-31: USD 1,413 pp sharing (single USD 2,218) (https://issuu.com/thesafaricollection/docs/tsc_rack_rates_2026) | 2027-01-01 to 2027-12-31: USD 1,554 pp sharing (https://www.kenyasafari.com/pricing_giraffe-manor-nairobi.html) | official 2027 sheet (flipbook): not readable without JavaScript (https://issuu.com/thesafaricollection/docs/the_safari_collection_2027_rates)","1 GBP = 1.34 USD","2026-09-23","PER PERSON sharing (a room for two costs double: £2,110–£2,320). Giraffe Manor has one flat rate per calendar year, so the 'range' is simply the 2026 rate (valid to 31 Dec 2026) and the 2027 rate. Fully inclusive incl. VAT: all meals, selected drinks, laundry, airport transfers, Giraffe Centre entry. The 2027 figure comes from a third-party reproduction of the official sheet; confirm with The Safari Collection. Availability, not price, is the constraint (books out 12+ months ahead)."
"/luxury-travel/africa/kenya","alfajiri","Alfajiri Villas","£560–£700","per person per night","Varies by season · Beach Villa · full board · incl. taxes","range","560","700","Beach Villa (exclusive use, 2-adult minimum)","full board","included","Green season 1 – 30 Nov 2026, Beach Villa USD 755 per person (2 adults) (official Alfajiri rack rates 2026, valid to 6 Jan 2027)","High season 2027 (7 Jan – 15 Apr, 16 Jun – 31 Oct, Dec 2027), Beach Villa USD 930 per person (official Alfajiri rack rates 2027, valid 7 Jan 2027 – 6 Jan 2028); festive 22 Dec 2026 – 6 Jan 2027 is USD 865 + USD 300 supplement = USD 1,165 (£870)","2026-10-01 to 2026-10-31 and 2026-12-01 to 2026-12-21 (High 2026): USD 865 pp (http://www.alfajirivillas.com/app/uploads/2026/08/Rack_Rates-2026-27-NEW-1.pdf) | 2026-11-01 to 2026-11-30 (Green 2026): USD 755 pp (https://www.alfajirivillas.com/app/uploads/2025/03/Rack_Rates-2026-27-Final.pdf) | 2026-12-22 to 2027-01-06 (Christmas policy): USD 865 + USD 300 pp/night supplement; 4-adult minimum in Beach Villa; 7-night minimum (https://www.alfajirivillas.com/app/uploads/2025/03/Rack_Rates-2026-27-Final.pdf) | 2027-01-07 to 2027-04-15, 2027-06-16 to 2027-10-31 (High 2027): USD 930 pp (http://www.alfajirivillas.com/app/uploads/2026/08/Rack_Rates-2027-28-NEW.pdf) | 2027-04-16 to 2027-06-15 (Green 2027): USD 810 pp (http://www.alfajirivillas.com/app/uploads/2026/08/Rack_Rates-2027-28-NEW.pdf)","1 GBP = 1.34 USD","2026-09-23","PER PERSON sharing with a two-adult minimum (villa for two from £1,120–£1,400 per night). Official rack rates linked from alfajirivillas.com/rates, USD, inclusive of all taxes; full board with soft drinks, beer, wine and spirits, butler, daily massage, airstrip transfers. Minimum stay 3 nights; USD 10 pp/night foundation donation extra. Christmas supplement of USD 300 pp/night and higher minimum occupancy apply 22 Dec – 6 Jan."
"/luxury-travel/europe/croatia","excelsior","Hotel Excelsior Dubrovnik","£370–£720","per night","Varies by season · Classic Double Room · breakfast included · excl. local taxes","range","370","720","Classic Double Room (Villa Odak Classic Double is the cheapest variant)","bed and breakfast","excluded","14–15 Apr 2027, Villa Odak Classic Double, EUR 442 with breakfast and spa (Classic Double Room EUR 447) (Booking.com)","21–22 Jul 2027, Villa Odak Classic Double, EUR 841 with breakfast (Classic Double Room EUR 858) (Booking.com)","2026-10-14/15: EUR 609 room only / EUR 644 with breakfast (Villa Odak Classic); Classic Double EUR 658 / 693 (https://www.booking.com/hotel/hr/hotelexcelsiordubrovnik.en-gb.html?checkin=2026-10-14&checkout=2026-10-15&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-02-10/11: no availability (winter) (https://www.booking.com/hotel/hr/hotelexcelsiordubrovnik.en-gb.html?checkin=2027-02-10&checkout=2027-02-11&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-04-14/15: EUR 442 (Villa Odak Classic Double, B&B + spa) (https://www.booking.com/hotel/hr/hotelexcelsiordubrovnik.en-gb.html?checkin=2027-04-14&checkout=2027-04-15&group_adults=2&no_rooms=1&selected_currency=EUR) | 2027-07-21/22: EUR 841 (Villa Odak Classic Double, B&B) (https://www.booking.com/hotel/hr/hotelexcelsiordubrovnik.en-gb.html?checkin=2027-07-21&checkout=2027-07-22&group_adults=2&no_rooms=1&selected_currency=EUR)","1 GBP = 1.166 EUR","2026-09-23","Booking.com dated rates, 2 adults, 1 night, buffet breakfast; 13% VAT and EUR 3 pp/night city tax extra. No February availability on Booking.com (hotel appears closed or off-sale in deep winter), so the range covers April–October. The previous £140 (28 Sep KAYAK) was implausible for this hotel and should be replaced."
