page,location,before,after,reason
"formula-one/italian-grand-prix","Grandstand Experience card (p.pk-who) + Entry grandstand combo card","Alternative: Grandstand 22 at Curva Alboreto (Parabolica) for the last-of-the-late-brakers view.","Grandstand 22 at Curva Alboreto (the Parabolica) is the alternative, looking over the final braking zone of the lap.","Shorthand (""Alternative:"", ""last-of-the-late-brakers"")"
"formula-one/italian-grand-prix","Premium Monza card — hotel row","Entry 5* Milan","5* Milan hotel","Internal jargon (""Entry 5*"")"
"formula-one/italian-grand-prix","Hospitality Experience card (p.pk-who) + Circuit hospitality combo card","Race Club — first and second floors of the hospitality building overlooking grid and pit lane, reserved lounge grandstand seats, air-conditioned, full buffet and bar. Garden Lounge (start-grid-to-first-chicane views) sits just below it.","Race Club — the first and second floors of the hospitality building, overlooking the grid and pit lane, with air-conditioning, a full buffet and bar, and reserved grandstand seats. The Garden Lounge, with views from the start grid to the first chicane, is the step below.","Comma-list shorthand and parenthetical note"
"formula-one/italian-grand-prix","Luxury Race Weekend card (p.pk-who) + Official Team Hospitality combo card","at Monza the Ferrari option is the emotional pick.","at Monza, Ferrari is the choice of the heart.","Internal sales phrasing (""the emotional pick"")"
"formula-one/italian-grand-prix","At a glance — Flights + FAQ (HTML + JSON-LD)","LHR–Milan Linate/Malpensa direct (BA, ITA Airways, ~1h50).","Direct from Heathrow to Milan Linate or Malpensa with BA or ITA Airways (around 1 hour 50 minutes).","Airport-code shorthand"
"formula-one/italian-grand-prix","FAQ ""Which flights work for Monza?"" (HTML + JSON-LD)"," Regional: easyJet direct from Manchester, Bristol, Edinburgh to Malpensa/Linate."," From elsewhere in the UK, easyJet flies direct from Manchester, Bristol and Edinburgh to Malpensa or Linate.","Shorthand (""Regional:"")"
"formula-one/italian-grand-prix","At a glance — Transfers","Local transport on entry tiers; private transfers above","Train on the Grandstand package; private transfers on the other packages","Internal shorthand (""entry tiers"", ""above"")"
"formula-one/italian-grand-prix","Beyond the race — Aperitivo card (p.au-b)","Milan's golden-hour ritual","Join Milan's golden-hour ritual in the bars of Brera or along the Navigli canals.","Shorthand fragment"
"formula-one/italian-grand-prix","Beyond the race — Lake Como card (p.au-b)","one hour north — a natural taster for a Lake Como extension","One hour north, and a natural taster for a longer Lake Como extension.","Shorthand fragment"
"formula-one/italian-grand-prix","FAQ ""What should I pack?"" (HTML + JSON-LD)","Early September Lombardy: 24–28°C, humid, afternoon storms possible. Light layers, hat, rain shell.","Early September in Lombardy is 24–28°C and humid, with the chance of afternoon storms. Pack light layers, a hat and a rain jacket.","Shorthand fragments"
"formula-one/italian-grand-prix","Climate card note (p.cl-n)","24–28°C, humid, afternoon storms possible. Light layers, hat, rain shell.","24–28°C and humid, with the chance of afternoon storms. Pack light layers, a hat and a rain jacket.","Shorthand fragments"
"formula-one/italian-grand-prix","Extend your trip — Lake Como","Lake Como (2–3 nts). Grand Hotel Tremezzo or Passalacqua — natural Vedere territory and ties to our Como 1907 relationship","Lake Como (2–3 nights). Grand Hotel Tremezzo or Passalacqua — a lake we know well through our partnership with Como 1907.","Internal note (""natural Vedere territory"", ""ties to our … relationship"")"
"formula-one/italian-grand-prix","Extend your trip — Portofino","Portofino & the Ligurian coast (2–3 nts). Splendido, A Belmond Hotel","Portofino & the Ligurian coast (2–3 nights). Stay at Splendido, A Belmond Hotel, above the harbour.","Shorthand (""nts"") and fragment"
"formula-one/malaysian-grand-prix","Band quote + circuit body + FAQ ""How do I get to Sepang"" (HTML + JSON-LD)","Circuit is 60km south by KLIA — entry packages use the KLIA Transit rail + circuit shuttle; premium packages private car door-to-door (~45–60 min, leave margin for race-day traffic).","The circuit is 60km south of the city, near KLIA. Grandstand Experience guests travel by KLIA Transit rail and the circuit shuttle; premium packages include a private car door to door, around 45–60 minutes, with time built in for race-day traffic.","Brief shorthand, not customer copy"
"formula-one/malaysian-grand-prix","Packages lede (#packages p.lede)","4 nights, Kuala Lumpur. All prices are in GBP and are reconfirmed at the time of booking; the trip length is the nights shown, not the race-weekend dates.","Four nights in Kuala Lumpur. All prices are in GBP and are reconfirmed at the time of booking; your stay is the number of nights shown, not just the race-weekend dates.","Shorthand fragment and robotic phrasing"
"formula-one/malaysian-grand-prix","Luxury Race Weekend card (p.pk-who) + Official Team Hospitality combo card","Official Team Hospitality — preferred team's suite; allocations for a one-off race will be limited, so early booking matters.","Official Team Hospitality — your preferred team's own suite. Places for a one-off race will be limited, so it is worth booking early.","Shorthand"
"formula-one/malaysian-grand-prix","At a glance — Flights + FAQ (HTML + JSON-LD)","LHR–KUL direct (Malaysia Airlines, ~13h).","Direct from Heathrow to Kuala Lumpur with Malaysia Airlines (around 13 hours).","Airport-code shorthand"
"formula-one/malaysian-grand-prix","FAQ ""Which flights work for Sepang?"" (HTML + JSON-LD)"," Regionals via Doha/Dubai/Singapore (QR from MAN/EDI/BHX)."," From elsewhere in the UK, connect via Doha, Dubai or Singapore; Qatar Airways flies from Manchester, Edinburgh and Birmingham.","Airport-code shorthand"
"formula-one/malaysian-grand-prix","At a glance — Transfers","Local transport on entry tiers; private transfers above","Rail and shuttle on Grandstand Experience; private car on the other packages","Internal shorthand (""entry tiers"", ""above"")"
"formula-one/malaysian-grand-prix","The RuMa Hotel card — Why we selected it","It reads far above its price tier.","It feels far more expensive than it is.","Internal jargon (""price tier"")"
"formula-one/malaysian-grand-prix","Four Seasons Kuala Lumpur card — Why we selected it","the room product against which everything else in KL is measured","the rooms against which everything else in Kuala Lumpur is measured","Industry jargon (""room product"")"
"formula-one/malaysian-grand-prix","Four Seasons Kuala Lumpur card — Best suited to","Clients on team hospitality","Guests on team hospitality","Internal wording (""clients"")"
"formula-one/malaysian-grand-prix","Beyond the race — Rooftop bars card (p.au-b)","Marini's on 57, Heli Lounge Pad","Sundowners at Marini's on 57, or at the Heli Lounge on a rooftop helipad.","Shorthand list"
"formula-one/malaysian-grand-prix","FAQ ""What should I pack?"" (HTML + JSON-LD)","October KL: 32°C, extreme humidity, daily thunderstorms — the race that invented the monsoon red flag. Breathable everything, ponchos not umbrellas in stands.","October in Kuala Lumpur means around 32°C, high humidity and daily thunderstorms — Sepang is famous for its monsoon red flags. Pack breathable clothing, and bring a poncho rather than an umbrella for the grandstands.","Shorthand fragments"
"formula-one/malaysian-grand-prix","Climate card note (p.cl-n)","32°C, extreme humidity, daily thunderstorms — the race that invented the monsoon red flag. Breathable everything, ponchos not umbrellas in stands.","Around 32°C, high humidity and daily thunderstorms — Sepang is famous for its monsoon red flags. Pack breathable clothing, and bring a poncho rather than an umbrella for the grandstands.","Shorthand fragments"
"formula-one/malaysian-grand-prix","Extend your trip — Langkawi","Langkawi (3–4 nts). The Datai — one of Asia's great resorts, 55-min hop","Langkawi (3–4 nights). The Datai, one of Asia's great resorts, is a 55-minute flight away.","Brief shorthand (""nts"", ""55-min hop"")"
"formula-one/malaysian-grand-prix","Extend your trip — Singapore","Singapore add-on. pair with the Singapore GP the weekend after for the ultimate Asian double-header (4–11 Oct)","Singapore Grand Prix. Pair Sepang with the Singapore Grand Prix the following weekend for an Asian double-header (4–11 October).","Shorthand (""add-on"") and lowercase fragment"
"luxury-travel","Featured hotels — Sandy Lane note (p.feat-note)","The most famous address in the Caribbean, and still the one everything else is measured against.","The most famous address in the Caribbean, on the west coast of Barbados.","Hype and a sentence template repeated across the site (""the one everything else is measured against"")"
"luxury-travel","Enquiry section lede","Whether you know exactly where you want to go or are still deciding, the conversation starts the same way.","If you know exactly where you want to go, tell us; if you are still deciding, the conversation starts in just the same way.","AI tell (""Whether you… or…"")"
"luxury-travel/africa/kenya","Hero subtitle (p.hero-sub)","The original safari country — the Mara’s big-sky theatre, Laikipia’s conservancy space, and a breakfast table giraffes attend uninvited.","The original safari country: the wide skies of the Maasai Mara, the private conservancies of Laikipia, and a Nairobi breakfast table that giraffes join uninvited.","Overwritten / robotic phrasing (""big-sky theatre"", ""conservancy space"")"
"luxury-travel/africa/kenya","The Destination — paragraph 1","Kenya wrote the safari myth and still stages it best — the Mara’s grasslands run wall-to-wall with drama, and from July to October the migration’s river crossings turn it into the greatest wildlife show on earth. Angama Mara watches it all from the escarpment Out of Africa filmed from.","Kenya is where the idea of safari began, and it still does it beautifully. The Mara’s grasslands are rich in wildlife all year, and from July to October the migration’s river crossings are among the great wildlife spectacles on earth. Angama Mara looks down on it all from the escarpment where Out of Africa was filmed.","Hype and AI-style overstatement"
"luxury-travel/africa/kenya","The Destination — paragraph 2","The craft is pairing the Mara with contrast: Segera’s art-filled ranch on Laikipia’s high plains, Giraffe Manor’s famous breakfast in Nairobi, and Alfajiri’s cliff villas on Diani beach to land the trip. Kenya safaris work as routes — camp to camp, plane to plane — and we build them season-first.","The best Kenya trips pair the Mara with something different: Segera’s art-filled ranch on the high plains of Laikipia, breakfast with the giraffes at Giraffe Manor in Nairobi, and Alfajiri’s cliff-top villas on Diani Beach to finish. Most safaris here move from camp to camp by light aircraft, and we plan each route around the season.","Writer/process language (""The craft is"", ""to land the trip"", ""season-first"")"
"luxury-travel/africa/kenya","The Destination — paragraph 3","Worth knowing: Giraffe Manor also serves as the Nairobi extension on our England cricket tour, so the two itineraries can be arranged together.","Giraffe Manor is also the Nairobi extension on our England cricket tour, so the two trips can easily be combined.","Internal cross-link note phrasing"
"luxury-travel/africa/kenya","When To Travel heading (h2)","Dry seasons rule, migration crowns.","The dry seasons, and the migration.","Robotic/garbled heading"
"luxury-travel/africa/kenya","Angama Mara card — Why we selected it","The view that launched a thousand safaris — floor-to-ceiling Mara from bed, ballooning at dawn below, and guiding that treats the triangle as a private stage.","Floor-to-ceiling views of the Mara from your bed, balloons rising at dawn below, and guides who know the Mara Triangle intimately.","Hype / overwritten"
"luxury-travel/africa/kenya","Angama Mara card — Best suited to","Photographers and first-timers — the Mara from the gods.","Photographers and first-time safari guests who want to see the Mara from above.","Overwritten phrasing"
"luxury-travel/africa/kenya","Segera Retreat card — Why we selected it","Sculpture among the acacias, rhino on morning drives, and the botanical villas’ solar-farm serenity — the thinking traveller’s counterweight to the Mara.","Sculpture among the acacias, rhino on morning drives and a calm, solar-powered retreat — a quieter contrast to the Mara.","Overwritten / robotic phrasing"
"luxury-travel/africa/kenya","Giraffe Manor card — Best suited to","Once-in-a-lifetime stopover guests — the world's most famous breakfast.","Guests who want a once-in-a-lifetime night at the start or end of a safari.","Fragment / hype"
"luxury-travel/africa/kenya","Alfajiri Villas card — Why we selected it","The safari-landing beach — private chefs, staff who’ve served one family of owners for decades, and the ocean after the dust as the trip’s exhale.","The perfect beach finish to a safari — private chefs, staff who have worked for the owning family for decades, and the Indian Ocean to unwind by after the dust of the bush.","Overwritten / robotic phrasing (""safari-landing"", ""the trip’s exhale"")"
"luxury-travel/africa/kenya","Suggested Safari Routes lede","Kenya sells camp-to-camp — these are the sequences that earn their airfares.","Kenya is best travelled camp to camp. These are the routes we recommend most often.","Internal sales language (""Kenya sells…"", ""earn their airfares"")"
"luxury-travel/africa/kenya","Route — Manor and Mara","Giraffe Manor’s famous morning, then four Angama nights and a Nairobi exhale — the essential Kenya.","Breakfast with the giraffes at Giraffe Manor, four nights at Angama Mara and time to unwind in Nairobi before flying home — the essential Kenya.","Shorthand (""four Angama nights"", ""a Nairobi exhale"")"
"luxury-travel/africa/kenya","Route — Plains and Theatre","Segera’s space first, the Mara’s drama second — Laikipia rhino, then river crossings, connected by caravan flights.","Segera’s wide open spaces first, then the Mara — rhino in Laikipia followed by the river crossings, linked by light-aircraft flights.","Shorthand / jargon (""caravan flights"")"
"luxury-travel/africa/kenya","Route — Bush to Beach","The full arc — manor, Mara, then Alfajiri’s cliff villas on Diani. Dust to ocean in one southbound line.","The full journey — Giraffe Manor, the Mara, then Alfajiri’s cliff-top villas on Diani Beach to finish by the ocean.","Shorthand fragments"
"luxury-travel/africa/kenya","Itinerary — Migration Focus","July to October, Mara-maximal — four escarpment nights, balloons at dawn, and crossings on the river’s schedule.","July to October, with as much time in the Mara as possible — four nights on the escarpment, a dawn balloon flight, and time to wait for the crossings.","Shorthand / coined jargon (""Mara-maximal"")"
"luxury-travel/africa/kenya","Itinerary — Green Season","November or May — the Mara emerald, the light photographic, the rates humane. The connoisseur’s quiet pick.","November or May, when the Mara is green, the light is superb for photography and rates are lower. A quieter choice for those who know Kenya.","Overwritten / robotic triplet"
"luxury-travel/africa/kenya","Itinerary — Family First Safari","Segera and Angama both run brilliant young-explorer programmes — we sequence drives, ages and rest days accordingly.","Segera and Angama both run excellent programmes for young explorers, and we plan game drives and rest days around your children’s ages.","Robotic phrasing (""sequence drives, ages and rest days"")"
"luxury-travel/africa/kenya","Getting There — paragraph 1","Nairobi flies direct overnight from London in around eight and a half hours. The bush legs run by scheduled caravan from Wilson — Mara strips in forty minutes, Laikipia in fifty — and we weight luggage rules into the packing notes.","There are direct overnight flights from London to Nairobi, taking around eight and a half hours. Onward flights to the camps leave Nairobi’s Wilson Airport on scheduled light aircraft — around forty minutes to the Mara airstrips and fifty to Laikipia — and our packing notes explain the luggage limits.","Industry shorthand (""bush legs"", ""caravan"", ""weight luggage rules"")"
"luxury-travel/africa/kenya","Getting There — paragraph 2","Giraffe Manor slots naturally on arrival or departure day; the coast adds by short hop from Ukunda’s strip.","Giraffe Manor fits neatly on your arrival or departure day, and the coast is a short flight away, landing at Ukunda airstrip for Diani.","Shorthand"
"luxury-travel/africa/kenya","The essentials panel — last row","Cricket cross-link Nairobi extension shared","Combine with Our England cricket tour (Nairobi extension)","Internal note (""cross-link"") in customer panel"
"luxury-travel/africa/kenya","FAQ ""When exactly are the crossings?"" (HTML + JSON-LD)","The herds hold the Mara from roughly mid-July to October, but crossings happen on the rivers’ whim — hence four nights minimum, and guides who read the queues.","The herds are usually in the Mara from mid-July to October, but the crossings happen when the animals decide. That is why we recommend at least four nights, with guides who know where the herds are gathering.","Shorthand (""hence four nights minimum"", ""read the queues"")"
"luxury-travel/africa/kenya","FAQ ""Is Giraffe Manor worth the hype?"" (HTML + JSON-LD)","For one night, absolutely — it delivers the exact moment promised, then the safari proper begins. We book it months out; it sells like a stadium.","For one night, absolutely — it delivers exactly the moment you have seen in the photographs, and then the safari proper begins. It books up months in advance, so we reserve it early.","Internal phrasing (""book it months out"", ""sells like a stadium"")"
"luxury-travel/africa/kenya","FAQ ""Mara reserve or conservancy?"" (HTML + JSON-LD)","Angama’s triangle position gives reserve access with conservancy calm — the best of the argument, which is why it anchors our routes.","Angama Mara, above the Mara Triangle, gives you access to the reserve with the calm of a conservancy — the best of both, which is why it sits at the heart of our routes.","Shorthand / internal (""anchors our routes"")"
"luxury-travel/africa/kenya","FAQ ""Is Kenya good for a first safari?"" (HTML + JSON-LD)","The best — sightings come fast, camps run polished, and the flying-safari logistics are the continent’s smoothest.","It is ideal. Sightings come quickly, the camps are polished, and the light-aircraft connections between them are among the smoothest in Africa.","Robotic phrasing"
"luxury-travel/africa/kenya","FAQ ""What about the beach finish?"" (HTML + JSON-LD)","Diani is four hours door-to-door from the Mara — Alfajiri’s villas make it a genuine luxury chapter, not an afterthought.","Diani is around four hours door to door from the Mara, and Alfajiri’s villas make the beach a highlight of the trip in its own right.","AI tell (""not an afterthought"", ""chapter"")"
"luxury-travel/asia","The Region — paragraph 3","fourteen is the number we push for","fourteen is what we recommend","Internal sales phrasing (""push for"")"
"luxury-travel/asia","The Region — paragraph 4","We sell Asia twin-centre by default.","We plan most Asia holidays as twin-centre trips.","Internal sales phrasing (""We sell … by default"")"
"luxury-travel/asia","Bali destination card body","Four nights and six.","Four nights inland, then six by the sea.","Shorthand fragment"
"luxury-travel/asia","Vietnam destination card body","The most itinerary-led destination in the collection.","Vietnam is best seen on the move.","Internal jargon (""itinerary-led"", ""the collection"")"
"luxury-travel/asia","When to travel — dry season panel","November and March are the two we push hardest","November and March are the two we recommend most","Internal sales phrasing (""push hardest"")"
"luxury-travel/asia","Getting there essentials — Regional departures","MAN · EDI, via hub","Manchester and Edinburgh, via a hub airport","Airport-code shorthand"
"luxury-travel/asia","FAQ ""When is the best time to travel in Asia?"" (HTML + JSON-LD)","Bali runs on the same dry season, May to September.","Bali’s dry season runs from May to September.","Contradictory wording (""same dry season"" with different months)"
"luxury-travel/caribbean/british-virgin-islands","Hero subtitle (p.hero-sub)","Sixty islands in a ring of protected water — the finest easy sailing on earth, with three addresses worth dropping anchor for.","Sixty islands in a ring of sheltered water — some of the easiest, loveliest sailing anywhere, and three places to stay worth dropping anchor for.","Hype (""finest … on earth"")"
"luxury-travel/caribbean/british-virgin-islands","The Destination — paragraph 1","It is the world’s charter capital because beginners are safe here and experts never bore.","It is often called the charter capital of the world, because beginners feel safe here and experienced sailors never tire of it.","Garbled phrasing (""experts never bore"") and overclaim"
"luxury-travel/caribbean/british-virgin-islands","The Destination — paragraph 2","Ashore, three answers: Little Dix Bay, Laurance Rockefeller’s original eco-resort polished to Rosewood standard;","Ashore, we recommend three places to stay: Little Dix Bay, Laurance Rockefeller’s original eco-resort, now run to Rosewood standards;","Shorthand (""three answers"")"
"luxury-travel/caribbean/british-virgin-islands","Rosewood Little Dix Bay card — Why we selected it","The grande dame of barefoot luxury — treehouse spa, a bay that never chops, and the Baths ten minutes down the coast. The elegant fixed point of a sailing sea.","The grande dame of barefoot luxury — a treehouse spa, a bay that stays calm, and the Baths ten minutes down the coast. An elegant base ashore after days at sea.","Robotic / overwritten phrasing"
"luxury-travel/caribbean/british-virgin-islands","Oil Nut Bay card — Why we selected it","Owner-estate polish with resort service — villas from clifftop to beach, the marina village for lunches, and the Sound’s water-sports at the door. Families colonise it happily.","The polish of a private estate with full resort service — villas from clifftop to beach, the marina village for lunch, and North Sound’s watersports on the doorstep. Families love it.","Shorthand / odd phrasing (""Families colonise it"")"
"luxury-travel/caribbean/british-virgin-islands","Oil Nut Bay card — Best suited to","Families who want frontier-luxury seclusion on Virgin Gorda's tip.","Families who want secluded luxury at the far tip of Virgin Gorda.","Coined jargon (""frontier-luxury"")"
"luxury-travel/caribbean/british-virgin-islands","Necker Island card — Why we selected it","The full fantasy, run warmly — Great House evenings, lemurs at breakfast, every toy afloat. Buy-outs for milestone gatherings; Celebration Weeks to taste it as a couple.","The full private-island fantasy, run with real warmth — evenings in the Great House, lemurs at breakfast and every water toy you could want. Take the whole island for a milestone gathering, or book a room in a Celebration Week to enjoy it as a couple.","Shorthand fragments and trade jargon (""buy-outs"")"
"luxury-travel/caribbean/british-virgin-islands","Necker Island card — Best suited to","Celebration groups — the ultimate buy-out for milestone weeks.","Groups marking a milestone who want the whole island to themselves.","Trade jargon (""buy-out"") and hype"
"luxury-travel/caribbean/british-virgin-islands","Itinerary — Sail and Settle","Three nights on a crewed catamaran — Baths, Jost, the Indians — then four ashore at Little Dix. The definitive BVI shape.","Three nights on a crewed catamaran — the Baths, Jost Van Dyke and the Indians — then four nights ashore at Little Dix Bay. The classic BVI holiday.","Shorthand"
"luxury-travel/caribbean/british-virgin-islands","Itinerary — The Sound in Full","Oil Nut Bay as base — kite lessons, Eustatia snorkels, marina lunches, and one Anegada lobster day north.","Oil Nut Bay as your base, with kitesurfing lessons, snorkelling at Eustatia, lunches in the marina village and a day trip north to Anegada for lobster on the beach.","Shorthand list"
"luxury-travel/caribbean/british-virgin-islands","Itinerary — The Island, Whole","Necker in exclusivity — your programme, your crew, your island. The 60th birthday that ends arguments.","Necker Island for your party alone — your programme, your staff, your island. A milestone birthday nobody will forget.","Odd / robotic phrasing (""ends arguments"")"
"luxury-travel/caribbean/british-virgin-islands","Getting There — paragraph 1","The BVI connect through Antigua, St Maarten or Miami to Beef Island — we sequence it so the last leg lands in daylight and the boat meets the plane.","Flights to the BVI connect through Antigua, St Maarten or Miami to Beef Island, and we time them so the last leg lands in daylight with your boat waiting.","Internal process language (""we sequence it"")"
"luxury-travel/caribbean/british-virgin-islands","Getting There — paragraph 2","For Oil Nut and Necker, helicopter transfers close the day in style; for charters, provisioning is stowed before you step aboard.","For Oil Nut Bay and Necker, a helicopter transfer ends the journey in style; for charters, the boat is fully provisioned before you step aboard.","Trade jargon"
"luxury-travel/caribbean/british-virgin-islands","The essentials panel — Estate pick / Buy-out pick rows","Estate pick Oil Nut Bay","For a villa Oil Nut Bay","Internal label (""Estate pick"")"
"luxury-travel/caribbean/british-virgin-islands","The essentials panel — Buy-out pick row","Buy-out pick Necker Island","For the whole island Necker Island","Trade jargon label (""Buy-out pick"")"
"luxury-travel/caribbean/british-virgin-islands","Combinations heading (h2)","British Virgin Islands travels well with others.","The British Virgin Islands travel well with others.","Grammar (plural subject)"
"luxury-travel/caribbean/british-virgin-islands","Combinations — Antigua card","The natural connection hub — add west-coast nights either side of the crossing.","Antigua is where most flights connect, so add a few nights on its west coast on the way out or home.","Trade jargon (""connection hub"")"
"luxury-travel/caribbean/british-virgin-islands","Combinations — Barbados card","Finish polished — the platinum coast as the decompression chapter.","Finish on Barbados’s Platinum Coast, the perfect place to unwind at the end of the trip.","Overwritten / robotic (""decompression chapter"")"
"luxury-travel/caribbean/british-virgin-islands","FAQ ""Do we need sailing experience?"" (HTML + JSON-LD)","None — crewed charters put a skipper and chef between you and every rope. Sailors can take the helm; everyone else takes the bow nets.","None at all. A crewed charter comes with a skipper and a chef, so you need never touch a rope. Sailors can take the helm; everyone else can relax on the bow nets.","Overwritten phrasing"
"luxury-travel/caribbean/british-virgin-islands","FAQ ""When are Necker’s Celebration Weeks?"" (HTML + JSON-LD)","Several times a year, bookable by the room — we hold dates early because they release and vanish. Buy-outs book twelve months out.","Several times a year, and they can be booked by the room. Dates sell out quickly once released, so we secure them early. Whole-island stays are usually booked twelve months ahead.","Internal/trade shorthand (""release and vanish"", ""Buy-outs book … out"")"
"luxury-travel/caribbean/british-virgin-islands","FAQ ""Is the BVI good for families?"" (HTML + JSON-LD)","Exceptional — calm water, short hops, and Oil Nut’s villas built for exactly that. Teens rate the charter days highest of anything we sell.","Very. The water is calm, the hops between islands are short, and Oil Nut Bay’s villas are designed with families in mind. Teenagers in particular tend to rate the charter days as the highlight.","Internal sales language (""anything we sell"")"
"luxury-travel/caribbean/british-virgin-islands","FAQ ""What is the Anegada day?"" (HTML + JSON-LD)","The chain’s flat coral outlier — lobster shacks on the beach, flamingos inland, and the sail there half the point.","Anegada is the flat coral island at the northern edge of the chain, with lobster shacks on the beach, flamingos inland, and a sail there that is half the fun.","Shorthand fragment"
"luxury-travel/caribbean/british-virgin-islands","FAQ ""Boat or shore first?"" (HTML + JSON-LD)","Boat first, always — arrive salted, then let Little Dix or Oil Nut polish the second act.","Boat first. Spend your first nights at sea, then unwind in comfort at Little Dix Bay or Oil Nut Bay.","Overwritten phrasing (""arrive salted"", ""the second act"")"
"luxury-travel/europe/finland","The Destination — paragraph 1","Finland sits on its own page because it sells its own season. From December to March, Lapland is the family adventure and the aurora chase in one — and the difference between a good trip and a great one is entirely in the operator’s hands: guides, gear, timing and distance from the crowds.","Finland has a season all of its own. From December to March, Lapland is a family adventure and an aurora hunt in one, and the difference between a good trip and a great one comes down to the details: the guides, the gear, the timing and the distance from the crowds.","Internal/meta note about the website (""sits on its own page because it sells its own season"")"
"luxury-travel/europe/finland","The Destination — paragraph 2","Octola is the apex — ten rooms","Octola is the finest of them — ten rooms","Robotic phrasing (""the apex"")"
"luxury-travel/europe/finland","The Destination — paragraph 2","Kakslauttanen’s glass igloos put the lights literally overhead. Christmas week books a year out.","Kakslauttanen’s glass igloos put the northern lights directly overhead. Christmas week is usually booked a year ahead.","Shorthand / trade phrasing (""books a year out"")"
"luxury-travel/europe/finland","Destination image caption (figcaption)","The far north — the season this page sells, honestly.","The far north in deep winter.","Meta note about the page (""the season this page sells"")"
"luxury-travel/europe/finland","When To Travel heading (h2)","December to March. That’s the page.","December to March. A short, special season.","Meta note about the page (""That’s the page."")"
"luxury-travel/europe/finland","When To Travel lede","The season is short and honest — polar night magic in December, deepening snow through January, and the aurora at its statistical best as the light returns.","The season is short: polar-night magic in December, deepening snow through January, and the best odds for the aurora as the light returns.","Robotic phrasing (""short and honest"", ""statistical best"")"
"luxury-travel/europe/finland","Month table — March weather","Aurora + light","Aurora, longer days","Shorthand (""+"")"
"luxury-travel/europe/finland","Octola card — Why we selected it","The apex of Lapland — your own huskies, snowmobiles and guides from the front door, aurora camps on your own land, and a kitchen cooking to the party. The buy-out for milestone winters.","Lapland at its most exclusive — your own huskies, snowmobiles and guides from the front door, aurora camps on your own land, and a kitchen cooking just for your party. Take the whole lodge for a milestone winter.","Trade jargon (""buy-out"", ""cooking to the party"")"
"luxury-travel/europe/finland","Arctic TreeHouse Hotel card — Why we selected it","The stylish family base — nest-warm suites, the Christmas machinery close for the children, and the design integrity for the adults.","A stylish family base — cosy suites, Santa Claus Village close by for the children, and thoughtful design for the adults.","Robotic / odd phrasing (""the Christmas machinery"", ""design integrity"")"
"luxury-travel/europe/finland","Itinerary — The Aurora Long Weekend","TreeHouse or igloos — huskies day one, snowmobile aurora hunt by night, reindeer farm and sauna to close.","Arctic TreeHouse or the glass igloos — huskies on day one, an aurora hunt by snowmobile at night, and a reindeer farm and sauna to finish.","Shorthand list"
"luxury-travel/europe/finland","Itinerary — Christmas Done Properly","TreeHouse base in December — the Village managed to magic-not-mayhem, elf breakfasts, and Christmas Eve in a private log cabin.","Arctic TreeHouse as your base in December — Santa Claus Village timed to avoid the crowds, breakfast with the elves, and Christmas Eve in a private log cabin.","Shorthand / garbled phrasing (""managed to magic-not-mayhem"")"
"luxury-travel/europe/finland","Itinerary heading — The Octola Buy-Out (h3.itin-n)","The Octola Buy-Out","Octola to Yourselves","Trade jargon (""Buy-Out"") in customer heading"
"luxury-travel/europe/finland","Itinerary — Octola body","The reserve in exclusivity — family or friends, your own programme daily, and the aurora camp fired up whenever the sky cooperates.","The whole reserve for your family or friends, with your own programme each day and the aurora camp lit whenever the sky clears.","Shorthand"
"luxury-travel/europe/finland","Getting There — paragraph 1","Rovaniemi flies direct from London through the winter — about three and a half hours — with Ivalo (for Saariselkä) a connection over Helsinki. Transfers are short, dark and beautiful.","There are direct flights from London to Rovaniemi through the winter, taking about three and a half hours; for Saariselkä, fly to Ivalo via Helsinki. Transfers are short, and beautiful in the winter dark.","Shorthand / trade phrasing"
"luxury-travel/europe/finland","Getting There — paragraph 2","Cold-weather gear is included at every property here — arrive in your own coat, borrow the Arctic layer on site.","Cold-weather gear is provided at every property here, so arrive in your own coat and borrow the Arctic layers on site.","Clipped shorthand"
"luxury-travel/europe/finland","The essentials panel — Family pick","Family pick Arctic TreeHouse","For families Arctic TreeHouse","Internal label (""pick"")"
"luxury-travel/europe/finland","The essentials panel — Milestone pick","Milestone pick Octola buy-out","For a milestone Octola, for your party alone","Internal label and trade jargon (""buy-out"")"
"luxury-travel/europe/finland","Combinations — All of Europe card","Winter north, summer south — Lapland and the Mediterranean bookend the collection.","Lapland in winter, the Mediterranean in summer — the two ends of our European collection.","Robotic phrasing"
"luxury-travel/europe/finland","FAQ ""Is it worth it without children?"" (HTML + JSON-LD)","Entirely — Octola in exclusivity and the igloo nights are grown-up bookings first. December is the family peak; late winter skews adult.","Absolutely. A private stay at Octola and nights in the glass igloos are as much for couples as for families. December is the busiest time for families, while late winter is quieter and more grown-up.","Trade shorthand (""grown-up bookings"", ""skews adult"")"
"luxury-travel/europe/finland","FAQ ""How far ahead for Christmas week?"" (HTML + JSON-LD)","Ten to twelve months. It is the hardest week of the European winter to place late.","Ten to twelve months ahead. It is the hardest week of the European winter to book at short notice.","Trade jargon (""place late"")"
"luxury-travel/europe/finland","FAQ ""What about summer?"" (HTML + JSON-LD)","The midnight sun is real and lovely — but this page is about winter. Ask us about summer as well.","The midnight sun is lovely, and we arrange summer trips too — just ask. Our recommendations here focus on winter.","Meta note about the page (""this page is about winter"")"
